sent_idx,id,form,lemma,gold_upos,gold_head,gold_deprel,pred_upos,pred_head,pred_deprel,purity,entropy,rival,in_train,has_score,train_freq,pos_err,uas_err,las_err,log_freq
62,38,aide,aide,NOUN,41,nsubj,NOUN,41,nsubj,1.0,0.0,,True,True,51,0,0,0,3.9512437185814275
62,39,internationale,international,ADJ,38,amod,ADJ,38,amod,1.0,0.0,,True,True,145,0,0,0,4.983606621708336
62,40,ne,ne,ADV,41,advmod,ADV,41,advmod,0.03110691420199771,0.7244015123648279,PRON,True,True,1435,0,0,0,7.269616749608169
62,41,pointe,pointer,VERB,35,advcl,VERB,35,advcl,,,,True,False,3,0,0,0,1.3862943611198906
62,42,pas,pas,ADV,41,advmod,ADV,44,advmod,1.0,0.0,,True,True,893,0,1,1,6.795705775173514
62,43,plus,plus,ADV,44,advmod,ADV,44,advmod,0.7196677710684014,0.8559031009192263,CCONJ,True,True,1173,0,0,0,7.068172000388042
62,44,vite,vite,ADV,41,advmod,ADV,41,advmod,0.8663997998634598,0.5672297199457231,PRON,True,True,29,0,0,0,3.4011973816621555
62,45,le,le,DET,46,det,DET,46,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
62,46,bout,bout,NOUN,41,obj,NOUN,41,obj,1.0,0.0,,True,True,15,0,0,0,2.772588722239781
62,47,de,de,ADP,49,case,ADP,49,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
62,48,son,son,DET,49,det,DET,49,det,0.8481722905876147,0.863954061477403,CCONJ,True,True,3876,0,0,0,8.262816937670928
62,49,nez,nez,NOUN,46,nmod,NOUN,46,nmod,,,,True,False,6,0,0,0,1.9459101490553132
62,50,.,.,PUNCT,30,punct,PUNCT,30,punct,,,,True,False,13366,0,0,0,9.500544261971474
63,1,Ces,ce,DET,2,det,DET,2,det,0.8764141494570885,0.6891209831462356,ADP,True,True,1960,0,0,0,7.581209826196346
63,2,sympathisants,sympathisant,NOUN,0,root,NOUN,0,root,,,,True,False,1,0,0,0,0.6931471805599453
63,3,de,de,ADP,5,case,ADP,5,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
63,4,différentes,différent,ADJ,5,amod,DET,5,det,0.8919075491630395,0.49413526611147446,NUM,True,True,92,1,0,1,4.532599493153256
63,5,nationalités,nationalité,NOUN,2,nmod,NOUN,2,nmod,1.0,0.0,,True,True,11,0,0,0,2.4849066497880004
63,6,(,(,PUNCT,7,punct,PUNCT,7,punct,,,,True,False,2211,0,0,0,7.701652362642226
63,7,Italiens,italien,NOUN,2,appos,ADJ,2,appos,,,,True,False,9,1,0,0,2.302585092994046
63,8,",",",",PUNCT,9,punct,PUNCT,9,punct,,,,True,False,16599,0,0,0,9.717157974344635
63,9,Espagnols,espagnol,NOUN,7,conj,ADJ,7,conj,,,,True,False,9,1,0,0,2.302585092994046
63,10,",",",",PUNCT,11,punct,PUNCT,11,punct,,,,True,False,16599,0,0,0,9.717157974344635
63,11,Britanniques,britannique,NOUN,7,conj,NOUN,7,conj,,,,True,False,8,0,0,0,2.1972245773362196
63,12,",",",",PUNCT,13,punct,PUNCT,13,punct,,,,True,False,16599,0,0,0,9.717157974344635
63,13,Allemands,allemand,NOUN,7,conj,NOUN,7,conj,0.12172926454153346,0.5343112399825797,PROPN,True,True,30,0,0,0,3.4339872044851463
63,14,",",",",PUNCT,15,punct,PUNCT,15,punct,,,,True,False,16599,0,0,0,9.717157974344635
63,15,Argentins,argentin,NOUN,7,conj,NOUN,7,conj,,,,True,False,2,0,0,0,1.0986122886681098
63,16,",",",",PUNCT,17,punct,PUNCT,17,punct,,,,True,False,16599,0,0,0,9.717157974344635
63,17,Norvégiens,norvégien,NOUN,7,conj,NOUN,7,conj,,,,True,False,1,0,0,0,0.6931471805599453
63,18,",",",",PUNCT,19,punct,PUNCT,19,punct,,,,True,False,16599,0,0,0,9.717157974344635
63,19,Cubains,cubain,NOUN,7,conj,NOUN,7,conj,,,,False,False,0,0,0,0,0.0
63,20,",",",",PUNCT,21,punct,PUNCT,21,punct,,,,True,False,16599,0,0,0,9.717157974344635
63,21,Sud-Africains,sud-africains,NOUN,7,conj,NOUN,7,conj,,,,False,False,0,0,0,0,0.0
63,22,",",",",PUNCT,23,punct,PUNCT,23,punct,,,,True,False,16599,0,0,0,9.717157974344635
63,23,Vénézuéliens,vénézuélien,NOUN,7,conj,NOUN,7,conj,,,,False,False,0,0,0,0,0.0
63,24,",",",",PUNCT,25,punct,PUNCT,25,punct,,,,True,False,16599,0,0,0,9.717157974344635
63,25,etc,etc,ADV,7,conj,NOUN,7,conj,,,,True,False,2,1,0,0,1.0986122886681098
63,26,.,.,PUNCT,25,punct,PUNCT,7,punct,,,,True,False,13366,0,1,1,9.500544261971474
63,27,),),PUNCT,7,punct,PUNCT,7,punct,,,,True,False,2204,0,0,0,7.6984827878809465
64,1,C',ce,PRON,4,expl,PRON,4,expl,0.959635480454852,0.243961008701331,ADV,True,True,855,0,0,0,6.752270376141742
64,2,est,être,AUX,4,cop,AUX,4,cop,0.4687470215317024,1.7986756264740116,SCONJ,True,True,8404,0,0,0,9.036582045842716
64,3,à,à,ADP,4,case,ADP,4,case,1.0,0.0,,True,True,9366,0,0,0,9.14494815320913
64,4,Dakhla,Dakhla,PROPN,0,root,PROPN,0,root,,,,False,False,0,0,0,0,0.0
64,5,",",",",PUNCT,17,punct,PUNCT,17,punct,,,,True,False,16599,0,0,0,9.717157974344635
64,6,où,où,PRON,17,obl,PRON,17,obl,0.0947775400927949,1.2584185696703833,SCONJ,True,True,365,0,0,0,5.902633333401366
64,7,ceux,celui,PRON,17,nsubj,PRON,17,nsubj,0.5172312419604586,1.7291498109731305,NOUN,True,True,278,0,0,0,5.631211781821365
64,8,qui,qui,PRON,9,nsubj,PRON,9,nsubj,0.8171669946022245,0.8424411100711472,CCONJ,True,True,1916,0,0,0,7.558516743045645
64,9,font,faire,VERB,7,acl,VERB,7,acl,1.0,0.0,,True,True,655,0,0,0,6.486160788944089
64,10,office,office,NOUN,9,obj,NOUN,9,obj,1.0,0.0,,True,True,16,0,0,0,2.833213344056216
64,11,de,de,ADP,13,case,ADP,13,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
64,12,«,«,PUNCT,13,punct,PUNCT,13,punct,,,,True,False,866,0,0,0,6.7650389767805414
64,13,colons,colon,NOUN,9,obl,NOUN,10,obl,,,,True,False,8,0,1,1,2.1972245773362196
64,14,»,»,PUNCT,13,punct,PUNCT,13,punct,,,,True,False,814,0,0,0,6.703188113240863
64,15,se,soi,PRON,17,expl,PRON,17,expl,0.8260631963800735,0.8193543183609986,CCONJ,True,True,2063,0,0,0,7.6324011266014535
64,16,sont,être,AUX,17,aux,AUX,17,aux,0.4687470215317024,1.7986756264740116,SCONJ,True,True,8404,0,0,0,9.036582045842716
64,17,permis,permettre,VERB,4,acl,VERB,4,advcl,1.0,0.0,,True,True,245,0,0,1,5.5053315359323625
64,18,de,de,ADP,20,mark,ADP,20,mark,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
64,19,les,eux,PRON,20,obj,PRON,20,obj,0.9444374542892673,0.30957200047813255,ADV,True,True,467,0,0,0,6.148468295917647
64,20,traiter,traiter,VERB,17,xcomp,VERB,17,xcomp,1.0,0.0,,True,True,24,0,0,0,3.2188758248682006
64,21,en,en,ADP,25,case,ADP,25,case,0.21695278762461512,1.4815638486393006,DET,True,True,5233,0,0,0,8.562931083090092
64,22,tant,tant,ADV,21,fixed,ADV,21,fixed,0.0734316143125899,2.0459672475873987,CCONJ,True,True,100,0,0,0,4.61512051684126
64,23,qu',que,SCONJ,21,fixed,SCONJ,21,fixed,0.6915510664276248,1.397369454710615,CCONJ,True,True,1979,0,0,0,7.590852123688581
64,24,«,«,PUNCT,25,punct,PUNCT,25,punct,,,,True,False,866,0,0,0,6.7650389767805414
64,25,indigènes,indigène,NOUN,20,obl,NOUN,20,obl,,,,True,False,2,0,0,0,1.0986122886681098
64,26,»,»,PUNCT,25,punct,PUNCT,25,punct,,,,True,False,814,0,0,0,6.703188113240863
64,27,",",",",PUNCT,30,punct,PUNCT,30,punct,,,,True,False,16599,0,0,0,9.717157974344635
64,28,en,en,ADP,30,mark,ADP,30,mark,0.21695278762461512,1.4815638486393006,DET,True,True,5233,0,0,0,8.562931083090092
64,29,les,eux,PRON,30,obj,PRON,30,obj,0.9444374542892673,0.30957200047813255,ADV,True,True,467,0,0,0,6.148468295917647
64,30,agressant,agresser,VERB,17,advcl,VERB,20,advcl,,,,True,False,4,0,1,1,1.6094379124341003
64,31,à,à,ADP,30,advmod,ADP,32,case,1.0,0.0,,True,True,9366,0,1,1,9.14494815320913
64,32,propos,propos,NOUN,31,fixed,NOUN,30,obl,1.0,0.0,,True,True,20,0,1,1,3.044522437723423
64,33,d',de,ADP,35,case,ADP,35,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
64,34,un,un,DET,35,det,DET,35,det,0.7741737557418163,1.1225809040946326,ADP,True,True,8933,0,0,0,9.097619501912064
64,35,match,match,NOUN,31,obl,NOUN,32,nmod,1.0,0.0,,True,True,133,0,1,1,4.897839799950911
64,36,de,de,ADP,37,case,ADP,37,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
64,37,football,football,NOUN,35,nmod,NOUN,35,nmod,0.059126701468425816,0.6820154164372064,PROPN,True,True,57,0,0,0,4.060443010546419
64,38,maroco-sahraoui,maroco-sahraoui,ADJ,35,amod,ADJ,37,amod,,,,False,False,0,0,1,1,0.0
64,39,",",",",PUNCT,44,punct,PUNCT,44,punct,,,,True,False,16599,0,0,0,9.717157974344635
64,40,que,que,SCONJ,44,mark,SCONJ,44,mark,0.6915510664276248,1.397369454710615,CCONJ,True,True,1979,0,0,0,7.590852123688581
64,41,des,un,DET,42,det,DET,42,det,0.7741737557418163,1.1225809040946326,ADP,True,True,8933,0,0,0,9.097619501912064
64,42,affrontements,affrontement,NOUN,44,nsubj,NOUN,44,nsubj,,,,True,False,9,0,0,0,2.302585092994046
64,43,ont,avoir,AUX,44,aux,AUX,44,aux,0.7537049139623345,0.8053529913575782,ADV,True,True,2935,0,0,0,7.984803389734406
64,44,eu,avoir,VERB,4,advcl,VERB,30,conj,1.0,0.0,,True,True,784,0,1,1,6.665683717782408
64,45,lieu,lieu,NOUN,44,obj,NOUN,44,obj,1.0,0.0,,True,True,179,0,0,0,5.19295685089021
64,46,.,.,PUNCT,4,punct,PUNCT,4,punct,,,,True,False,13366,0,0,0,9.500544261971474
65,1,Ont,avoir,AUX,3,aux,AUX,3,aux,0.7537049139623345,0.8053529913575782,ADV,True,True,2935,0,0,0,7.984803389734406
65,2,également,également,ADV,3,advmod,ADV,3,advmod,1.0,0.0,,True,True,282,0,0,0,5.645446897643238
65,3,assisté,assister,VERB,0,root,VERB,0,root,1.0,0.0,,True,True,26,0,0,0,3.295836866004329
65,4,à,à,ADP,6,case,ADP,6,case,1.0,0.0,,True,True,9366,0,0,0,9.14494815320913
65,5,cette,ce,DET,6,det,DET,6,det,0.8764141494570885,0.6891209831462356,ADP,True,True,1960,0,0,0,7.581209826196346
65,6,occasion,occasion,NOUN,3,obl,NOUN,3,obl,1.0,0.0,,True,True,55,0,0,0,4.02535169073515
65,7,",",",",PUNCT,9,punct,PUNCT,9,punct,,,,True,False,16599,0,0,0,9.717157974344635
65,8,des,un,DET,9,det,DET,9,det,0.7741737557418163,1.1225809040946326,ADP,True,True,8933,0,0,0,9.097619501912064
65,9,représentants,représentant,NOUN,3,nsubj,NOUN,3,obj,1.0,0.0,,True,True,29,0,0,1,3.4011973816621555
65,10,de,de,ADP,12,case,ADP,12,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
65,11,le,le,DET,12,det,DET,12,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
65,12,corps,corps,NOUN,9,nmod,NOUN,9,nmod,1.0,0.0,,True,True,70,0,0,0,4.2626798770413155
65,13,diplomatique,diplomatique,ADJ,12,amod,ADJ,12,amod,1.0,0.0,,True,True,14,0,0,0,2.70805020110221
65,14,accrédité,accréditer,VERB,12,acl,VERB,9,acl,,,,True,False,1,0,1,1,0.6931471805599453
65,15,en,en,ADP,16,case,ADP,16,case,0.21695278762461512,1.4815638486393006,DET,True,True,5233,0,0,0,8.562931083090092
65,16,Algérie,Algérie,PROPN,14,obl,PROPN,14,obl,0.9728335403291772,0.17997639082535727,NOUN,True,True,41,0,0,0,3.7376696182833684
65,17,",",",",PUNCT,20,punct,PUNCT,20,punct,,,,True,False,16599,0,0,0,9.717157974344635
65,18,notamment,notamment,ADV,20,advmod,ADV,20,advmod,0.40015985283632743,1.4989950066247564,SCONJ,True,True,166,0,0,0,5.117993812416755
65,19,d',de,ADP,20,case,ADP,20,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
65,20,Afrique,Afrique,PROPN,12,nmod,PROPN,9,nmod,0.31683746610707475,0.9009091058654913,NOUN,True,True,47,0,1,1,3.871201010907891
65,21,de,de,ADP,23,case,ADP,23,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
65,22,le,le,DET,23,det,DET,23,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
65,23,sud,sud,NOUN,20,nmod,NOUN,20,nmod,0.17358763500066585,0.6658463313902898,PROPN,True,True,139,0,0,0,4.941642422609304
65,24,",",",",PUNCT,26,punct,PUNCT,26,punct,,,,True,False,16599,0,0,0,9.717157974344635
65,25,de,de,ADP,26,case,ADP,26,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
65,26,Cuba,Cuba,PROPN,20,conj,PROPN,20,conj,,,,True,False,5,0,0,0,1.791759469228055
65,27,",",",",PUNCT,30,punct,PUNCT,30,punct,,,,True,False,16599,0,0,0,9.717157974344635
65,28,de,de,ADP,30,case,ADP,30,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
65,29,le,le,DET,30,det,DET,30,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
65,30,Venezuela,Venezuela,PROPN,20,conj,PROPN,20,conj,0.8313792712952335,0.6545398434011982,NOUN,True,True,11,0,0,0,2.4849066497880004
65,31,",",",",PUNCT,33,punct,PUNCT,33,punct,,,,True,False,16599,0,0,0,9.717157974344635
65,32,d',de,ADP,33,case,ADP,33,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
65,33,Angola,Angola,PROPN,20,conj,PROPN,20,conj,,,,True,False,3,0,0,0,1.3862943611198906
65,34,et,et,CCONJ,37,cc,CCONJ,37,cc,0.25644065667983523,1.7170903132548632,SCONJ,True,True,7215,0,0,0,8.88405606174246
65,35,de,de,ADP,37,case,ADP,37,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
65,36,le,le,DET,37,det,DET,37,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
65,37,Congo,Congo,PROPN,20,conj,PROPN,20,conj,,,,True,False,9,0,0,0,2.302585092994046
65,38,.,.,PUNCT,3,punct,PUNCT,3,punct,,,,True,False,13366,0,0,0,9.500544261971474
66,1,Attention,attention,NOUN,0,root,INTJ,10,discourse,1.0,0.0,,True,True,15,1,1,1,2.772588722239781
66,2,:,:,PUNCT,10,punct,PUNCT,1,punct,,,,True,False,739,0,1,1,6.606650186198215
66,3,même,même,ADV,5,advmod,ADV,5,advmod,0.18926026316764635,1.4827926229322652,SCONJ,True,True,205,0,0,0,5.327876168789581
66,4,la,le,DET,5,det,DET,5,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
66,5,conversion,conversion,NOUN,10,nsubj,NOUN,10,nsubj,1.0,0.0,,True,True,11,0,0,0,2.4849066497880004
66,6,n',ne,ADV,10,advmod,ADV,10,advmod,0.03110691420199771,0.7244015123648279,PRON,True,True,1435,0,0,0,7.269616749608169
66,7,est,être,AUX,10,cop,AUX,10,cop,0.4687470215317024,1.7986756264740116,SCONJ,True,True,8404,0,0,0,9.036582045842716
66,8,pas,pas,ADV,10,advmod,ADV,10,advmod,1.0,0.0,,True,True,893,0,0,0,6.795705775173514
66,9,un,un,DET,10,det,DET,10,det,0.7741737557418163,1.1225809040946326,ADP,True,True,8933,0,0,0,9.097619501912064
66,10,changement,changement,NOUN,1,parataxis,NOUN,0,root,1.0,0.0,,True,True,37,0,1,1,3.6375861597263857
66,11,total,total,ADJ,10,amod,ADJ,10,amod,1.0,0.0,,True,True,29,0,0,0,3.4011973816621555
66,12,",",",",PUNCT,16,punct,PUNCT,16,punct,,,,True,False,16599,0,0,0,9.717157974344635
66,13,encore,encore,ADV,14,advmod,ADV,14,advmod,1.0,0.0,,True,True,184,0,0,0,5.220355825078324
66,14,moins,moins,ADV,16,advmod,ADV,16,advmod,1.0,0.0,,True,True,149,0,0,0,5.0106352940962555
66,15,un,un,DET,16,det,DET,16,det,0.7741737557418163,1.1225809040946326,ADP,True,True,8933,0,0,0,9.097619501912064
66,16,reniement,reniement,NOUN,10,conj,NOUN,10,conj,,,,False,False,0,0,0,0,0.0
66,17,de,de,ADP,18,case,ADP,18,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
66,18,ce,ce,PRON,16,nmod,PRON,16,nmod,0.959635480454852,0.243961008701331,ADV,True,True,855,0,0,0,6.752270376141742
66,19,que,que,PRON,18,acl,PRON,18,acl,0.11611059889321292,1.238361633076011,SCONJ,True,True,430,0,0,0,6.066108090103747
66,20,nous,nous,PRON,19,nsubj,PRON,19,nsubj,0.8226072026071004,0.8287662668321807,CCONJ,True,True,328,0,0,0,5.796057750765372
66,21,avons,avoir,AUX,19,aux,AUX,19,aux,0.7537049139623345,0.8053529913575782,ADV,True,True,2935,0,0,0,7.984803389734406
66,22,été,être,AUX,19,cop,AUX,19,cop,0.4687470215317024,1.7986756264740116,SCONJ,True,True,8404,0,0,0,9.036582045842716
66,23,.,.,PUNCT,1,punct,PUNCT,10,punct,,,,True,False,13366,0,1,1,9.500544261971474
67,1,Et,et,CCONJ,7,cc,CCONJ,7,cc,0.25644065667983523,1.7170903132548632,SCONJ,True,True,7215,0,0,0,8.88405606174246
67,2,cet,ce,DET,3,det,DET,3,det,0.8764141494570885,0.6891209831462356,ADP,True,True,1960,0,0,0,7.581209826196346
67,3,homme,homme,NOUN,7,nsubj,NOUN,7,nsubj,1.0,0.0,,True,True,213,0,0,0,5.365976015021851
67,4,d',de,ADP,5,case,ADP,5,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
67,5,affaires,affaire,NOUN,3,nmod,NOUN,3,nmod,1.0,0.0,,True,True,106,0,0,0,4.672828834461906
67,6,particulier,particulier,ADJ,3,amod,ADJ,3,amod,1.0,0.0,,True,True,43,0,0,0,3.784189633918261
67,7,est,être,VERB,0,root,AUX,0,root,1.0,0.0,,True,True,139,1,0,0,4.941642422609304
67,8,partout,partout,ADV,7,obl,ADV,7,advmod,0.7227576734052779,0.9043824765467108,PRON,True,True,15,0,0,1,2.772588722239781
67,9,",",",",PUNCT,11,punct,PUNCT,11,punct,,,,True,False,16599,0,0,0,9.717157974344635
67,10,il,lui,PRON,11,nsubj,PRON,11,nsubj,0.7173975220804439,1.0427392110337699,CCONJ,True,True,5436,0,0,0,8.600982717145921
67,11,contrôle,contrôler,VERB,7,conj,VERB,7,conj,1.0,0.0,,True,True,28,0,0,0,3.367295829986474
67,12,la,le,DET,15,det,DET,15,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
67,13,plus,plus,ADV,14,advmod,ADV,14,advmod,0.7196677710684014,0.8559031009192263,CCONJ,True,True,1173,0,0,0,7.068172000388042
67,14,grande,grand,ADJ,15,amod,ADJ,15,amod,1.0,0.0,,True,True,401,0,0,0,5.996452088619021
67,15,banque,banque,NOUN,11,obj,NOUN,11,obj,1.0,0.0,,True,True,29,0,0,0,3.4011973816621555
67,16,de,de,ADP,18,case,ADP,18,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
67,17,le,le,DET,18,det,DET,18,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
67,18,pays,pays,NOUN,15,nmod,NOUN,15,nmod,1.0,0.0,,True,True,251,0,0,0,5.529429087511423
67,19,",",",",PUNCT,21,punct,PUNCT,21,punct,,,,True,False,16599,0,0,0,9.717157974344635
67,20,il,lui,PRON,21,nsubj,PRON,21,nsubj,0.7173975220804439,1.0427392110337699,CCONJ,True,True,5436,0,0,0,8.600982717145921
67,21,contrôle,contrôler,VERB,7,conj,VERB,11,conj,1.0,0.0,,True,True,28,0,1,1,3.367295829986474
67,22,l',le,DET,23,det,DET,23,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
67,23,un,un,PRON,21,obj,PRON,21,obj,0.0,0.0,NOUN,True,True,288,0,0,0,5.666426688112432
67,24,de,de,ADP,27,case,ADP,27,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
67,25,les,le,DET,27,det,DET,27,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
67,26,trois,trois,NUM,27,nummod,NUM,27,nummod,0.21329117169768608,0.7477267753799202,DET,True,True,206,0,0,0,5.332718793265369
67,27,opérateurs,opérateur,NOUN,23,nmod,NOUN,23,nmod,1.0,0.0,,True,True,13,0,0,0,2.6390573296152584
67,28,télécoms,télécoms,NOUN,27,nmod,ADJ,27,amod,,,,False,False,0,1,0,1,0.0
67,29,",",",",PUNCT,32,punct,PUNCT,32,punct,,,,True,False,16599,0,0,0,9.717157974344635
67,30,il,lui,PRON,32,nsubj,PRON,32,nsubj,0.7173975220804439,1.0427392110337699,CCONJ,True,True,5436,0,0,0,8.600982717145921
67,31,est,être,AUX,32,cop,AUX,32,cop,0.4687470215317024,1.7986756264740116,SCONJ,True,True,8404,0,0,0,9.036582045842716
67,32,actif,actif,ADJ,7,conj,ADJ,21,conj,1.0,0.0,,True,True,28,0,1,1,3.367295829986474
67,33,dans,dans,ADP,35,case,ADP,35,case,1.0,0.0,,True,True,2779,0,0,0,7.930206206684683
67,34,le,le,DET,35,det,DET,35,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
67,35,business,business,NOUN,32,obl,NOUN,32,obl,,,,True,False,1,0,0,0,0.6931471805599453
67,36,de,de,ADP,38,case,ADP,38,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
67,37,le,le,DET,38,det,DET,38,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
67,38,sucre,sucre,NOUN,35,nmod,NOUN,35,nmod,,,,True,False,5,0,0,0,1.791759469228055
67,39,",",",",PUNCT,42,punct,PUNCT,42,punct,,,,True,False,16599,0,0,0,9.717157974344635
67,40,de,de,ADP,42,case,ADP,42,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
67,41,l',le,DET,42,det,DET,42,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
67,42,énergie,énergie,NOUN,38,conj,NOUN,38,conj,1.0,0.0,,True,True,41,0,0,0,3.7376696182833684
67,43,",",",",PUNCT,45,punct,PUNCT,45,punct,,,,True,False,16599,0,0,0,9.717157974344635
67,44,il,lui,PRON,45,nsubj,PRON,45,nsubj,0.7173975220804439,1.0427392110337699,CCONJ,True,True,5436,0,0,0,8.600982717145921
67,45,contrôle,contrôler,VERB,7,conj,VERB,32,conj,1.0,0.0,,True,True,28,0,1,1,3.367295829986474
67,46,les,le,DET,47,det,DET,47,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
67,47,centrales,centrale,NOUN,45,obj,NOUN,45,obj,1.0,0.0,,True,True,14,0,0,0,2.70805020110221
67,48,laitières,laitier,ADJ,47,amod,ADJ,47,amod,,,,True,False,3,0,0,0,1.3862943611198906
67,49,et,et,CCONJ,52,cc,CCONJ,52,cc,0.25644065667983523,1.7170903132548632,SCONJ,True,True,7215,0,0,0,8.88405606174246
67,50,il,lui,PRON,52,nsubj,PRON,52,nsubj,0.7173975220804439,1.0427392110337699,CCONJ,True,True,5436,0,0,0,8.600982717145921
67,51,est,être,AUX,52,aux,AUX,52,aux,0.4687470215317024,1.7986756264740116,SCONJ,True,True,8404,0,0,0,9.036582045842716
67,52,associé,associer,VERB,7,conj,VERB,45,conj,1.0,0.0,,True,True,38,0,1,1,3.6635616461296463
67,53,à,à,ADP,55,case,ADP,55,case,1.0,0.0,,True,True,9366,0,0,0,9.14494815320913
67,54,le,le,DET,55,det,DET,55,det,0.8207496286735718,0.8327615029897053,ADP,True,True,38293,0,0,0,10.55304850493315
67,55,groupe,groupe,NOUN,52,obl,NOUN,52,obl,1.0,0.0,,True,True,247,0,0,0,5.5134287461649825
67,56,Danone,Danone,PROPN,55,appos,PROPN,55,appos,,,,False,False,0,0,0,0,0.0
67,57,.,.,PUNCT,7,punct,PUNCT,7,punct,,,,True,False,13366,0,0,0,9.500544261971474
68,1,Vous,vous,PRON,3,nsubj,PRON,3,nsubj,0.9418283110194323,0.32014404178062034,ADV,True,True,252,0,0,0,5.53338948872752
68,2,m',moi,PRON,3,obj,PRON,3,obj,0.7120466284894749,1.0523675190710984,CCONJ,True,True,621,0,0,0,6.432940092739179
68,3,accusez,accuser,VERB,0,root,VERB,0,root,1.0,0.0,,True,True,30,0,0,0,3.4339872044851463
68,4,de,de,ADP,6,case,ADP,6,case,0.7886818615006483,0.7439947701431047,CCONJ,True,True,27784,0,0,0,10.232251585714021
68,5,"""","""",PUNCT,6,punct,PUNCT,6,punct,,,,True,False,819,0,0,0,6.709304340258298
68,6,subjectivisme,subjectivisme,NOUN,3,obl,NOUN,3,obl,,,,False,False,0,0,0,0,0.0
68,7,"""","""",PUNCT,6,punct,PUNCT,6,punct,,,,True,False,819,0,0,0,6.709304340258298
68,8,.,.,PUNCT,3,punct,PUNCT,3,punct,,,,True,False,13366,0,0,0,9.500544261971474
69,1,De,un,DET,3,det,DET,3,det,0.7741737557418163,1.1225809040946326,ADP,True,True,8933,0,0,0,9.097619501912064
69,2,nombreux,nombreux,ADJ,3,amod,ADJ,3,amod,0.2268184753433239,0.7724238287751712,NUM,True,True,183,0,0,0,5.214935757608986
69,3,Marocains,Marocains,PROPN,5,nsubj,NOUN,5,nsubj,,,,False,False,0,1,0,0,0.0
69,4,le,lui,PRON,5,obj,PRON,5,obj,0.7173975220804439,1.0427392110337699,CCONJ,True,True,5436,0,0,0,8.600982717145921
69,5,pensent,penser,VERB,0,root,VERB,0,root,1.0,0.0,,True,True,57,0,0,0,4.060443010546419
69,6,en,en,ADP,8,mark,ADP,8,mark,0.21695278762461512,1.4815638486393006,DET,True,True,5233,0,0,0,8.562931083090092
69,7,n',ne,ADV,8,advmod,ADV,8,advmod,0.03110691420199771,0.7244015123648279,PRON,True,True,1435,0,0,0,7.269616749608169
69,8,hésitant,hésiter,VERB,5,advcl,VERB,5,advcl,0.6788384772980243,0.9056401009552704,ADJ,True,True,18,0,0,0,2.9444389791664403
