lemma,form,gold_upos,pred_upos,purity,entropy,rival,distribution,in_train,train_freq,pos_err,log_freq
の,の,SCONJ,SCONJ,0.24980367819416166,1.5211548881987613,PART,"PART: 0.48, AUX: 0.27, SCONJ: 0.25",True,729,0,6.593044534142437
か,か,PART,PART,0.43926766608103346,1.522554086332838,SCONJ,"PART: 0.44, SCONJ: 0.35, AUX: 0.21",True,202,0,5.313205979041787
は,は,ADP,ADP,1.0,0.0,,ADP: 1.00,True,4834,0,8.483636407887394
分かる,わから,VERB,VERB,0.6972284788150112,0.8846524465941034,ADJ,"VERB: 0.70, ADJ: 0.30",True,55,0,4.02535169073515
ない,ない,AUX,AUX,0.42390143579847034,1.5449297416043446,PART,"AUX: 0.42, PART: 0.34, SCONJ: 0.23",True,535,0,6.284134161070802
が,が,SCONJ,SCONJ,0.30985097947927953,1.5342249506134624,PART,"PART: 0.45, SCONJ: 0.31, AUX: 0.24",True,657,0,6.489204931325317
",",",",PUNCT,PUNCT,,,,,True,1110,0,7.01301578963963
広,広,NOUN,NOUN,,,,,True,6,0,1.9459101490553132
範囲,範囲,NOUN,NOUN,,,,,True,9,0,2.302585092994046
に,に,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5614,0,8.633196867172543
渡る,亘っ,VERB,VERB,0.5637009428332598,0.9882597539373134,SCONJ,"VERB: 0.56, SCONJ: 0.44",True,29,0,3.4011973816621555
て,て,SCONJ,SCONJ,0.27906208378015457,1.569972645797504,PART,"PART: 0.40, AUX: 0.32, SCONJ: 0.28",True,4514,0,8.415160465851086
本,本,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,58,0,4.07753744390572
を,を,ADP,ADP,1.0,0.0,,ADP: 1.00,True,4658,0,8.446556111816797
読む,読ん,VERB,VERB,1.0,0.0,,VERB: 1.00,True,12,0,2.5649493574615367
て,で,SCONJ,SCONJ,0.27906208378015457,1.569972645797504,PART,"PART: 0.40, AUX: 0.32, SCONJ: 0.28",True,4514,0,8.415160465851086
居る,い,VERB,VERB,0.04122878863232381,1.049933790210585,SCONJ,"SCONJ: 0.70, AUX: 0.26",True,2059,0,7.630461261783627
て,て,SCONJ,SCONJ,0.27906208378015457,1.569972645797504,PART,"PART: 0.40, AUX: 0.32, SCONJ: 0.28",True,4514,0,8.415160465851086
勉強,勉強,VERB,VERB,,,,,True,3,0,1.3862943611198906
為る,し,AUX,AUX,0.4782550981099619,1.481890763677283,PART,"AUX: 0.48, PART: 0.34, SCONJ: 0.18",True,4502,0,8.412499120301572
て,て,SCONJ,SCONJ,0.27906208378015457,1.569972645797504,PART,"PART: 0.40, AUX: 0.32, SCONJ: 0.28",True,4514,0,8.415160465851086
居る,いる,VERB,VERB,0.04122878863232381,1.049933790210585,SCONJ,"SCONJ: 0.70, AUX: 0.26",True,2059,0,7.630461261783627
事,こと,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,818,0,6.70808408385307
は,は,ADP,ADP,1.0,0.0,,ADP: 1.00,True,4834,0,8.483636407887394
分かる,わかっ,VERB,VERB,0.6972284788150112,0.8846524465941034,ADJ,"VERB: 0.70, ADJ: 0.30",True,55,0,4.02535169073515
た,た,AUX,AUX,0.2916937633559493,1.5744111408725157,PART,"PART: 0.39, SCONJ: 0.32, AUX: 0.29",True,4624,0,8.439231649946526
。,。,PUNCT,PUNCT,,,,,True,6853,0,8.832587702434553
文殊,文殊,PROPN,PROPN,,,,,True,1,0,0.6931471805599453
菩薩,菩薩,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
私,私,PRON,PRON,0.9349288000211482,0.4111342242427718,ADV,PRON: 0.93,True,77,0,4.356708826689592
が,が,ADP,ADP,1.0,0.0,,ADP: 1.00,True,3556,0,8.176672771948455
幸福,幸福,ADJ,ADJ,,,,,False,0,0,0.0
だ,に,AUX,AUX,0.13576149999360715,0.9336833803340612,ADP,"ADP: 0.79, AUX: 0.14, SCONJ: 0.07",True,3424,0,8.138856750696325
成る,なっ,VERB,VERB,1.0,0.0,,VERB: 1.00,True,811,0,6.699500340161678
て,て,SCONJ,SCONJ,0.27906208378015457,1.569972645797504,PART,"PART: 0.40, AUX: 0.32, SCONJ: 0.28",True,4514,0,8.415160465851086
居る,い,VERB,VERB,0.04122878863232381,1.049933790210585,SCONJ,"SCONJ: 0.70, AUX: 0.26",True,2059,0,7.630461261783627
ない,ない,AUX,AUX,0.42390143579847034,1.5449297416043446,PART,"AUX: 0.42, PART: 0.34, SCONJ: 0.23",True,535,0,6.284134161070802
以上,以上,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,50,0,3.9318256327243257
",",",",PUNCT,PUNCT,,,,,True,1110,0,7.01301578963963
世界,世界,NOUN,NOUN,0.17151773636262146,0.6611649683182531,PROPN,"PROPN: 0.83, NOUN: 0.17",True,80,0,4.394449154672439
伝道,伝道,NOUN,NOUN,,,,,True,2,0,1.0986122886681098
など,など,ADP,ADP,1.0,0.0,,ADP: 1.00,True,408,0,6.013715156042802
は,は,ADP,ADP,1.0,0.0,,ADP: 1.00,True,4834,0,8.483636407887394
有る,あり,VERB,VERB,0.3095292225196191,1.5706748202623675,ADJ,"ADJ: 0.46, VERB: 0.31, AUX: 0.22",True,1424,0,7.261927092702751
得る,え,VERB,VERB,1.0,0.0,,VERB: 1.00,True,53,0,3.9889840465642745
ない,ない,AUX,AUX,0.42390143579847034,1.5449297416043446,PART,"AUX: 0.42, PART: 0.34, SCONJ: 0.23",True,535,0,6.284134161070802
!,!,PUNCT,PUNCT,,,,,True,125,0,4.836281906951478
暫く,しばらく,ADV,ADV,,,,,True,10,0,2.3978952727983707
の,の,ADP,ADP,0.9045274069531298,0.4544775110712305,PART,"ADP: 0.90, PART: 0.10",True,7749,0,8.955448122347393
完全,完全,ADJ,ADJ,0.7868914101247532,0.8899812610942573,ADV,"ADJ: 0.79, ADV: 0.18",True,28,0,3.367295829986474
休養,休養,NOUN,NOUN,,,,,True,2,0,1.0986122886681098
と,と,ADP,ADP,1.0,0.0,,ADP: 1.00,True,3323,0,8.10892415597534
リハビリ,リハビリ,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
が,が,ADP,ADP,1.0,0.0,,ADP: 1.00,True,3556,0,8.176672771948455
必要,必要,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,36,0,3.6109179126442243
と,と,ADP,ADP,1.0,0.0,,ADP: 1.00,True,3323,0,8.10892415597534
の,の,ADP,ADP,0.9045274069531298,0.4544775110712305,PART,"ADP: 0.90, PART: 0.10",True,7749,0,8.955448122347393
事,こと,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,818,0,6.70808408385307
です,でし,AUX,AUX,0.12054152972911368,1.7737794591165292,ADP,"ADP: 0.50, SCONJ: 0.19, PART: 0.19, AUX: 0.12",True,698,0,6.54965074223381
た,た,AUX,AUX,0.2916937633559493,1.5744111408725157,PART,"PART: 0.39, SCONJ: 0.32, AUX: 0.29",True,4624,0,8.439231649946526
。,。,PUNCT,PUNCT,,,,,True,6853,0,8.832587702434553
今,いま,NOUN,NOUN,0.020456141526441908,0.1439940437337579,PRON,PRON: 0.98,True,32,0,3.4965075614664802
の,の,ADP,ADP,0.9045274069531298,0.4544775110712305,PART,"ADP: 0.90, PART: 0.10",True,7749,0,8.955448122347393
所,ところ,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,115,0,4.7535901911063645
",",",",PUNCT,PUNCT,,,,,True,1110,0,7.01301578963963
訴訟,訴訟,NOUN,NOUN,,,,,True,9,0,2.302585092994046
沙汰,沙汰,NOUN,NOUN,,,,,True,2,0,1.0986122886681098
に,に,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5614,0,8.633196867172543
成る,なっ,VERB,VERB,1.0,0.0,,VERB: 1.00,True,811,0,6.699500340161678
た,た,AUX,AUX,0.2916937633559493,1.5744111408725157,PART,"PART: 0.39, SCONJ: 0.32, AUX: 0.29",True,4624,0,8.439231649946526
と,と,ADP,ADP,1.0,0.0,,ADP: 1.00,True,3323,0,8.10892415597534
か,か,PART,PART,0.43926766608103346,1.522554086332838,SCONJ,"PART: 0.44, SCONJ: 0.35, AUX: 0.21",True,202,0,5.313205979041787
",",",",PUNCT,PUNCT,,,,,True,1110,0,7.01301578963963
米,米,NOUN,NOUN,0.08058368951277271,1.1690962923727914,PROPN,"PROPN: 0.68, NUM: 0.24, NOUN: 0.08",True,18,0,2.9444389791664403
・,・,SYM,SYM,0.7016396285922266,1.3484074038684846,CCONJ,"SYM: 0.70, CCONJ: 0.15, NUM: 0.11",True,857,0,6.754604099487962
中,中,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,218,0,5.389071729816501
・,・,SYM,SYM,0.7016396285922266,1.3484074038684846,CCONJ,"SYM: 0.70, CCONJ: 0.15, NUM: 0.11",True,857,0,6.754604099487962
朝,朝,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,21,0,3.091042453358316
の,の,ADP,ADP,0.9045274069531298,0.4544775110712305,PART,"ADP: 0.90, PART: 0.10",True,7749,0,8.955448122347393
軍,軍,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,62,0,4.143134726391533
が,が,ADP,ADP,1.0,0.0,,ADP: 1.00,True,3556,0,8.176672771948455
幸福,幸福,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,42,0,3.7612001156935624
の,の,ADP,ADP,0.9045274069531298,0.4544775110712305,PART,"ADP: 0.90, PART: 0.10",True,7749,0,8.955448122347393
科学,科学,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,49,0,3.912023005428146
を,を,ADP,ADP,1.0,0.0,,ADP: 1.00,True,4658,0,8.446556111816797
襲撃,襲撃,VERB,VERB,,,,,True,1,0,0.6931471805599453
為る,し,AUX,AUX,0.4782550981099619,1.481890763677283,PART,"AUX: 0.48, PART: 0.34, SCONJ: 0.18",True,4502,0,8.412499120301572
た,た,AUX,AUX,0.2916937633559493,1.5744111408725157,PART,"PART: 0.39, SCONJ: 0.32, AUX: 0.29",True,4624,0,8.439231649946526
と,と,ADP,ADP,1.0,0.0,,ADP: 1.00,True,3323,0,8.10892415597534
言う,いっ,VERB,VERB,0.562111499782049,1.0451242940199876,SCONJ,"VERB: 0.56, SCONJ: 0.43",True,561,0,6.331501849893691
た,た,AUX,AUX,0.2916937633559493,1.5744111408725157,PART,"PART: 0.39, SCONJ: 0.32, AUX: 0.29",True,4624,0,8.439231649946526
話,話,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,46,0,3.8501476017100584
は,は,ADP,ADP,1.0,0.0,,ADP: 1.00,True,4834,0,8.483636407887394
聞く,聞き,VERB,VERB,1.0,0.0,,VERB: 1.00,True,47,0,3.871201010907891
ます,ませ,AUX,AUX,0.5195157631386277,1.3954929655783166,PART,"AUX: 0.52, PART: 0.36, SCONJ: 0.12",True,1063,0,6.96979066990159
ず,ん,AUX,AUX,0.2878387195680149,1.5733584556220663,PART,"PART: 0.39, SCONJ: 0.32, AUX: 0.29",True,272,0,5.60947179518496
。,。,PUNCT,PUNCT,,,,,True,6853,0,8.832587702434553
バウムクーヘン,バームクーヘン,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
だ,で,AUX,ADP,0.13576149999360715,0.9336833803340612,ADP,"ADP: 0.79, AUX: 0.14, SCONJ: 0.07",True,3424,1,8.138856750696325
も,も,ADP,ADP,1.0,0.0,,ADP: 1.00,True,1558,0,7.351799869057777
周り,周り,NOUN,NOUN,,,,,True,10,0,2.3978952727983707
に,に,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5614,0,8.633196867172543
御,お,NOUN,NOUN,0.0888496520953362,1.83291280984955,NUM,"NUM: 0.39, ADJ: 0.32, PROPN: 0.20, NOUN: 0.09",True,365,0,5.902633333401366
砂糖,砂糖,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
が,が,ADP,ADP,1.0,0.0,,ADP: 1.00,True,3556,0,8.176672771948455
たっぷり,たっぷり,ADV,ADV,,,,,True,2,0,1.0986122886681098
付く,付い,VERB,VERB,1.0,0.0,,VERB: 1.00,True,42,0,3.7612001156935624
て,て,SCONJ,SCONJ,0.27906208378015457,1.569972645797504,PART,"PART: 0.40, AUX: 0.32, SCONJ: 0.28",True,4514,0,8.415160465851086
居る,いる,VERB,VERB,0.04122878863232381,1.049933790210585,SCONJ,"SCONJ: 0.70, AUX: 0.26",True,2059,0,7.630461261783627
物,もの,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,249,0,5.521460917862246
。,。,PUNCT,PUNCT,,,,,True,6853,0,8.832587702434553
然し,しかし,CCONJ,CCONJ,0.7541656343476757,0.8149597421681043,ADV,"CCONJ: 0.75, ADV: 0.24",True,115,0,4.7535901911063645
",",",",PUNCT,PUNCT,,,,,True,1110,0,7.01301578963963
心配,心配,NOUN,ADJ,,,,,True,2,1,1.0986122886681098
に,に,ADP,AUX,1.0,0.0,,ADP: 1.00,True,5614,1,8.633196867172543
は,は,ADP,ADP,1.0,0.0,,ADP: 1.00,True,4834,0,8.483636407887394
及ぶ,及ば,VERB,VERB,1.0,0.0,,VERB: 1.00,True,13,0,2.6390573296152584
ない,ない,AUX,AUX,0.42390143579847034,1.5449297416043446,PART,"AUX: 0.42, PART: 0.34, SCONJ: 0.23",True,535,0,6.284134161070802
様,よう,AUX,AUX,0.5761231676645583,1.2353638580300368,PART,"AUX: 0.58, PART: 0.36, SCONJ: 0.06",True,212,0,5.3612921657094255
です,です,AUX,AUX,0.12054152972911368,1.7737794591165292,ADP,"ADP: 0.50, SCONJ: 0.19, PART: 0.19, AUX: 0.12",True,698,0,6.54965074223381
。,。,PUNCT,PUNCT,,,,,True,6853,0,8.832587702434553
一体,いったい,ADV,ADV,,,,,True,4,0,1.6094379124341003
",",",",PUNCT,PUNCT,,,,,True,1110,0,7.01301578963963
“,“,PUNCT,PUNCT,,,,,True,263,0,5.575949103146316
次,次,NOUN,NOUN,0.0785109234466471,0.3969104803753739,PROPN,"PROPN: 0.92, NOUN: 0.08",True,52,0,3.970291913552122
世紀,世紀,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,28,0,3.367295829986474
ファーム,ファーム,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
研究,研究,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,38,0,3.6635616461296463
所,所,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,115,0,4.7535901911063645
”,”,PUNCT,PUNCT,,,,,True,263,0,5.575949103146316
と,と,ADP,ADP,1.0,0.0,,ADP: 1.00,True,3323,0,8.10892415597534
は,は,ADP,ADP,1.0,0.0,,ADP: 1.00,True,4834,0,8.483636407887394
何,何,PRON,PRON,0.9748914375545356,0.16923437939158106,NOUN,PRON: 0.97,True,54,0,4.007333185232471
だ,な,AUX,AUX,0.13576149999360715,0.9336833803340612,ADP,"ADP: 0.79, AUX: 0.14, SCONJ: 0.07",True,3424,0,8.138856750696325
の,の,SCONJ,SCONJ,0.24980367819416166,1.5211548881987613,PART,"PART: 0.48, AUX: 0.27, SCONJ: 0.25",True,729,0,6.593044534142437
か,か,PART,PART,0.43926766608103346,1.522554086332838,SCONJ,"PART: 0.44, SCONJ: 0.35, AUX: 0.21",True,202,0,5.313205979041787
。,。,PUNCT,PUNCT,,,,,True,6853,0,8.832587702434553
其の,その,DET,DET,0.6838305421736699,1.207464914808758,NUM,"DET: 0.68, NUM: 0.22, PROPN: 0.09",True,425,0,6.054439346269371
後,後,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,281,0,5.641907070938114
",",",",PUNCT,PUNCT,,,,,True,1110,0,7.01301578963963
一部,一部,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,41,0,3.7376696182833684
の,の,ADP,ADP,0.9045274069531298,0.4544775110712305,PART,"ADP: 0.90, PART: 0.10",True,7749,0,8.955448122347393
会員,会員,NOUN,NOUN,0.4124500045635442,0.9777690554429703,PROPN,"PROPN: 0.59, NOUN: 0.41",True,11,0,2.4849066497880004
に,に,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5614,0,8.633196867172543
渡す,渡す,VERB,VERB,,,,,True,9,0,2.302585092994046
為,ため,NOUN,NOUN,0.5417277316468807,0.994970100196405,ADV,"NOUN: 0.54, ADV: 0.46",True,258,0,5.556828061699537
の,の,ADP,ADP,0.9045274069531298,0.4544775110712305,PART,"ADP: 0.90, PART: 0.10",True,7749,0,8.955448122347393
賞状,賞状,NOUN,NOUN,,,,,False,0,0,0.0
に,に,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5614,0,8.633196867172543
サイン,サイン,VERB,VERB,,,,,False,0,0,0.0
為る,し,AUX,AUX,0.4782550981099619,1.481890763677283,PART,"AUX: 0.48, PART: 0.34, SCONJ: 0.18",True,4502,0,8.412499120301572
て,て,SCONJ,SCONJ,0.27906208378015457,1.569972645797504,PART,"PART: 0.40, AUX: 0.32, SCONJ: 0.28",True,4514,0,8.415160465851086
下さる,ください,AUX,AUX,0.2506269902470705,1.5882653194898977,SCONJ,"SCONJ: 0.52, AUX: 0.25, PART: 0.20",True,39,0,3.6888794541139363
と,と,ADP,ADP,1.0,0.0,,ADP: 1.00,True,3323,0,8.10892415597534
頼む,頼ま,VERB,VERB,1.0,0.0,,VERB: 1.00,True,15,0,2.772588722239781
れる,れ,AUX,AUX,0.5054381215180003,1.258694262430226,PART,"AUX: 0.51, PART: 0.44, SCONJ: 0.06",True,1578,0,7.364547014255642
",",",",PUNCT,PUNCT,,,,,True,1110,0,7.01301578963963
サイン,サイン,NOUN,NOUN,,,,,False,0,0,0.0
を,を,ADP,ADP,1.0,0.0,,ADP: 1.00,True,4658,0,8.446556111816797
致す,いたし,VERB,VERB,,,,,True,2,0,1.0986122886681098
ます,まし,AUX,AUX,0.5195157631386277,1.3954929655783166,PART,"AUX: 0.52, PART: 0.36, SCONJ: 0.12",True,1063,0,6.96979066990159
た,た,AUX,AUX,0.2916937633559493,1.5744111408725157,PART,"PART: 0.39, SCONJ: 0.32, AUX: 0.29",True,4624,0,8.439231649946526
。,。,PUNCT,PUNCT,,,,,True,6853,0,8.832587702434553
事前,事前,NOUN,NOUN,,,,,True,6,0,1.9459101490553132
に,に,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5614,0,8.633196867172543
海老澤,海老澤,PROPN,PROPN,,,,,True,4,0,1.6094379124341003
代表,代表,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,43,0,3.784189633918261
から,から,ADP,ADP,1.0,0.0,,ADP: 1.00,True,851,0,6.747586526829315
は,は,ADP,ADP,1.0,0.0,,ADP: 1.00,True,4834,0,8.483636407887394
“,“,PUNCT,PUNCT,,,,,True,263,0,5.575949103146316
40,40,NUM,NUM,0.9812066414790753,0.1346109268335805,NOUN,NUM: 0.98,True,21,0,3.091042453358316
歳,歳,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,49,0,3.912023005428146
くらい,くらい,ADP,ADP,0.8995991547601426,0.47026495664226775,PART,"ADP: 0.90, PART: 0.10",True,22,0,3.1354942159291497
と,と,ADP,ADP,1.0,0.0,,ADP: 1.00,True,3323,0,8.10892415597534
御,お,NOUN,NOUN,0.0888496520953362,1.83291280984955,NUM,"NUM: 0.39, ADJ: 0.32, PROPN: 0.20, NOUN: 0.09",True,365,0,5.902633333401366
若い,若い,ADJ,ADJ,0.06288145068613972,1.9048891271049389,PROPN,"PROPN: 0.47, PRON: 0.25, NUM: 0.17, ADJ: 0.06",True,12,0,2.5649493574615367
けれど,けれど,SCONJ,SCONJ,0.3002420920542751,1.487412324828131,PART,"PART: 0.50, SCONJ: 0.30, AUX: 0.20",True,36,0,3.6109179126442243
",",",",PUNCT,PUNCT,,,,,True,1110,0,7.01301578963963
迚も,とても,ADV,ADV,0.9457385971522911,0.3217306566996681,ADJ,"ADV: 0.95, ADJ: 0.05",True,77,0,4.356708826689592
家系,家系,NOUN,NOUN,,,,,True,6,0,1.9459101490553132
の,の,ADP,ADP,0.9045274069531298,0.4544775110712305,PART,"ADP: 0.90, PART: 0.10",True,7749,0,8.955448122347393
事,こと,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,818,0,6.70808408385307
に,に,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5614,0,8.633196867172543
詳しい,詳しい,ADJ,ADJ,,,,,True,9,0,2.302585092994046
先生,先生,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,31,0,3.4657359027997265
”,”,PUNCT,PUNCT,,,,,True,263,0,5.575949103146316
と,と,ADP,ADP,1.0,0.0,,ADP: 1.00,True,3323,0,8.10892415597534
聞かす,聞かさ,VERB,VERB,,,,,True,1,0,0.6931471805599453
れる,れ,AUX,AUX,0.5054381215180003,1.258694262430226,PART,"AUX: 0.51, PART: 0.44, SCONJ: 0.06",True,1578,0,7.364547014255642
て,て,SCONJ,SCONJ,0.27906208378015457,1.569972645797504,PART,"PART: 0.40, AUX: 0.32, SCONJ: 0.28",True,4514,0,8.415160465851086
居る,い,VERB,VERB,0.04122878863232381,1.049933790210585,SCONJ,"SCONJ: 0.70, AUX: 0.26",True,2059,0,7.630461261783627
た,た,AUX,AUX,0.2916937633559493,1.5744111408725157,PART,"PART: 0.39, SCONJ: 0.32, AUX: 0.29",True,4624,0,8.439231649946526
。,。,PUNCT,PUNCT,,,,,True,6853,0,8.832587702434553
“,“,PUNCT,PUNCT,,,,,True,263,0,5.575949103146316
1000,1000,NUM,NUM,0.664633639856222,0.9203154578162985,SYM,"NUM: 0.66, SYM: 0.34",True,11,0,2.4849066497880004
万,万,NUM,NUM,0.34688202349904007,1.481581995029893,SYM,"SYM: 0.54, NUM: 0.35, ADJ: 0.06, NOUN: 0.05",True,85,0,4.454347296253507
円,円,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,106,0,4.672828834461906
当たる,当たり,VERB,VERB,0.986149912072425,0.10535234090898059,NOUN,VERB: 0.99,True,20,0,3.044522437723423
ます,ます,AUX,AUX,0.5195157631386277,1.3954929655783166,PART,"AUX: 0.52, PART: 0.36, SCONJ: 0.12",True,1063,0,6.96979066990159
様,よう,AUX,AUX,0.5761231676645583,1.2353638580300368,PART,"AUX: 0.58, PART: 0.36, SCONJ: 0.06",True,212,0,5.3612921657094255
だ,に,AUX,AUX,0.13576149999360715,0.9336833803340612,ADP,"ADP: 0.79, AUX: 0.14, SCONJ: 0.07",True,3424,0,8.138856750696325
”,”,PUNCT,PUNCT,,,,,True,263,0,5.575949103146316
と,と,ADP,ADP,1.0,0.0,,ADP: 1.00,True,3323,0,8.10892415597534
言う,いう,VERB,VERB,0.562111499782049,1.0451242940199876,SCONJ,"VERB: 0.56, SCONJ: 0.43",True,561,0,6.331501849893691
の,の,SCONJ,SCONJ,0.24980367819416166,1.5211548881987613,PART,"PART: 0.48, AUX: 0.27, SCONJ: 0.25",True,729,0,6.593044534142437
も,も,ADP,ADP,1.0,0.0,,ADP: 1.00,True,1558,0,7.351799869057777
有る,あり,VERB,VERB,0.3095292225196191,1.5706748202623675,ADJ,"ADJ: 0.46, VERB: 0.31, AUX: 0.22",True,1424,0,7.261927092702751
ます,まし,AUX,AUX,0.5195157631386277,1.3954929655783166,PART,"AUX: 0.52, PART: 0.36, SCONJ: 0.12",True,1063,0,6.96979066990159
た,た,AUX,AUX,0.2916937633559493,1.5744111408725157,PART,"PART: 0.39, SCONJ: 0.32, AUX: 0.29",True,4624,0,8.439231649946526
。,。,PUNCT,PUNCT,,,,,True,6853,0,8.832587702434553
何時,いつ,PRON,PRON,0.9363066814380265,0.341934803858233,NOUN,"PRON: 0.94, NOUN: 0.06",True,33,0,3.5263605246161616
も,も,ADP,ADP,1.0,0.0,,ADP: 1.00,True,1558,0,7.351799869057777
通り,どおり,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,52,0,3.970291913552122
だ,な,AUX,AUX,0.13576149999360715,0.9336833803340612,ADP,"ADP: 0.79, AUX: 0.14, SCONJ: 0.07",True,3424,0,8.138856750696325
の,の,SCONJ,SCONJ,0.24980367819416166,1.5211548881987613,PART,"PART: 0.48, AUX: 0.27, SCONJ: 0.25",True,729,0,6.593044534142437
だ,で,AUX,AUX,0.13576149999360715,0.9336833803340612,ADP,"ADP: 0.79, AUX: 0.14, SCONJ: 0.07",True,3424,0,8.138856750696325
",",",",PUNCT,PUNCT,,,,,True,1110,0,7.01301578963963
多分,たぶん,ADV,ADV,,,,,True,4,0,1.6094379124341003
何,何,PRON,PRON,0.9748914375545356,0.16923437939158106,NOUN,PRON: 0.97,True,54,0,4.007333185232471
も,も,ADP,ADP,1.0,0.0,,ADP: 1.00,True,1558,0,7.351799869057777
問題,問題,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,82,0,4.418840607796598
有る,あり,VERB,VERB,0.3095292225196191,1.5706748202623675,ADJ,"ADJ: 0.46, VERB: 0.31, AUX: 0.22",True,1424,0,7.261927092702751
ます,ませ,AUX,AUX,0.5195157631386277,1.3954929655783166,PART,"AUX: 0.52, PART: 0.36, SCONJ: 0.12",True,1063,0,6.96979066990159
ず,ん,AUX,AUX,0.2878387195680149,1.5733584556220663,PART,"PART: 0.39, SCONJ: 0.32, AUX: 0.29",True,272,0,5.60947179518496
。,。,PUNCT,PUNCT,,,,,True,6853,0,8.832587702434553
震災,震災,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,19,0,2.995732273553991
に,に,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5614,0,8.633196867172543
乗ずる,乗じ,VERB,VERB,,,,,True,1,0,0.6931471805599453
て,て,SCONJ,SCONJ,0.27906208378015457,1.569972645797504,PART,"PART: 0.40, AUX: 0.32, SCONJ: 0.28",True,4514,0,8.415160465851086
末端,末端,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
信者,信者,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,74,0,4.31748811353631
から,から,ADP,ADP,1.0,0.0,,ADP: 1.00,True,851,0,6.747586526829315
献金,献金,NOUN,NOUN,,,,,True,5,0,1.791759469228055
を,を,ADP,ADP,1.0,0.0,,ADP: 1.00,True,4658,0,8.446556111816797
集める,集めよう,VERB,VERB,1.0,0.0,,VERB: 1.00,True,23,0,3.1780538303479458
と,と,ADP,ADP,1.0,0.0,,ADP: 1.00,True,3323,0,8.10892415597534
の,の,ADP,ADP,0.9045274069531298,0.4544775110712305,PART,"ADP: 0.90, PART: 0.10",True,7749,0,8.955448122347393
意図,意図,NOUN,NOUN,,,,,True,3,0,1.3862943611198906
が,が,ADP,ADP,1.0,0.0,,ADP: 1.00,True,3556,0,8.176672771948455
分かる,判る,VERB,VERB,0.6972284788150112,0.8846524465941034,ADJ,"VERB: 0.70, ADJ: 0.30",True,55,0,4.02535169073515
。,。,PUNCT,PUNCT,,,,,True,6853,0,8.832587702434553
Ad,Ad,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
Planner,Planner,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
も,も,ADP,ADP,1.0,0.0,,ADP: 1.00,True,1558,0,7.351799869057777
サイト,サイト,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,29,0,3.4011973816621555
の,の,ADP,ADP,0.9045274069531298,0.4544775110712305,PART,"ADP: 0.90, PART: 0.10",True,7749,0,8.955448122347393
月間,月間,NOUN,NOUN,,,,,False,0,0,0.0
利用,利用,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,20,0,3.044522437723423
者,者,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,338,0,5.82600010738045
の,の,ADP,ADP,0.9045274069531298,0.4544775110712305,PART,"ADP: 0.90, PART: 0.10",True,7749,0,8.955448122347393
推定,推定,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
