lemma,form,gold_upos,pred_upos,purity,entropy,rival,distribution,in_train,train_freq,pos_err,log_freq
amerikkalainen,amerikkalaisen,ADJ,ADJ,,,,,True,2,0,1.0986122886681098
valmistaja,valmistajan,NOUN,NOUN,,,,,True,4,0,1.6094379124341003
lelu,lelujen,NOUN,NOUN,,,,,True,3,0,1.3862943611198906
lyijy#pitoinen,lyijypitoisen,ADJ,ADJ,,,,,False,0,0,0.0
maali,maalin,NOUN,NOUN,0.12201188106975482,0.5351164382394735,SYM,"SYM: 0.88, NOUN: 0.12",True,20,0,3.044522437723423
tapaus,tapauksessa,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,63,0,4.1588830833596715
-,-,PUNCT,PUNCT,,,,,True,276,0,5.6240175061873385
se,siinä,PRON,PRON,0.7651175648529579,1.1544352977758683,ADV,"PRON: 0.77, ADV: 0.09, NOUN: 0.08, PROPN: 0.06",True,2716,0,7.907283609426348
kiinalainen,kiinalainen,ADJ,ADJ,,,,,True,6,0,1.9459101490553132
ali#hankkija,alihankkija,NOUN,NOUN,,,,,False,0,0,0.0
toimittaa,toimitti,VERB,VERB,1.0,0.0,,VERB: 1.00,True,40,0,3.713572066704308
maali,maalia,NOUN,NOUN,0.12201188106975482,0.5351164382394735,SYM,"SYM: 0.88, NOUN: 0.12",True,20,0,3.044522437723423
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
joka,jota,PRON,PRON,0.11269135846514312,1.5132013823739865,SCONJ,"SCONJ: 0.64, CCONJ: 0.19, PRON: 0.11",True,1506,0,7.317876198626496
se,se,PRON,PRON,0.7651175648529579,1.1544352977758683,ADV,"PRON: 0.77, ADV: 0.09, NOUN: 0.08, PROPN: 0.06",True,2716,0,7.907283609426348
ei,ei,AUX,AUX,0.0,1.703893356163907,SCONJ,"SCONJ: 0.45, PRON: 0.37, ADV: 0.10, PROPN: 0.06",True,1924,0,7.562681246721884
olla,olisi,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
saada,saanut,VERB,VERB,1.0,0.0,,VERB: 1.00,True,599,0,6.396929655216146
toimittaa,toimittaa,VERB,VERB,1.0,0.0,,VERB: 1.00,True,40,0,3.713572066704308
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
se,Se,PRON,PRON,0.7651175648529579,1.1544352977758683,ADV,"PRON: 0.77, ADV: 0.09, NOUN: 0.08, PROPN: 0.06",True,2716,0,7.907283609426348
olla,on,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
asia,asian,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,212,0,5.3612921657094255
todellinen,todellinen,ADJ,ADJ,0.8575938174901904,0.5905058639173678,NUM,"ADJ: 0.86, NUM: 0.14",True,18,0,2.9444389791664403
tila,tila,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,61,0,4.127134385045092
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
pää#osa,Pääosassa,NOUN,NOUN,,,,,True,3,0,1.3862943611198906
olla,on,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
yritys,yritysten,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,90,0,4.51085950651685
vastuu,vastuu,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,21,0,3.091042453358316
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
se,Ne,PRON,PRON,0.7651175648529579,1.1544352977758683,ADV,"PRON: 0.77, ADV: 0.09, NOUN: 0.08, PROPN: 0.06",True,2716,0,7.907283609426348
vastata,vastaavat,VERB,VERB,1.0,0.0,,VERB: 1.00,True,116,0,4.762173934797756
se,siitä,PRON,PRON,0.7651175648529579,1.1544352977758683,ADV,"PRON: 0.77, ADV: 0.09, NOUN: 0.08, PROPN: 0.06",True,2716,0,7.907283609426348
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
että,että,SCONJ,SCONJ,0.7388018299594908,1.1562278775430734,CCONJ,"SCONJ: 0.74, CCONJ: 0.17, PRON: 0.07",True,1286,0,7.160069207596127
se,niiden,PRON,PRON,0.7651175648529579,1.1544352977758683,ADV,"PRON: 0.77, ADV: 0.09, NOUN: 0.08, PROPN: 0.06",True,2716,0,7.907283609426348
tuote,tuotteet,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,64,0,4.174387269895637
vastata,vastaavat,VERB,VERB,1.0,0.0,,VERB: 1.00,True,116,0,4.762173934797756
voimassa,voimassa,ADV,ADV,0.7233240472518427,0.8508819313058094,NOUN,"ADV: 0.72, NOUN: 0.28",True,12,0,2.5649493574615367
olla,olevia,VERB,VERB,1.0,0.0,,VERB: 1.00,True,522,0,6.259581464064923
EU,EU:n,PROPN,PROPN,0.1793876543267816,1.5537740256685857,PRON,"PRON: 0.53, ADJ: 0.27, PROPN: 0.18",True,104,0,4.653960350157523
määräys,määräyksiä,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,21,0,3.091042453358316
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
seuraava,Seuraavana,NOUN,ADJ,,,,,True,2,1,1.0986122886681098
tulla,tulee,VERB,VERB,1.0,0.0,,VERB: 1.00,True,474,0,6.163314804034641
jäsen#valtio,jäsenvaltioiden,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,194,0,5.272999558563747
vastuu,vastuu,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,21,0,3.091042453358316
:,:,PUNCT,PUNCT,,,,,True,481,0,6.1779441140506
se,niiden,PRON,PRON,0.7651175648529579,1.1544352977758683,ADV,"PRON: 0.77, ADV: 0.09, NOUN: 0.08, PROPN: 0.06",True,2716,0,7.907283609426348
olla,on,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
huolehtia,huolehdittava,VERB,VERB,1.0,0.0,,VERB: 1.00,True,13,0,2.6390573296152584
markkina#valvonta,markkinavalvonnan,NOUN,NOUN,,,,,False,0,0,0.0
toiminta,toiminnasta,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,96,0,4.574710978503383
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
Seuraavaksi,Seuraavaksi,ADV,ADV,,,,,False,0,0,0.0
tulla,tulevat,VERB,VERB,1.0,0.0,,VERB: 1.00,True,474,0,6.163314804034641
EU,EU:n,PROPN,PROPN,0.1793876543267816,1.5537740256685857,PRON,"PRON: 0.53, ADJ: 0.27, PROPN: 0.18",True,104,0,4.653960350157523
lain#säätäjä,lainsäätäjät,NOUN,NOUN,,,,,False,0,0,0.0
:,:,PUNCT,PUNCT,,,,,True,481,0,6.1779441140506
olla,on,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
huolehtia,huolehdittava,VERB,VERB,1.0,0.0,,VERB: 1.00,True,13,0,2.6390573296152584
se,siitä,PRON,PRON,0.7651175648529579,1.1544352977758683,ADV,"PRON: 0.77, ADV: 0.09, NOUN: 0.08, PROPN: 0.06",True,2716,0,7.907283609426348
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
että,että,SCONJ,SCONJ,0.7388018299594908,1.1562278775430734,CCONJ,"SCONJ: 0.74, CCONJ: 0.17, PRON: 0.07",True,1286,0,7.160069207596127
lain#säädäntö,lainsäädäntö,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,33,0,3.5263605246161616
olla,on,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
ajan#mukainen,ajanmukaista,ADJ,ADJ,,,,,False,0,0,0.0
ja,ja,CCONJ,CCONJ,0.6915585843696935,1.4699791094392378,SCONJ,"CCONJ: 0.69, SCONJ: 0.12, PRON: 0.09, PROPN: 0.09",True,4710,0,8.45765547870004
että,että,SCONJ,SCONJ,0.7388018299594908,1.1562278775430734,CCONJ,"SCONJ: 0.74, CCONJ: 0.17, PRON: 0.07",True,1286,0,7.160069207596127
mahdollinen,mahdolliset,ADJ,ADJ,1.0,0.0,,ADJ: 1.00,True,66,0,4.204692619390966
riski,riskit,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,15,0,2.772588722239781
tunnistaa,tunnistetaan,VERB,VERB,1.0,0.0,,VERB: 1.00,True,15,0,2.772588722239781
ajoissa,ajoissa,ADV,ADV,,,,,True,8,0,2.1972245773362196
ja,ja,CCONJ,CCONJ,0.6915585843696935,1.4699791094392378,SCONJ,"CCONJ: 0.69, SCONJ: 0.12, PRON: 0.09, PROPN: 0.09",True,4710,0,8.45765547870004
kirjata,kirjataan,VERB,VERB,,,,,True,5,0,1.791759469228055
lain#säädäntö,lainsäädäntöön,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,33,0,3.5263605246161616
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
siksi,Siksi,ADV,ADV,0.2724686405381663,0.9760642445576153,PRON,"PRON: 0.71, ADV: 0.27",True,40,0,3.713572066704308
komissio,komissio,NOUN,NOUN,0.06441206479854332,1.256388154553087,PROPN,"PROPN: 0.56, PRON: 0.38, NOUN: 0.06",True,231,0,5.44673737166631
olla,on,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
alkaa,alkanut,VERB,VERB,1.0,0.0,,VERB: 1.00,True,183,0,5.214935757608986
jo,jo,ADV,ADV,0.4862782804804985,0.9994566544212136,CCONJ,"CCONJ: 0.51, ADV: 0.49",True,257,0,5.552959584921617
kaksi,kaksi,NUM,NUM,0.734545348409344,1.0547843878273735,ADP,"NUM: 0.73, ADP: 0.20, ADJ: 0.07",True,194,0,5.272999558563747
vuosi,vuotta,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,720,0,6.580639137284949
sitten,sitten,ADV,ADP,0.5221970004358093,0.9985778812641783,PRON,"ADV: 0.52, PRON: 0.48",True,187,1,5.236441962829949
tarkistaa,tarkistaa,VERB,VERB,1.0,0.0,,VERB: 1.00,True,24,0,3.2188758248682006
perinpohjaisesti,perinpohjaisesti,ADV,ADV,,,,,False,0,0,0.0
nykyinen,nykyistä,ADJ,ADJ,0.41607201097468444,1.7545542033861696,PRON,"ADJ: 0.42, PRON: 0.40, NUM: 0.09, PROPN: 0.07",True,40,0,3.713572066704308
lelu#direktiivi,leludirektiiviä,NOUN,NOUN,,,,,False,0,0,0.0
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
lelu#direktiivi,Leludirektiivi,NOUN,NOUN,,,,,False,0,0,0.0
olla,on,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
vanha,vanhimpia,ADJ,ADJ,0.7645457702088796,1.0194773771984893,NUM,"ADJ: 0.76, NUM: 0.13, PROPN: 0.10",True,93,0,4.543294782270004
direktiivi,direktiivejä,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,95,0,4.564348191467836
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
joka,jotka,PRON,PRON,0.11269135846514312,1.5132013823739865,SCONJ,"SCONJ: 0.64, CCONJ: 0.19, PRON: 0.11",True,1506,0,7.317876198626496
olla,ovat,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
seuraus,seurausta,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,15,0,2.772588722239781
niin,niin,ADV,CCONJ,1.0,0.0,,ADV: 1.00,True,324,1,5.783825182329737
kutsua,kutsutusta,VERB,ADJ,1.0,0.0,,VERB: 1.00,True,38,1,3.6635616461296463
uusi,uudesta,ADJ,ADJ,0.5524174947532161,0.9920575342802966,PRON,"ADJ: 0.55, PRON: 0.45",True,319,0,5.768320995793772
lähestymis#tapa,lähestymistavasta,NOUN,NOUN,,,,,True,7,0,2.0794415416798357
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
olla,On,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
selvä,selvää,ADJ,ADJ,1.0,0.0,,ADJ: 1.00,True,41,0,3.7376696182833684
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
että,että,SCONJ,SCONJ,0.7388018299594908,1.1562278775430734,CCONJ,"SCONJ: 0.74, CCONJ: 0.17, PRON: 0.07",True,1286,0,7.160069207596127
lelu#markkinat,lelumarkkinat,NOUN,NOUN,,,,,False,0,0,0.0
olla,ovat,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
muuttua,muuttuneet,VERB,VERB,1.0,0.0,,VERB: 1.00,True,42,0,3.7612001156935624
dramaattisesti,dramaattisesti,ADV,ADV,,,,,False,0,0,0.0
kaksi#kymmenen,kahdenkymmenen,NUM,NUM,,,,,True,7,0,2.0794415416798357
viime,viime,ADJ,ADJ,0.5051315708155406,1.290728192434842,PRON,"ADJ: 0.51, PRON: 0.42, PROPN: 0.07",True,82,0,4.418840607796598
vuosi,vuoden,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,720,0,6.580639137284949
aika,aikana,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,388,0,5.963579343618446
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
ja,ja,CCONJ,CCONJ,0.6915585843696935,1.4699791094392378,SCONJ,"CCONJ: 0.69, SCONJ: 0.12, PRON: 0.09, PROPN: 0.09",True,4710,0,8.45765547870004
siksi,siksi,ADV,ADV,0.2724686405381663,0.9760642445576153,PRON,"PRON: 0.71, ADV: 0.27",True,40,0,3.713572066704308
uusi,uudessa,ADJ,ADJ,0.5524174947532161,0.9920575342802966,PRON,"ADJ: 0.55, PRON: 0.45",True,319,0,5.768320995793772
direktiivi,direktiivissä,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,95,0,4.564348191467836
käsitellä,käsitellään,VERB,VERB,1.0,0.0,,VERB: 1.00,True,74,0,4.31748811353631
moni,monia,PRON,PRON,0.799348617342672,0.7232289488362313,ADJ,"PRON: 0.80, ADJ: 0.20",True,131,0,4.882801922586371
äskettäin,äskettäin,ADV,ADV,,,,,True,3,0,1.3862943611198906
havaita,havaittuja,VERB,VERB,1.0,0.0,,VERB: 1.00,True,18,0,2.9444389791664403
riski,riskejä,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,15,0,2.772588722239781
ja,ja,CCONJ,CCONJ,0.6915585843696935,1.4699791094392378,SCONJ,"CCONJ: 0.69, SCONJ: 0.12, PRON: 0.09, PROPN: 0.09",True,4710,0,8.45765547870004
vaara,vaaroja,NOUN,NOUN,0.056932567501395484,1.6235483336046532,ADJ,"ADJ: 0.55, VERB: 0.21, ADV: 0.18, NOUN: 0.06",True,15,0,2.772588722239781
ja,ja,CCONJ,CCONJ,0.6915585843696935,1.4699791094392378,SCONJ,"CCONJ: 0.69, SCONJ: 0.12, PRON: 0.09, PROPN: 0.09",True,4710,0,8.45765547870004
huolehtia,huolehditaan,VERB,VERB,1.0,0.0,,VERB: 1.00,True,13,0,2.6390573296152584
erittäin,erittäin,ADV,ADV,0.831606632063142,0.6540162553797905,ADJ,"ADV: 0.83, ADJ: 0.17",True,65,0,4.189654742026425
tiukka,tiukoilla,ADJ,ADJ,0.35528462656110166,0.9386993275460894,PRON,"PRON: 0.64, ADJ: 0.36",True,19,0,2.995732273553991
säännös,säännöksillä,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,25,0,3.258096538021482
-,-,PUNCT,PUNCT,,,,,True,276,0,5.6240175061873385
esimerkiksi,esimerkiksi,ADV,ADV,0.0410470969655352,1.8691053431244393,PRON,"PRON: 0.46, CCONJ: 0.28, ADJ: 0.17",True,132,0,4.890349128221754
lelu,lelujen,NOUN,NOUN,,,,,True,3,0,1.3862943611198906
kemiallinen,kemiallisista,ADJ,ADJ,,,,,True,2,0,1.0986122886681098
aine,aineista,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,11,0,2.4849066497880004
-,-,PUNCT,PUNCT,,,,,True,276,0,5.6240175061873385
se,siitä,PRON,PRON,0.7651175648529579,1.1544352977758683,ADV,"PRON: 0.77, ADV: 0.09, NOUN: 0.08, PROPN: 0.06",True,2716,0,7.907283609426348
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
että,että,SCONJ,SCONJ,0.7388018299594908,1.1562278775430734,CCONJ,"SCONJ: 0.74, CCONJ: 0.17, PRON: 0.07",True,1286,0,7.160069207596127
vaara,vaarat,NOUN,NOUN,0.056932567501395484,1.6235483336046532,ADJ,"ADJ: 0.55, VERB: 0.21, ADV: 0.18, NOUN: 0.06",True,15,0,2.772588722239781
välttää,vältetään,VERB,VERB,1.0,0.0,,VERB: 1.00,True,16,0,2.833213344056216
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
direktiivi,Direktiivi,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,95,0,4.564348191467836
esitellä,esitellään,VERB,VERB,1.0,0.0,,VERB: 1.00,True,39,0,3.6888794541139363
lain#säätäjä,lainsäätäjälle,NOUN,NOUN,,,,,False,0,0,0.0
vuosi,vuoden,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,720,0,6.580639137284949
loppu,loppuun,NOUN,NOUN,0.8575761316129151,0.5905516734922766,ADV,"NOUN: 0.86, ADV: 0.14",True,70,0,4.2626798770413155
mennessä,mennessä,ADP,ADP,0.8035696897392736,0.9041254937429474,NUM,"ADP: 0.80, NUM: 0.12, ADJ: 0.08",True,20,0,3.044522437723423
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
komissio,Komissio,NOUN,NOUN,0.06441206479854332,1.256388154553087,PROPN,"PROPN: 0.56, PRON: 0.38, NOUN: 0.06",True,231,0,5.44673737166631
olla,on,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
esittää,esittänyt,VERB,VERB,1.0,0.0,,VERB: 1.00,True,103,0,4.6443908991413725
sinä,teille,PRON,PRON,0.5374764086510173,1.2242224328033502,ADV,"PRON: 0.54, ADV: 0.41",True,197,0,5.288267030694535
jo,jo,ADV,ADV,0.4862782804804985,0.9994566544212136,CCONJ,"CCONJ: 0.51, ADV: 0.49",True,257,0,5.552959584921617
tämä,tämän,PRON,PRON,0.6699904707801017,1.393791383094814,PROPN,"PRON: 0.67, PROPN: 0.15, ADJ: 0.14",True,1264,0,7.142827401161621
vuosi,vuoden,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,720,0,6.580639137284949
alku,alussa,NOUN,NOUN,0.8596876707633212,0.5850561896706827,ADV,"NOUN: 0.86, ADV: 0.14",True,63,0,4.1588830833596715
kokonainen,kokonaisen,ADJ,ADJ,,,,,True,9,0,2.302585092994046
paketti,paketin,NOUN,NOUN,,,,,True,10,0,2.3978952727983707
toimi,toimia,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,76,0,4.343805421853684
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
joka,joilla,PRON,PRON,0.11269135846514312,1.5132013823739865,SCONJ,"SCONJ: 0.64, CCONJ: 0.19, PRON: 0.11",True,1506,0,7.317876198626496
vahvistaa,vahvistetaan,VERB,VERB,1.0,0.0,,VERB: 1.00,True,79,0,4.382026634673881
markkina#valvonta,markkinavalvontaa,NOUN,NOUN,,,,,False,0,0,0.0
ja,ja,CCONJ,CCONJ,0.6915585843696935,1.4699791094392378,SCONJ,"CCONJ: 0.69, SCONJ: 0.12, PRON: 0.09, PROPN: 0.09",True,4710,0,8.45765547870004
suojella,suojellaan,VERB,VERB,,,,,True,9,0,2.302585092994046
CE#merkintä,CE-merkintä,NOUN,NOUN,,,,,False,0,0,0.0
entinen,entistä,ADJ,ADJ,0.34320531787903363,1.493103106352691,PRON,"PRON: 0.54, ADJ: 0.34, NUM: 0.08",True,55,0,4.02535169073515
hyvin,paremmin,ADV,ADV,1.0,0.0,,ADV: 1.00,True,178,0,5.187385805840755
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
haluta,Haluaisin,VERB,VERB,1.0,0.0,,VERB: 1.00,True,235,0,5.4638318050256105
todeta,todeta,VERB,VERB,1.0,0.0,,VERB: 1.00,True,95,0,4.564348191467836
jokin,jotain,PRON,PRON,0.6475584761850081,1.612912138605933,NUM,"PRON: 0.65, NUM: 0.11, ADJ: 0.11, ADV: 0.09",True,265,0,5.583496308781699
CE#merkintä,CE-merkinnästä,NOUN,NOUN,,,,,False,0,0,0.0
:,:,PUNCT,PUNCT,,,,,True,481,0,6.1779441140506
CE#merkintä,CE-merkintä,NOUN,NOUN,,,,,False,0,0,0.0
osoittaa,osoittaa,VERB,VERB,1.0,0.0,,VERB: 1.00,True,53,0,3.9889840465642745
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
että,että,SCONJ,SCONJ,0.7388018299594908,1.1562278775430734,CCONJ,"SCONJ: 0.74, CCONJ: 0.17, PRON: 0.07",True,1286,0,7.160069207596127
valmistaja,valmistaja,NOUN,NOUN,,,,,True,4,0,1.6094379124341003
-,-,PUNCT,PUNCT,,,,,True,276,0,5.6240175061873385
olla,olipa,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
se,se,PRON,PRON,0.7651175648529579,1.1544352977758683,ADV,"PRON: 0.77, ADV: 0.09, NOUN: 0.08, PROPN: 0.06",True,2716,0,7.907283609426348
eurooppalainen,eurooppalainen,ADJ,ADJ,0.651646570599069,1.2132206539055101,PRON,"ADJ: 0.65, PRON: 0.26, PROPN: 0.09",True,53,0,3.9889840465642745
tai,tai,CCONJ,CCONJ,0.656142058238556,1.6514772197521215,PRON,"CCONJ: 0.66, PRON: 0.11, AUX: 0.10, SCONJ: 0.09",True,560,0,6.329720905522696
Eurooppa,Euroopan,PROPN,PROPN,0.13703287821264812,1.4381935543623838,ADJ,"ADJ: 0.45, PRON: 0.41, PROPN: 0.14",True,312,0,5.746203190540153
ulko#puolinen,ulkopuolinen,ADJ,ADJ,,,,,True,10,0,2.3978952727983707
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
joka,joka,PRON,PRON,0.11269135846514312,1.5132013823739865,SCONJ,"SCONJ: 0.64, CCONJ: 0.19, PRON: 0.11",True,1506,0,7.317876198626496
haluta,haluaa,VERB,VERB,1.0,0.0,,VERB: 1.00,True,235,0,5.4638318050256105
myydä,myydä,VERB,VERB,1.0,0.0,,VERB: 1.00,True,50,0,3.9318256327243257
Eurooppa,Euroopassa,PROPN,PROPN,0.13703287821264812,1.4381935543623838,ADJ,"ADJ: 0.45, PRON: 0.41, PROPN: 0.14",True,312,0,5.746203190540153
-,-,PUNCT,PUNCT,,,,,True,276,0,5.6240175061873385
taata,takaa,VERB,VERB,1.0,0.0,,VERB: 1.00,True,19,0,2.995732273553991
täysin,täysin,ADV,ADV,1.0,0.0,,ADV: 1.00,True,36,0,3.6109179126442243
se,sen,PRON,PRON,0.7651175648529579,1.1544352977758683,ADV,"PRON: 0.77, ADV: 0.09, NOUN: 0.08, PROPN: 0.06",True,2716,0,7.907283609426348
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
että,että,SCONJ,SCONJ,0.7388018299594908,1.1562278775430734,CCONJ,"SCONJ: 0.74, CCONJ: 0.17, PRON: 0.07",True,1286,0,7.160069207596127
se,sen,PRON,PRON,0.7651175648529579,1.1544352977758683,ADV,"PRON: 0.77, ADV: 0.09, NOUN: 0.08, PROPN: 0.06",True,2716,0,7.907283609426348
tuote,tuote,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,64,0,4.174387269895637
vastata,vastaa,VERB,VERB,1.0,0.0,,VERB: 1.00,True,116,0,4.762173934797756
täysin,täysin,ADV,ADV,1.0,0.0,,ADV: 1.00,True,36,0,3.6109179126442243
EU,EU:ssa,PROPN,PROPN,0.1793876543267816,1.5537740256685857,PRON,"PRON: 0.53, ADJ: 0.27, PROPN: 0.18",True,104,0,4.653960350157523
voimassa,voimassa,ADV,ADV,0.7233240472518427,0.8508819313058094,NOUN,"ADV: 0.72, NOUN: 0.28",True,12,0,2.5649493574615367
olla,olevia,VERB,VERB,1.0,0.0,,VERB: 1.00,True,522,0,6.259581464064923
määräys,määräyksiä,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,21,0,3.091042453358316
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
valmistaja,Valmistaja,NOUN,NOUN,,,,,True,4,0,1.6094379124341003
taata,takaa,VERB,VERB,1.0,0.0,,VERB: 1.00,True,19,0,2.995732273553991
se,sen,PRON,PRON,0.7651175648529579,1.1544352977758683,ADV,"PRON: 0.77, ADV: 0.09, NOUN: 0.08, PROPN: 0.06",True,2716,0,7.907283609426348
CE#merkintä,CE-merkinnällä,NOUN,NOUN,,,,,False,0,0,0.0
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
se,Siitä,PRON,PRON,0.7651175648529579,1.1544352977758683,ADV,"PRON: 0.77, ADV: 0.09, NOUN: 0.08, PROPN: 0.06",True,2716,0,7.907283609426348
CE#merkintä,CE-merkinnässä,NOUN,NOUN,,,,,False,0,0,0.0
olla,on,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
kyse,kyse,NOUN,NOUN,0.08519260730883502,2.072673073198974,PROPN,"PROPN: 0.38, PRON: 0.28, ADJ: 0.19, NOUN: 0.09, ADV: 0.07",True,63,0,4.1588830833596715
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
moni,Monissa,PRON,PRON,0.799348617342672,0.7232289488362313,ADJ,"PRON: 0.80, ADJ: 0.20",True,131,0,4.882801922586371
tapaus,tapauksissa,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,63,0,4.1588830833596715
valmistaja,valmistaja,NOUN,NOUN,,,,,True,4,0,1.6094379124341003
ei,ei,AUX,AUX,0.0,1.703893356163907,SCONJ,"SCONJ: 0.45, PRON: 0.37, ADV: 0.10, PROPN: 0.06",True,1924,0,7.562681246721884
saada,saa,VERB,VERB,1.0,0.0,,VERB: 1.00,True,599,0,6.396929655216146
käyttää,käyttää,VERB,VERB,1.0,0.0,,VERB: 1.00,True,250,0,5.5254529391317835
CE#merkintä,CE-merkintää,NOUN,NOUN,,,,,False,0,0,0.0
oma,oman,ADJ,ADJ,0.5528624653407435,0.9919218611345986,PRON,"ADJ: 0.55, PRON: 0.45",True,224,0,5.41610040220442
arvio,arvionsa,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,20,0,3.044522437723423
