row_idx,lexunit,primary_cluster,clusters_above_threshold
556,"('autour', 'ADV')",8,"[(0, 0.12050365223080876), (1, 0.11850998963646323), (4, 0.16221623233612212), (5, 0.10114284739483576), (8, 0.2232845193811435)]"
557,"('autre', 'ADJ')",9,"[(6, 0.11120624137600581), (9, 0.6174060880982722)]"
558,"('autre', 'PRON')",0,"[(0, 0.3514603065699758), (1, 0.2986862464930495)]"
560,"('aval', 'NOUN')",0,"[(0, 0.439831526609362), (1, 0.1599570861260663), (3, 0.2452752451861038)]"
563,"('avant', 'ADP')",4,"[(4, 0.4591585787843061), (9, 0.11463369949004165)]"
564,"('avant', 'ADV')",4,"[(0, 0.10770710197268658), (1, 0.1053357621141293), (4, 0.20714662967733558), (5, 0.11210860352402406), (8, 0.16163213493177922)]"
565,"('avant', 'NOUN')",0,"[(0, 0.46342629478403624), (1, 0.17008074802585732), (3, 0.20129902191085278)]"
566,"('avantage', 'NOUN')",0,"[(0, 0.7234973628909058), (1, 0.1347672150995742)]"
567,"('avec', 'ADP')",4,"[(4, 0.3681126382329189), (9, 0.13650440322301985)]"
568,"('avenir', 'NOUN')",0,"[(0, 0.6110394675183805), (1, 0.20684628252912485)]"
573,"('avoir', 'AUX')",4,"[(0, 0.10193219660996874), (4, 0.2414794471309514), (8, 0.14434568845630896), (9, 0.1029084033985692)]"
576,"('avril', 'NOUN')",3,"[(0, 0.10564256949015849), (3, 0.39775394812706316)]"
581,"('aîné', 'ADJ')",2,"[(2, 0.562197657029494), (9, 0.10293996445983816)]"
584,"('bain', 'NOUN')",3,"[(3, 0.5725359810487757), (7, 0.13383308661030077)]"
594,"('bas', 'ADJ')",9,"[(2, 0.17196703893265206), (9, 0.583086551723035)]"
597,"('basse', 'NOUN')",1,"[(0, 0.12034674578720507), (1, 0.7688046889635066)]"
605,"('beaucoup', 'PRON')",8,"[(0, 0.1364673818004444), (1, 0.12976851733264486), (3, 0.10278790814927823), (4, 0.13846839779198603), (5, 0.10080155588000787), (8, 0.22367381694265423)]"
607,"('besoin', 'NOUN')",0,"[(0, 0.5719075867023471), (1, 0.1267447012119236), (3, 0.11155029780540668)]"
614,"('blanc', 'NOUN')",0,"[(0, 0.5677930716506958), (3, 0.20930050007825887)]"
616,"('blessure', 'NOUN')",1,"[(0, 0.12271392288453795), (1, 0.7606071605839189)]"
619,"('bois', 'NOUN')",3,"[(0, 0.19014039050202672), (3, 0.6451119361811173)]"
620,"('bombe', 'NOUN')",1,"[(0, 0.10366719133444713), (1, 0.8231659081241418)]"
622,"('bonheur', 'NOUN')",0,"[(0, 0.5061501675046367), (1, 0.1749048238974943), (3, 0.10091591122248968)]"
625,"('bouddhisme', 'NOUN')",0,"[(0, 0.7315272932601992), (1, 0.10172844890818297)]"
626,"('bourg', 'NOUN')",0,"[(0, 0.7038801885776194), (1, 0.12042325797542845)]"
628,"('bout', 'NOUN')",0,"[(0, 0.7166741105322781), (1, 0.13478867076553358)]"
633,"('bref', 'INTJ')",4,"[(4, 0.21180243675121482), (5, 0.1087869668053722), (8, 0.10682789671759951), (9, 0.10233707824414157)]"
635,"('britannique', 'NOUN')",0,"[(0, 0.6383025046074634), (1, 0.13552465063191627)]"
636,"('bronze', 'NOUN')",3,"[(0, 0.11724706288552805), (3, 0.5015352981342746), (7, 0.10291922400906124)]"
637,"('bruit', 'NOUN')",0,"[(0, 0.46717542472820156), (3, 0.2908546752490937)]"
642,"('bus', 'NOUN')",3,"[(0, 0.39829216681513013), (3, 0.4684096128922721)]"
647,"(""c'est-à-dire"", 'CCONJ')",4,"[(4, 0.23351743436530828), (9, 0.13587280375836164)]"
648,"('cabaret', 'NOUN')",3,"[(0, 0.15928639080464585), (3, 0.6229321310945299)]"
660,"('canon', 'NOUN')",0,"[(0, 0.653019986851092), (3, 0.17324426504549426)]"
662,"('capable', 'ADJ')",8,"[(0, 0.10081432379448643), (8, 0.4771464319370658)]"
663,"('capacité', 'NOUN')",1,"[(0, 0.10649946698936213), (1, 0.8297101811236732)]"
669,"('caractère', 'NOUN')",0,"[(0, 0.6910817701980209), (1, 0.12762694375952585)]"
671,"('caractéristique', 'ADJ')",2,"[(1, 0.1137590564547003), (2, 0.2735486771613657), (8, 0.14842577596462586), (9, 0.11017497712677263)]"
672,"('caractéristique', 'NOUN')",1,"[(0, 0.16944781409436283), (1, 0.6281750337229852)]"
674,"('carrière', 'NOUN')",1,"[(0, 0.1619076862908399), (1, 0.5373162411845865)]"
677,"('catalogue', 'NOUN')",0,"[(0, 0.7999093025373929), (1, 0.10170914668110775)]"
679,"('cathédrale', 'NOUN')",1,"[(0, 0.1055048620762205), (1, 0.7970117678548596)]"
684,"('cavalier', 'NOUN')",0,"[(0, 0.7086313002120124), (1, 0.10460139723388939)]"
685,"('ce', 'DET')",9,"[(4, 0.11834062203124483), (6, 0.10689507510125061), (9, 0.31416531425395944)]"
686,"('ce', 'PRON')",8,"[(0, 0.13344342950292737), (3, 0.13225531813769387), (4, 0.1447780444607019), (8, 0.15065618492802754), (9, 0.12075607803366273)]"
687,"('ceci', 'PRON')",4,"[(0, 0.1472913204418425), (1, 0.10475069836541107), (3, 0.11921738381059463), (4, 0.18537088917632052), (8, 0.14007886053273433)]"
688,"('cela', 'PRON')",4,"[(0, 0.1461452160305005), (1, 0.10421614392267894), (3, 0.13402814145712888), (4, 0.18243732899297255), (8, 0.13628191460837613)]"
690,"('celui', 'PRON')",8,"[(0, 0.1411650298488551), (1, 0.13238916256769473), (3, 0.14562039852474729), (8, 0.33364050871377493)]"
691,"('celui-ci', 'PRON')",4,"[(0, 0.1260510984430697), (1, 0.1161257337879439), (3, 0.12643450108574822), (4, 0.17822118473339443), (8, 0.12701001822984592)]"
692,"('censé', 'ADJ')",8,"[(0, 0.11502793778539461), (8, 0.36776329455672424)]"
694,"('centaine', 'NOUN')",1,"[(0, 0.21286720948026175), (1, 0.4565202033385188)]"
702,"('certain', 'PRON')",4,"[(0, 0.13771851096182647), (1, 0.11089889227521406), (3, 0.11327662485678057), (4, 0.1628648860735864), (8, 0.16125430092622434)]"
705,"('chacun', 'PRON')",8,"[(0, 0.1572487986618783), (1, 0.13145233590730226), (3, 0.18040808343171547), (4, 0.11403000053077336), (8, 0.1837256682953456)]"
706,"('chaleureux', 'ADJ')",2,"[(0, 0.1064087572760561), (2, 0.2520161511804432), (3, 0.162816530673707), (8, 0.13385354301168254), (9, 0.12262088456671137)]"
709,"('champion', 'NOUN')",0,"[(0, 0.5261731910522949), (3, 0.2899943616560429)]"
711,"('chance', 'NOUN')",1,"[(0, 0.11990716325576728), (1, 0.718795336333813)]"
722,"('chaque', 'DET')",9,"[(4, 0.12924756223704995), (9, 0.27360890080348643)]"
723,"('charbon', 'NOUN')",0,"[(0, 0.6339772521813458), (1, 0.10014448427068555), (3, 0.1591794603071847)]"
733,"('chef-lieu', 'NOUN')",0,"[(0, 0.5704279725567972), (1, 0.14284558924343083), (8, 0.10978598917573436)]"
735,"('cher', 'ADJ')",8,"[(0, 0.15467243996246144), (3, 0.13255049670912766), (8, 0.3572344958456818)]"
737,"('chercheur', 'NOUN')",0,"[(0, 0.6528931309138285), (1, 0.11494456543060227)]"
739,"('chevalier', 'NOUN')",0,"[(0, 0.6409063846566525), (3, 0.13678987530513187)]"
740,"('chez', 'ADP')",4,"[(4, 0.3551103706252878), (9, 0.10816789993835232)]"
746,"('chose', 'NOUN')",1,"[(0, 0.11950328435959129), (1, 0.7659305177802855)]"
748,"('chrétien', 'NOUN')",0,"[(0, 0.5858814588248988), (1, 0.13891584337840873), (3, 0.13791619494547472)]"
751,"('chômage', 'NOUN')",0,"[(0, 0.5511745786728572), (1, 0.11279723859726488), (3, 0.17162707534780386)]"
764,"('citoyen', 'NOUN')",0,"[(0, 0.731696253531952), (1, 0.1030016246424208)]"
768,"('clair', 'ADJ')",8,"[(2, 0.13187002737913717), (3, 0.10882281427793328), (8, 0.32610934254243273)]"
776,"('client', 'NOUN')",0,"[(0, 0.7065658973266357), (1, 0.11418838885963485)]"
777,"('clientèle', 'NOUN')",1,"[(0, 0.10848979331911897), (1, 0.7391450578739072)]"
781,"('clé', 'NOUN')",1,"[(0, 0.1323346078035767), (1, 0.6565954655103429)]"
782,"('cm', 'NOUN')",3,"[(0, 0.1106294203051264), (3, 0.37739526412631663), (7, 0.11237048677838335)]"
783,"('coalition', 'NOUN')",1,"[(0, 0.1250687508788284), (1, 0.7464318015176707)]"
786,"('col', 'NOUN')",0,"[(0, 0.7688005291717183), (1, 0.10216481532098713)]"
800,"('commande', 'NOUN')",1,"[(0, 0.1793496374078254), (1, 0.6717509817747496)]"
803,"('comme', 'ADP')",4,"[(4, 0.358942624802892), (9, 0.16935512265488295)]"
804,"('comme', 'CCONJ')",4,"[(4, 0.1982670884462933), (9, 0.14597615693601804)]"
819,"('communiqué', 'NOUN')",0,"[(0, 0.6987319455129117), (1, 0.11956075711443172)]"
822,"('compagnon', 'NOUN')",0,"[(0, 0.4656444229537304), (1, 0.11645236139791375), (3, 0.23060632319984004)]"
824,"('compatriote', 'NOUN')",0,"[(0, 0.25685733081641204), (1, 0.19309831661184457), (3, 0.12403746931545624), (8, 0.12897050317690412)]"
825,"('complet', 'ADJ')",2,"[(2, 0.5288491229770407), (9, 0.11512749654966327)]"
826,"('complexe', 'ADJ')",8,"[(1, 0.10266446036715503), (2, 0.1316990842905739), (3, 0.10499066374407627), (8, 0.22938394594917808), (9, 0.1212204738958925)]"
832,"('compositeur', 'NOUN')",0,"[(0, 0.45780278524949203), (3, 0.20326813452717088), (8, 0.10230083016521416)]"
835,"('compte', 'NOUN')",0,"[(0, 0.5037628952159784), (1, 0.10310259745444089), (3, 0.2560144921593419)]"
837,"('compétence', 'NOUN')",1,"[(0, 0.14721690897951417), (1, 0.6980890670416552)]"
838,"('compétent', 'ADJ')",8,"[(0, 0.10229884424883383), (1, 0.10371559279847768), (2, 0.11615817561716504), (3, 0.13465916551934426), (8, 0.2666820231679093)]"
846,"('concernant', 'ADP')",4,"[(4, 0.25774683592860975), (9, 0.13802809265272017)]"
856,"('condition', 'NOUN')",1,"[(0, 0.17415028618845813), (1, 0.6592017870470155)]"
859,"('confiance', 'NOUN')",1,"[(0, 0.12416382538354938), (1, 0.4789566177580487), (3, 0.12059313582225054)]"
866,"('connaissance', 'NOUN')",1,"[(0, 0.13970569009638015), (1, 0.7136109476807959)]"
868,"('connu', 'ADJ')",0,"[(0, 0.1704170713476798), (1, 0.14432828307098652), (3, 0.16834430362051894), (8, 0.1387125178464125)]"
871,"('conscience', 'NOUN')",1,"[(0, 0.10578097513679613), (1, 0.6222751453927657)]"
873,"('conseiller', 'NOUN')",0,"[(0, 0.3680992932984985), (1, 0.10417280232012359), (3, 0.15299510875174516), (8, 0.1994973500463312)]"
880,"('consommateur', 'NOUN')",0,"[(0, 0.6820827580974479), (1, 0.1272818250703907)]"
896,"('contexte', 'NOUN')",0,"[(0, 0.7445780905709322), (1, 0.10945455976728455)]"
897,"('continent', 'NOUN')",0,"[(0, 0.6773094793180838), (1, 0.11763309544669161)]"
901,"('contrairement', 'ADV')",8,"[(0, 0.1101509731599892), (1, 0.10988412305329595), (4, 0.1733389890438648), (5, 0.11315179991509762), (8, 0.21747959340775877)]"
903,"('contre', 'ADP')",4,"[(4, 0.3498336001882207), (9, 0.12447112237062703)]"
905,"('contribution', 'NOUN')",1,"[(0, 0.15083019108249837), (1, 0.663368209058211)]"
913,"('convivial', 'ADJ')",8,"[(1, 0.11914829908925928), (2, 0.186383631015132), (3, 0.12021270642136186), (8, 0.1894348131100288), (9, 0.11529965068073941)]"
920,"('cou', 'NOUN')",0,"[(0, 0.7321132092074022), (1, 0.11516066966164398)]"
928,"('courant', 'ADJ')",2,"[(2, 0.383017508891354), (8, 0.12101069919556824), (9, 0.12373117452500736)]"
930,"('coureur', 'NOUN')",0,"[(0, 0.4440064156693848), (1, 0.14913969941624505), (8, 0.15703134795879287)]"
945,"('critique', 'NOUN')",1,"[(0, 0.2049121414140093), (1, 0.691899077734608)]"
947,"('critère', 'NOUN')",0,"[(0, 0.7014142617103086), (1, 0.1290258061422723)]"
951,"('créateur', 'NOUN')",0,"[(0, 0.6769252982259786), (3, 0.11120022865597196)]"
953,"('crédit', 'NOUN')",0,"[(0, 0.6170653451082382), (3, 0.22597709892489837)]"
961,"('cyclisme', 'NOUN')",0,"[(0, 0.353486818437956), (1, 0.1265447778190035), (3, 0.3441331729947795)]"
962,"('cycliste', 'ADJ')",2,"[(2, 0.4580644154907648), (9, 0.1577289250126792)]"
963,"('cyrillique', 'ADJ')",2,"[(2, 0.46198088583950386), (9, 0.11135275912148042)]"
974,"('dangereux', 'ADJ')",9,"[(2, 0.30519182361289643), (9, 0.32245087376460524)]"
975,"('dans', 'ADP')",4,"[(4, 0.3300776943424589), (9, 0.14193989404742494)]"
979,"('davantage', 'ADV')",4,"[(4, 0.4499538671204914), (8, 0.1377526652890189)]"
980,"('de', 'ADP')",4,"[(4, 0.3156916160609155), (9, 0.16015970740495794)]"
985,"('demi-finale', 'NOUN')",1,"[(0, 0.18099442935830298), (1, 0.6242933271723649)]"
986,"('depuis', 'ADP')",4,"[(4, 0.3563931858006472), (9, 0.12606433123824654)]"
988,"('dernier', 'ADJ')",9,"[(0, 0.11620037602588115), (9, 0.5938734194446883)]"
989,"('derrière', 'ADP')",4,"[(4, 0.4422634026804608), (9, 0.1158677800280192)]"
995,"('destination', 'NOUN')",1,"[(0, 0.12889216797651867), (1, 0.5204205329164743), (3, 0.10547687291228877), (8, 0.1117056620349615)]"
1000,"('devant', 'ADP')",4,"[(4, 0.3650967581670828), (9, 0.1334194056695162)]"
1002,"('devise', 'NOUN')",1,"[(0, 0.1421354826027496), (1, 0.7254906906546369)]"
1004,"('di', 'ADP')",4,"[(4, 0.15113356077937695), (5, 0.11958510980748029), (9, 0.11179051123710307)]"
1008,"('difficile', 'ADJ')",8,"[(0, 0.1084425045750656), (3, 0.10033435470985111), (8, 0.46439098123219097)]"
1009,"('difficulté', 'NOUN')",1,"[(0, 0.12100865549654824), (1, 0.7291970597316139)]"
1012,"('différence', 'NOUN')",1,"[(0, 0.10784947999006289), (1, 0.8205453976331465)]"
1013,"('différent', 'ADJ')",9,"[(2, 0.17630255542230228), (9, 0.30133916884118406)]"
1016,"('dimanche', 'NOUN')",0,"[(0, 0.5936174997726398), (1, 0.1031146486581253), (3, 0.12445121239301914)]"
1018,"('diocèse', 'NOUN')",0,"[(0, 0.7294018901416875), (1, 0.10740131507893554)]"
1023,"('directement', 'ADV')",4,"[(4, 0.4721462380439404), (8, 0.11370941964605051)]"
1024,"('directeur', 'NOUN')",0,"[(0, 0.5332806498311649), (1, 0.1183686586469063), (8, 0.13804470432316487)]"
1026,"('dirigeant', 'NOUN')",0,"[(0, 0.7629585379631526), (1, 0.10543325559508272)]"
1045,"('divers', 'ADJ')",9,"[(2, 0.12869891760108357), (6, 0.16514840080354404), (9, 0.24566522681993452)]"
1050,"('dizaine', 'NOUN')",1,"[(0, 0.16727647479858213), (1, 0.5287284280252746)]"
1051,"('docteur', 'NOUN')",0,"[(0, 0.7115063639257861), (1, 0.11257803636459691)]"
1052,"('doctorat', 'NOUN')",0,"[(0, 0.7092388950154496), (1, 0.12026132523299257)]"
1053,"('document', 'NOUN')",0,"[(0, 0.5778132123733126), (1, 0.1390392291260286)]"
1055,"('dollar', 'NOUN')",3,"[(3, 0.4630442137452482), (7, 0.22817936307017683)]"
1058,"('domicile', 'NOUN')",3,"[(0, 0.24156467558293107), (1, 0.10853814542133085), (3, 0.4394042633232853)]"
1060,"('domination', 'NOUN')",1,"[(0, 0.11682831898608168), (1, 0.6987591334028382)]"
1064,"('donc', 'CCONJ')",4,"[(4, 0.35625642227750765), (9, 0.1159081612202875)]"
1066,"('donnée', 'NOUN')",1,"[(0, 0.14595862506698093), (1, 0.6429507001527586)]"
1067,"('dont', 'PRON')",4,"[(4, 0.2992810258216502), (9, 0.12337739786754497)]"
1072,"('doute', 'NOUN')",0,"[(0, 0.7395783107209754), (1, 0.10944117557031689)]"
1078,"('drogue', 'NOUN')",1,"[(0, 0.11789462305484195), (1, 0.45789030660470964), (3, 0.15726298151015602)]"
1082,"('du', 'DET')",9,"[(4, 0.13635576035243305), (9, 0.2776527348209408)]"
1085,"('dur', 'ADJ')",2,"[(2, 0.346522809264607), (9, 0.3058330857916108)]"
1087,"('durant', 'ADP')",4,"[(4, 0.29449132169453446), (9, 0.14881815533009982)]"
1091,"('dès', 'ADP')",4,"[(4, 0.45568416726923205), (9, 0.11211378272283769)]"
1096,"('décembre', 'NOUN')",3,"[(0, 0.10098542124301903), (3, 0.4282884829476995)]"
1110,"('décès', 'NOUN')",0,"[(0, 0.6634604335580155), (3, 0.17209857193487482)]"
1111,"('décéder', 'VERB')",8,"[(0, 0.10476928245525144), (8, 0.44587768152836726)]"
1116,"('défenseur', 'NOUN')",0,"[(0, 0.6045789672098256), (3, 0.21038189325996542)]"
1124,"('délai', 'NOUN')",0,"[(0, 0.6813960427085194), (3, 0.13046308034643406)]"
1125,"('délicieux', 'ADJ')",8,"[(0, 0.11527860169012498), (1, 0.10599283250093236), (8, 0.3083270776908189), (9, 0.11767385301212557)]"
1129,"('démocratie', 'NOUN')",1,"[(0, 0.10039148137675771), (1, 0.7918609590369275)]"
1132,"('dénommer', 'VERB')",8,"[(0, 0.1207230973482596), (8, 0.5066061711368711)]"
1135,"('département', 'NOUN')",0,"[(0, 0.7317917250760717), (1, 0.12824448567801022)]"
1147,"('désir', 'NOUN')",0,"[(0, 0.7222411105241375), (1, 0.12724545176636237)]"
1150,"('détail', 'NOUN')",0,"[(0, 0.6199526891127216), (1, 0.1339230397506306), (3, 0.10619569693753778)]"
1159,"('efficace', 'ADJ')",3,"[(0, 0.11786509787762017), (1, 0.12393407737758352), (2, 0.15130976173435803), (3, 0.16143646138839102), (8, 0.13454151441061604), (9, 0.10996445183734739)]"
1160,"('efficacité', 'NOUN')",1,"[(0, 0.1720135810512303), (1, 0.6167736001401171)]"
1164,"('empereur', 'NOUN')",0,"[(0, 0.6057942396225056), (1, 0.18513515868267075)]"
1165,"('empire', 'NOUN')",0,"[(0, 0.7616139232004047), (1, 0.12149028448152771)]"
1167,"('emploi', 'NOUN')",0,"[(0, 0.7228708938413095), (3, 0.159891688528104)]"
1169,"('employé', 'NOUN')",0,"[(0, 0.5445317234290029), (1, 0.15911772458679374)]"
1174,"('en', 'ADP')",4,"[(4, 0.3249879023269482), (6, 0.10253869257861153), (9, 0.1568844705460206)]"
1175,"('en', 'PRON')",4,"[(0, 0.10172932039449013), (4, 0.27144098749940826), (8, 0.1321319983707819)]"
1180,"('endémique', 'ADJ')",8,"[(0, 0.10014874778974688), (1, 0.115120408968804), (8, 0.40529367364593044)]"
1181,"('enfance', 'NOUN')",1,"[(0, 0.16204324416945978), (1, 0.6427954181711689)]"
1182,"('enfant', 'NOUN')",0,"[(0, 0.3957202966061546), (1, 0.2538742901259154), (3, 0.14073845711551225)]"
1185,"('engagement', 'NOUN')",0,"[(0, 0.6457067956727948), (1, 0.13478341537903554)]"
1190,"('ennemi', 'NOUN')",0,"[(0, 0.6230755748772342), (1, 0.1862966564404722)]"
1195,"('enseignant', 'NOUN')",0,"[(0, 0.5718203699187605), (1, 0.1266839468295382), (3, 0.16164165180833143)]"
1198,"('ensemble', 'ADV')",4,"[(4, 0.33444196761062256), (8, 0.11649761515463002)]"
1207,"('entraînement', 'NOUN')",3,"[(0, 0.10913164172253954), (3, 0.5681807708009947)]"
1209,"('entraîneur', 'NOUN')",0,"[(0, 0.5496848088077427), (3, 0.16733444486199872)]"
1210,"('entre', 'ADP')",4,"[(4, 0.3295449232975129), (6, 0.10422269617886173), (9, 0.12285898456038108)]"
1215,"('entretien', 'NOUN')",0,"[(0, 0.7454776924900703), (1, 0.10072528143833037)]"
1217,"('envers', 'ADP')",4,"[(4, 0.26376098477764387), (9, 0.13693161783094096)]"
1218,"('environ', 'ADV')",4,"[(4, 0.2046008387183055), (6, 0.1494440953202085)]"
1219,"('environnement', 'NOUN')",0,"[(0, 0.8110499897306754), (1, 0.10165163809832643)]"
1224,"('esclave', 'NOUN')",3,"[(0, 0.32281979012690065), (1, 0.10153009375597763), (3, 0.3652550141961526)]"
1227,"('espagnol', 'NOUN')",0,"[(0, 0.45494894606471475), (1, 0.1346877472878131), (3, 0.21618600197145135)]"
1230,"('espèce', 'NOUN')",1,"[(0, 0.1463983666268716), (1, 0.6602086230074189)]"
1232,"('essai', 'NOUN')",0,"[(0, 0.5256125567233995), (3, 0.25470640609008716)]"
1234,"('essentiel', 'ADJ')",2,"[(2, 0.3016974708318386), (8, 0.1806205991495705)]"
1235,"('essentiel', 'NOUN')",0,"[(0, 0.6169675782472748), (1, 0.19434390921733705)]"
1237,"('est', 'NOUN')",0,"[(0, 0.5660895476309346), (1, 0.17481420770627423), (3, 0.12620880879309418)]"
1239,"('et', 'CCONJ')",4,"[(4, 0.44578633681729285), (9, 0.10770263532878549)]"
1240,"('etc.', 'X')",5,"[(3, 0.10631041020260724), (5, 0.13492623080492672), (7, 0.123803259340543), (8, 0.11972346290443621)]"
1242,"('euro', 'NOUN')",3,"[(3, 0.5741309041390443), (7, 0.1542901832441201)]"
1244,"('eux', 'PRON')",4,"[(0, 0.11968493492887762), (1, 0.10006159029444171), (4, 0.20537135006137777), (8, 0.13021672241706134)]"
1245,"('eux-mêmes', 'PRON')",3,"[(0, 0.12270778787212776), (3, 0.14952981148238967), (4, 0.12140151025050153), (7, 0.12154753591256381), (8, 0.1267893340240672)]"
1248,"('exception', 'NOUN')",1,"[(0, 0.14441556703844546), (1, 0.7527200418924935)]"
1251,"('exemplaire', 'NOUN')",3,"[(0, 0.2751149024731518), (3, 0.3490485784269603)]"
1259,"('expert', 'NOUN')",0,"[(0, 0.7451366409926273), (1, 0.10035726873703663)]"
1263,"('exploration', 'NOUN')",1,"[(0, 0.11477158128762031), (1, 0.8080081581075043)]"
1265,"('exportation', 'NOUN')",1,"[(0, 0.16938450292930934), (1, 0.6527864839446057)]"
1275,"('extraire', 'VERB')",8,"[(0, 0.11258620919960255), (3, 0.1188727224592015), (8, 0.364271938954943)]"
1276,"('extrémité', 'NOUN')",1,"[(0, 0.16944983743757916), (1, 0.7467829869464095)]"
1280,"('extérieur', 'NOUN')",0,"[(0, 0.6865772003080343), (1, 0.16077246198610767)]"
1282,"('exécution', 'NOUN')",1,"[(0, 0.14336248025094298), (1, 0.7055135593629598)]"
1284,"('fabrication', 'NOUN')",1,"[(0, 0.10408478738384154), (1, 0.7488906576030614)]"
1286,"('face', 'NOUN')",1,"[(0, 0.1390666575805565), (1, 0.5480329165893052)]"
1287,"('facile', 'ADJ')",8,"[(0, 0.10127889120807079), (1, 0.1198216793130599), (8, 0.41451550862634334)]"
1292,"('faible', 'ADJ')",9,"[(8, 0.14688817240727203), (9, 0.378561715228386)]"
1293,"('faire', 'AUX')",4,"[(0, 0.11455817284850137), (1, 0.10642012046437618), (4, 0.17900930667261372), (8, 0.17400880053275602)]"
1296,"('falloir', 'VERB')",8,"[(0, 0.10071225987680668), (8, 0.49932562037742667)]"
1301,"('faveur', 'NOUN')",1,"[(0, 0.15162759263463746), (1, 0.38542547618598877), (3, 0.14754844507495443)]"
1302,"('favorable', 'ADJ')",2,"[(2, 0.21884381472202183), (3, 0.11667651787102104), (8, 0.20552186022665433), (9, 0.11105029814557892)]"
1305,"('façon', 'NOUN')",1,"[(0, 0.1203455723491551), (1, 0.6195587618085694)]"
1308,"('fer', 'NOUN')",3,"[(3, 0.4995718035357213), (7, 0.1322267719391253)]"
1315,"('fiction', 'NOUN')",1,"[(0, 0.12167051382745876), (1, 0.4899105141926135), (3, 0.12384655042084862)]"
1316,"('fidèle', 'ADJ')",8,"[(0, 0.1574067255019333), (1, 0.1075029014057729), (3, 0.11483148602903716), (8, 0.2188679125751944), (9, 0.16765566330467027)]"
1318,"('fil', 'NOUN')",0,"[(0, 0.6686264373337942), (1, 0.13456025804448482), (3, 0.10353919536168273)]"
1319,"('filiale', 'NOUN')",1,"[(0, 0.10842876536883522), (1, 0.7536934439063115)]"
1322,"('fils', 'NOUN')",0,"[(0, 0.6452796705455844), (1, 0.10745136164054844), (8, 0.10053390805248337)]"
1323,"('fin', 'NOUN')",1,"[(0, 0.10950863288814174), (1, 0.7935008674136138)]"
1327,"('finance', 'NOUN')",1,"[(0, 0.20820190336011718), (1, 0.33381370474063876), (3, 0.10962583386804754)]"
1332,"('fleur', 'NOUN')",1,"[(0, 0.10849518128604056), (1, 0.6596467183300395)]"
1335,"('flux', 'NOUN')",0,"[(0, 0.7289621959307722), (1, 0.10055556949182279)]"
1337,"('fois', 'NOUN')",1,"[(0, 0.13525805842702476), (1, 0.628948834572286)]"
1339,"('fonctionnaire', 'NOUN')",0,"[(0, 0.5341543369575058), (1, 0.1308903627064941), (3, 0.11475763843198598)]"
1340,"('fonctionnement', 'NOUN')",0,"[(0, 0.609025649363939), (1, 0.10501455720773299), (3, 0.17465495502770667)]"
1343,"('fondateur', 'NOUN')",0,"[(0, 0.5343282562630701), (1, 0.13947861475674253), (8, 0.10750934995933975)]"
1347,"('football', 'NOUN')",3,"[(3, 0.4693131336224975), (7, 0.133450617612908)]"
1348,"('footballeur', 'NOUN')",0,"[(0, 0.27519322371980276), (1, 0.14689942602007472), (8, 0.20934665451139184)]"
1351,"('format', 'NOUN')",0,"[(0, 0.7136691524777125), (3, 0.12258203931950692)]"
1357,"('fort', 'NOUN')",0,"[(0, 0.7471747230897087), (1, 0.10364929005704675)]"
1363,"('frais', 'ADJ')",8,"[(0, 0.10792678180308435), (3, 0.10359415240622204), (8, 0.3553837732018057)]"
1364,"('franc', 'NOUN')",3,"[(3, 0.6087900703381908), (7, 0.12949355594455667)]"
1366,"('franchise', 'NOUN')",1,"[(0, 0.11137576183043865), (1, 0.7728905505601326)]"
1371,"('froid', 'ADJ')",2,"[(2, 0.31165470363248193), (3, 0.12033674541155893), (8, 0.11062343029935995), (9, 0.10924557880005667)]"
1376,"('frère', 'NOUN')",0,"[(0, 0.6662522151944392), (1, 0.12544666854792755)]"
1387,"('février', 'NOUN')",3,"[(0, 0.1057749581363334), (3, 0.3881396048825539)]"
1399,"('gauche', 'NOUN')",1,"[(0, 0.11031545645018205), (1, 0.44604308917417995), (3, 0.15470902967611)]"
1400,"('gaz', 'NOUN')",0,"[(0, 0.6155880588123442), (3, 0.2176566517179898)]"
1402,"('gens', 'NOUN')",0,"[(0, 0.39390887298100374), (1, 0.28169144159339154)]"
1405,"('glace', 'NOUN')",1,"[(0, 0.10658192454772109), (1, 0.26468188575674556), (3, 0.20655750598904404), (7, 0.14980919987674549)]"
1414,"('gratuit', 'ADJ')",2,"[(2, 0.5119388301298047), (9, 0.10764964475931227)]"
1415,"('grave', 'ADJ')",9,"[(2, 0.2147213844202389), (9, 0.4711880677598342)]"
1416,"('gravure', 'NOUN')",1,"[(0, 0.10736818161258292), (1, 0.6895020101853281)]"
1424,"('guitare', 'NOUN')",1,"[(0, 0.1281107972114183), (1, 0.7303519576953889)]"
1433,"('h', 'NOUN')",3,"[(0, 0.10741633895146295), (1, 0.13729931270340773), (3, 0.25871723341055053), (7, 0.11720229395612376), (8, 0.11182561679853979)]"
1434,"('h', 'NUM')",3,"[(0, 0.10925814106467155), (1, 0.1072200574252599), (3, 0.24733518863261417), (7, 0.15859867149297405)]"
1435,"('ha', 'NOUN')",3,"[(0, 0.11431415344522673), (3, 0.33887466509469893), (7, 0.11448497304055935)]"
1436,"('habitant', 'NOUN')",3,"[(0, 0.24835142167841598), (1, 0.12569542669697384), (3, 0.29957119446123026)]"
