row_idx,lexunit,primary_cluster,clusters_above_threshold,entropy
542,"('auprès', 'ADV')",3,"[(3, 0.20610994906292582), (5, 0.20362129787932562), (7, 0.12079424010231155), (8, 0.11274399872976877)]",0.830255553436888
546,"('autant', 'PRON')",5,"[(5, 0.317281528529313), (7, 0.13420225282322787), (8, 0.1164089109601325)]",0.8047566122524902
548,"('automne', 'NOUN')",7,"[(7, 0.6364990294430911), (8, 0.1492306260838545)]",0.8243970424231127
552,"('autorisation', 'NOUN')",8,"[(7, 0.11901649041658767), (8, 0.7513905475129805)]",0.6753191244849913
554,"('autorité', 'NOUN')",8,"[(7, 0.17019610622789313), (8, 0.704750161014007)]",0.7905744022341669
555,"('autoroute', 'NOUN')",8,"[(7, 0.17100987292862785), (8, 0.732295106082659)]",0.7648760476597448
556,"('autour', 'ADV')",3,"[(3, 0.21226336365314935), (5, 0.2077889022703286), (7, 0.11683508606832173), (8, 0.11284276816709128)]",0.8313655131529801
557,"('autre', 'ADJ')",0,"[(0, 0.6215274394183611), (1, 0.14538487374696715)]",0.8309043191598807
558,"('autre', 'PRON')",7,"[(7, 0.35684208139928264), (8, 0.3044069802823483)]",1.0528365966768725
560,"('aval', 'NOUN')",7,"[(2, 0.11735206309514745), (7, 0.5453950716715449), (8, 0.1705900577478569)]",0.8044383847784604
561,"('avance', 'NOUN')",8,"[(7, 0.1028059724553759), (8, 0.7850456488869669)]",0.6115095183663465
563,"('avant', 'ADP')",1,"[(1, 0.4672638569738272), (3, 0.1333294441039548)]",0.9004908832491011
564,"('avant', 'ADV')",3,"[(3, 0.2760538791737094), (4, 0.10354455143896764), (5, 0.143062448937517)]",0.7903789364604824
565,"('avant', 'NOUN')",7,"[(7, 0.5542594500927286), (8, 0.17829969965348)]",0.915420581461456
566,"('avantage', 'NOUN')",7,"[(7, 0.7173004985523289), (8, 0.1523994725835768)]",0.7574611896599898
568,"('avenir', 'NOUN')",7,"[(7, 0.6267866459923354), (8, 0.22006098823668485)]",0.9030437793854149
573,"('avoir', 'AUX')",3,"[(1, 0.10247403297105485), (3, 0.22806391935415143), (5, 0.13953782510420137), (7, 0.10074187140969808)]",0.7765950954401173
576,"('avril', 'NOUN')",7,"[(2, 0.12745260276510165), (5, 0.10756483506624977), (7, 0.16375935258028165), (8, 0.11091060233784515)]",0.7520638739022313
581,"('aîné', 'ADJ')",9,"[(0, 0.11189890738455369), (9, 0.5670590235083917)]",0.8176682297328067
584,"('bain', 'NOUN')",2,"[(2, 0.611452073254547), (7, 0.10045011032959739)]",0.7669778227964763
587,"('banlieue', 'NOUN')",8,"[(2, 0.107412595345802), (7, 0.10378055950758852), (8, 0.642012347677626)]",0.6911124340967898
590,"('bar', 'NOUN')",7,"[(7, 0.7583391598561928), (8, 0.10111326489569719)]",0.6369176721868561
591,"('baron', 'NOUN')",7,"[(7, 0.7476366767482393), (8, 0.10072216975928647)]",0.6472476156075423
594,"('bas', 'ADJ')",0,"[(0, 0.5708529553236099), (9, 0.1766065270012928)]",0.9034726636085453
597,"('basse', 'NOUN')",8,"[(7, 0.11603147938878837), (8, 0.7806926919954367)]",0.6394002006052449
601,"('batterie', 'NOUN')",8,"[(7, 0.10237373807768022), (8, 0.7770120912583587)]",0.6194387329416547
605,"('beaucoup', 'PRON')",5,"[(3, 0.16720498648885873), (4, 0.10160515133505867), (5, 0.21519115969321265), (7, 0.13796445745139027), (8, 0.12733560822487536)]",0.8684244882937244
607,"('besoin', 'NOUN')",7,"[(7, 0.639384228181468), (8, 0.13152063292648838)]",0.7974728431823241
612,"('bilan', 'NOUN')",7,"[(7, 0.8176435045210851), (8, 0.10156519226541645)]",0.5726061622219034
616,"('blessure', 'NOUN')",8,"[(7, 0.12448832640001814), (8, 0.771853340766215)]",0.6625671028027983
619,"('bois', 'NOUN')",7,"[(2, 0.2670266987623059), (7, 0.4385508042252229), (8, 0.10802611030695894)]",0.8687975887029682
622,"('bonheur', 'NOUN')",7,"[(7, 0.5375288929706155), (8, 0.18559734908461387)]",0.9323587672299622
625,"('bouddhisme', 'NOUN')",7,"[(7, 0.7438078531204204), (8, 0.109734509578562)]",0.667428378846517
626,"('bourg', 'NOUN')",7,"[(7, 0.7039432785774437), (8, 0.13284115180523226)]",0.7433888348243961
628,"('bout', 'NOUN')",7,"[(7, 0.7277050279734649), (8, 0.14645692453224587)]",0.7396051263446236
633,"('bref', 'INTJ')",3,"[(1, 0.1308498943784584), (3, 0.18034293738263193), (4, 0.10603422783654025), (5, 0.10170806547812647)]",0.7541165639772678
635,"('britannique', 'NOUN')",7,"[(7, 0.6541144151702983), (8, 0.14556963177642526)]",0.805285321877901
636,"('bronze', 'NOUN')",2,"[(2, 0.5331004899036352), (7, 0.1281871482627383)]",0.8637049041873537
647,"(""c'est-à-dire"", 'CCONJ')",1,"[(0, 0.11025220757400037), (1, 0.29371762752148023), (3, 0.1248780560903051)]",0.7853062540691486
648,"('cabaret', 'NOUN')",2,"[(2, 0.33384166157727785), (7, 0.3225114023239584), (8, 0.1015440364357474)]",0.8769891361400982
662,"('capable', 'ADJ')",5,"[(5, 0.4839786844057674), (7, 0.10672642068995783)]",0.851232253334846
668,"('car', 'CCONJ')",3,"[(1, 0.14605605889040954), (3, 0.33300364561619483)]",0.9336385402219263
669,"('caractère', 'NOUN')",7,"[(7, 0.7077591952389942), (8, 0.13771497131114654)]",0.7468361687661261
671,"('caractéristique', 'ADJ')",9,"[(0, 0.12214607412252781), (5, 0.15214298262126952), (8, 0.11547485758573213), (9, 0.2800014436889853)]",0.8288273148250467
672,"('caractéristique', 'NOUN')",8,"[(7, 0.1591843885203226), (8, 0.6564530323677418)]",0.8206564167683149
674,"('carrière', 'NOUN')",8,"[(7, 0.15926597171908927), (8, 0.5525201512300736)]",0.8950354279563829
677,"('catalogue', 'NOUN')",7,"[(7, 0.801758196771826), (8, 0.11312650019784327)]",0.6112378795730736
684,"('cavalier', 'NOUN')",7,"[(7, 0.7737707452383937), (8, 0.10473910024301246)]",0.6272513051155221
685,"('ce', 'DET')",1,"[(0, 0.22895880408077426), (1, 0.2584425256288576)]",0.9914604334597703
686,"('ce', 'PRON')",5,"[(0, 0.11687408342595933), (3, 0.13313670192806124), (5, 0.15524674805098684), (7, 0.1432831287310211)]",0.7840444902051176
687,"('ceci', 'PRON')",3,"[(3, 0.20322854991811506), (5, 0.13913664831741446), (7, 0.15195768955386824), (8, 0.10547906530405024)]",0.8092133375792981
688,"('cela', 'PRON')",3,"[(3, 0.20861669204133262), (5, 0.13547487753242177), (7, 0.15267068808712492), (8, 0.10475940408691861)]",0.8086686756638316
690,"('celui', 'PRON')",5,"[(5, 0.3545903227072766), (7, 0.16187869828565216), (8, 0.1412031074149854)]",0.8545468510933504
691,"('celui-ci', 'PRON')",3,"[(3, 0.18751392477929532), (5, 0.12561655203705802), (7, 0.1313176610982101), (8, 0.11570342459794987)]",0.7867069126969011
692,"('censé', 'ADJ')",5,"[(5, 0.37821888601809733), (7, 0.12171770621341377), (8, 0.10211905422923098)]",0.7801438503812752
693,"('cent', 'NUM')",1,"[(0, 0.10189657600431215), (1, 0.4649487988869006)]",0.8494327162968979
694,"('centaine', 'NOUN')",8,"[(7, 0.21654987240702223), (8, 0.47991963801553195)]",0.9862749131426137
701,"('certain', 'DET')",1,"[(0, 0.13090905628935992), (1, 0.3772806748099388)]",0.9145698058260492
702,"('certain', 'PRON')",3,"[(3, 0.17255129156476415), (5, 0.16015529981666818), (7, 0.1430780215681999), (8, 0.11245023147008987)]",0.8082356606912822
705,"('chacun', 'PRON')",5,"[(3, 0.13899117394600763), (5, 0.19442889247898176), (7, 0.18152424256447572), (8, 0.14093753182525945)]",0.8501778562968569
706,"('chaleureux', 'ADJ')",9,"[(0, 0.145290828198042), (5, 0.14634866004825797), (7, 0.12377012277848402), (9, 0.2746617195974451)]",0.8476083309462141
711,"('chance', 'NOUN')",8,"[(7, 0.11645155004719215), (8, 0.7332423939429203)]",0.6894828761354101
722,"('chaque', 'DET')",1,"[(0, 0.20354711120022512), (1, 0.23258164771204423)]",0.9568554131875738
723,"('charbon', 'NOUN')",7,"[(7, 0.7357912870068588), (8, 0.10298122679499315)]",0.6634161487052097
733,"('chef-lieu', 'NOUN')",7,"[(5, 0.11869098529514473), (7, 0.5801267596585103), (8, 0.1548868982613455)]",0.7807262309548713
735,"('cher', 'ADJ')",5,"[(5, 0.38249963864304987), (7, 0.17320070321675557), (8, 0.10340201336937713)]",0.824584733038521
737,"('chercheur', 'NOUN')",7,"[(7, 0.6840737118568941), (8, 0.12255691018175863)]",0.7458800636415056
740,"('chez', 'ADP')",1,"[(1, 0.5094445288522788), (3, 0.10615404254353634)]",0.8391810064251667
746,"('chose', 'NOUN')",8,"[(7, 0.11114622307746752), (8, 0.786697600427254)]",0.6245654448325203
748,"('chrétien', 'NOUN')",7,"[(7, 0.6607976161145611), (8, 0.14636312387979902)]",0.8007453044915985
751,"('chômage', 'NOUN')",7,"[(7, 0.650870131902488), (8, 0.11831128497374963)]",0.7675727670921443
756,"('cinq', 'NUM')",1,"[(0, 0.11251207060581778), (1, 0.49659731319412065)]",0.8561105900916236
764,"('citoyen', 'NOUN')",7,"[(7, 0.7903963259933613), (8, 0.10319809771188057)]",0.6063522350413083
768,"('clair', 'ADJ')",5,"[(0, 0.10321925585730811), (5, 0.3426014871310519), (7, 0.10838476724814591), (9, 0.13769579757129982)]",0.8044755218490313
776,"('client', 'NOUN')",7,"[(7, 0.7474090607140453), (8, 0.11831442673884489)]",0.6782601208802571
777,"('clientèle', 'NOUN')",8,"[(7, 0.10846452739324196), (8, 0.7445220090266038)]",0.6644754821571874
781,"('clé', 'NOUN')",8,"[(7, 0.136117963982832), (8, 0.6739378029356041)]",0.7753023060328982
782,"('cm', 'NOUN')",7,"[(2, 0.14013166837873878), (5, 0.12349132444143464), (6, 0.14363528664741698), (7, 0.16326984484204343), (8, 0.10671872667983696)]",0.8369929828046273
783,"('coalition', 'NOUN')",8,"[(7, 0.11413413851961723), (8, 0.7691939085454097)]",0.6485785662244823
786,"('col', 'NOUN')",7,"[(7, 0.7720476671690385), (8, 0.11398862159551117)]",0.6452883733767073
800,"('commande', 'NOUN')",8,"[(7, 0.1817870422466301), (8, 0.6849961718628097)]",0.8210306671153292
804,"('comme', 'CCONJ')",1,"[(0, 0.12575725343348038), (1, 0.23989425307534215), (3, 0.11560634775554847)]",0.7761029080386243
805,"('comme', 'SCONJ')",3,"[(1, 0.175479319825703), (3, 0.31286808097067864)]",0.9650469270087404
818,"('communication', 'NOUN')",8,"[(2, 0.13587287559008193), (7, 0.10769737055393358), (8, 0.607830060493711)]",0.7407685156443619
819,"('communiqué', 'NOUN')",7,"[(7, 0.7008476348558825), (8, 0.130773979693303)]",0.7432161242450105
822,"('compagnon', 'NOUN')",7,"[(7, 0.6078521948950653), (8, 0.1313267673242564)]",0.8211895406420963
824,"('compatriote', 'NOUN')",7,"[(5, 0.13441010258642272), (7, 0.271848576543007), (8, 0.20331614942654508)]",0.8626418647861134
825,"('complet', 'ADJ')",9,"[(0, 0.1333770173601918), (9, 0.5487609475630247)]",0.8627393077075438
826,"('complexe', 'ADJ')",5,"[(0, 0.1331284651941472), (5, 0.234700788054528), (7, 0.10429945426946036), (8, 0.10449401798817451), (9, 0.13463329880748234)]",0.8390374335006249
832,"('compositeur', 'NOUN')",7,"[(5, 0.11509192579929102), (7, 0.5758803342582941), (8, 0.10146400681092627)]",0.7270891045770337
835,"('compte', 'NOUN')",7,"[(7, 0.6774952105399377), (8, 0.11354244560556595)]",0.7369360747396337
837,"('compétence', 'NOUN')",8,"[(7, 0.14068513925908016), (8, 0.721619951444979)]",0.7377211921372528
838,"('compétent', 'ADJ')",5,"[(0, 0.10152233503247071), (5, 0.2832394601303528), (7, 0.11489177602375052), (8, 0.1082977542174696), (9, 0.12302007811817037)]",0.8304973003477863
840,"('comte', 'NOUN')",7,"[(7, 0.7464221755005327), (8, 0.10048543003655448)]",0.6480459199726037
856,"('condition', 'NOUN')",8,"[(7, 0.16554570138697955), (8, 0.6850906095517258)]",0.8033494299937698
859,"('confiance', 'NOUN')",8,"[(2, 0.1207583727698906), (7, 0.13617204087445348), (8, 0.46706300138402057)]",0.8031536505938489
866,"('connaissance', 'NOUN')",8,"[(7, 0.13182953112980933), (8, 0.7389561590648063)]",0.7078807953799943
868,"('connu', 'ADJ')",7,"[(5, 0.14962509241135954), (7, 0.1921459331094351), (8, 0.15461982326086895)]",0.8099472874339865
871,"('conscience', 'NOUN')",8,"[(7, 0.11659906517756212), (8, 0.6211829493445574)]",0.7881971577811517
873,"('conseiller', 'NOUN')",7,"[(5, 0.21742083898048928), (7, 0.43121946611748246), (8, 0.11416327543473538)]",0.8576553281346126
875,"('conservateur', 'ADJ')",9,"[(0, 0.10097428643590868), (9, 0.6770360093810562)]",0.714982029516163
880,"('consommateur', 'NOUN')",7,"[(7, 0.7167338920244494), (8, 0.1351903327390786)]",0.7346696918946518
894,"('contenu', 'NOUN')",7,"[(7, 0.7978418212932201), (8, 0.10002397334081065)]",0.5921949445167796
896,"('contexte', 'NOUN')",7,"[(7, 0.7524878595463372), (8, 0.1181100630890452)]",0.6727066547278849
897,"('continent', 'NOUN')",7,"[(7, 0.706734917604236), (8, 0.12343874183731286)]",0.726458323012007
901,"('contrairement', 'ADV')",5,"[(3, 0.2020558407475339), (4, 0.11014842533110455), (5, 0.20493107149113748), (7, 0.10698522335811401), (8, 0.10548561329165232)]",0.8495617228150061
903,"('contre', 'ADP')",1,"[(1, 0.49506733938811553), (3, 0.10150920322267405)]",0.8371610519847568
905,"('contribution', 'NOUN')",8,"[(7, 0.15221180753294739), (8, 0.6832121508130883)]",0.7888737194734169
913,"('convivial', 'ADJ')",5,"[(0, 0.12352037861642488), (5, 0.19825334594556443), (7, 0.10042571028793833), (8, 0.12189036672039288), (9, 0.19399004234495118)]",0.8603127837853873
917,"('correct', 'ADJ')",5,"[(5, 0.47101963426641), (7, 0.10808191033832662), (8, 0.10060973698842753)]",0.7519744470892273
920,"('cou', 'NOUN')",7,"[(7, 0.7371131723105), (8, 0.1259168057455386)]",0.7007836288807685
928,"('courant', 'ADJ')",9,"[(0, 0.13974498354208473), (5, 0.12557362490629662), (9, 0.3972291492844977)]",0.821305108806886
930,"('coureur', 'NOUN')",7,"[(5, 0.16661050718348067), (7, 0.44829244650920336), (8, 0.16049092464117296)]",0.8664315962102093
940,"('coûteux', 'ADJ')",5,"[(5, 0.5311155856416044), (7, 0.10453859663716654)]",0.8254321011221806
945,"('critique', 'NOUN')",8,"[(7, 0.20237416783087345), (8, 0.7119062419441938)]",0.8154583327725022
947,"('critère', 'NOUN')",7,"[(7, 0.7126063128458872), (8, 0.1422206375837666)]",0.7485182762606338
961,"('cyclisme', 'NOUN')",7,"[(2, 0.149587792521781), (7, 0.4888382560075392), (8, 0.15034348679982662)]",0.83646112026343
962,"('cycliste', 'ADJ')",9,"[(0, 0.1657953299125588), (9, 0.46188662257938756)]",0.9445500169967794
963,"('cyrillique', 'ADJ')",9,"[(0, 0.1188518699120071), (9, 0.4636939114526583)]",0.87932677416652
974,"('dangereux', 'ADJ')",0,"[(0, 0.34869941873966936), (9, 0.3057599935631543)]",1.052709041989568
975,"('dans', 'ADP')",1,"[(1, 0.457057781251484), (3, 0.10602653265822432)]",0.8595315090747914
980,"('de', 'ADP')",1,"[(0, 0.10253898198220046), (1, 0.5020449587071346)]",0.8360067178112442
985,"('demi-finale', 'NOUN')",8,"[(7, 0.1738029245113984), (8, 0.6404538131450237)]",0.8504664717448159
988,"('dernier', 'ADJ')",0,"[(0, 0.620188031160754), (7, 0.11599836588337156)]",0.7879499506023444
989,"('derrière', 'ADP')",1,"[(1, 0.39409111311339845), (3, 0.15787881317032218)]",0.9498702868715849
995,"('destination', 'NOUN')",8,"[(5, 0.11576126563821576), (7, 0.1460966738009721), (8, 0.5417200022500489)]",0.7852633777558167
998,"('deux', 'NUM')",1,"[(0, 0.10542245047046334), (1, 0.529218142356674)]",0.8280314510530588
1000,"('devant', 'ADP')",1,"[(1, 0.4862506975020519), (3, 0.10652014750820948)]",0.8499569617137851
1002,"('devise', 'NOUN')",8,"[(7, 0.12703083845388471), (8, 0.751832575048666)]",0.6875305996804186
1004,"('di', 'ADP')",1,"[(0, 0.10552861112644375), (1, 0.1666278695602615), (3, 0.11221282167385593), (4, 0.11516622776530117)]",0.7431850294969169
1008,"('difficile', 'ADJ')",5,"[(5, 0.48195112207798474), (7, 0.12039388374023768)]",0.8752173196523743
1009,"('difficulté', 'NOUN')",8,"[(7, 0.12161894295534413), (8, 0.7423157569124932)]",0.6887859992760077
1013,"('différent', 'ADJ')",0,"[(0, 0.3387762856896862), (1, 0.11645648679279186), (9, 0.1716069268724326)]",0.8370298909938806
1014,"('différent', 'DET')",1,"[(0, 0.12900142620833682), (1, 0.38693447844195566)]",0.911177877183897
1016,"('dimanche', 'NOUN')",7,"[(7, 0.6744288458434171), (8, 0.1070861125825301)]",0.7284075060816995
1018,"('diocèse', 'NOUN')",7,"[(7, 0.7550381022939078), (8, 0.11383199522582862)]",0.6629421289507057
1024,"('directeur', 'NOUN')",7,"[(5, 0.14588908578144216), (7, 0.575602971301024), (8, 0.1263766402484283)]",0.7829501927143797
1026,"('dirigeant', 'NOUN')",7,"[(7, 0.7846199025737748), (8, 0.11249011578227375)]",0.6291487617053679
1045,"('divers', 'ADJ')",0,"[(0, 0.2781768387402163), (1, 0.1579077428465967), (9, 0.13210549287183637)]",0.8326741251156238
1046,"('divers', 'DET')",1,"[(0, 0.12942126256645578), (1, 0.35337977772968343)]",0.912093831876292
1050,"('dizaine', 'NOUN')",8,"[(7, 0.17440364751623547), (8, 0.5587970766916502)]",0.9085776697258383
1051,"('docteur', 'NOUN')",7,"[(7, 0.7065229998157271), (8, 0.12531356114288478)]",0.7295911140466877
1052,"('doctorat', 'NOUN')",7,"[(7, 0.7453412235656586), (8, 0.12670181362006375)]",0.6936784377798758
1053,"('document', 'NOUN')",7,"[(7, 0.6177229028208737), (8, 0.14707296711392398)]",0.836012814248036
1055,"('dollar', 'NOUN')",2,"[(2, 0.35770509471090456), (6, 0.21640599426749843), (7, 0.11736334069270841)]",0.8651067683223241
1058,"('domicile', 'NOUN')",7,"[(2, 0.2206975619426272), (7, 0.37346141811166267), (8, 0.1394912961909851)]",0.8884538765264226
1060,"('domination', 'NOUN')",8,"[(7, 0.11807828352049429), (8, 0.7003458311343405)]",0.7238191725300928
1062,"('don', 'NOUN')",7,"[(7, 0.773509548057248), (8, 0.10453110946753663)]",0.6271541532383594
1064,"('donc', 'CCONJ')",1,"[(1, 0.2903060528204355), (3, 0.18575076071703345)]",0.9691154677349108
1066,"('donnée', 'NOUN')",8,"[(7, 0.1497017580022545), (8, 0.6548866365479646)]",0.8100864774730515
1067,"('dont', 'PRON')",1,"[(0, 0.10479061961736698), (1, 0.28234202251330587), (3, 0.15215965308671822)]",0.8009519407413356
1072,"('doute', 'NOUN')",7,"[(7, 0.7396383709003715), (8, 0.12207122991734644)]",0.6922117108217475
1078,"('drogue', 'NOUN')",8,"[(2, 0.27994636286401964), (7, 0.11480588762275513), (8, 0.3856283731687457)]",0.8850916158300179
1082,"('du', 'DET')",0,"[(0, 0.22022528264331648), (1, 0.1940963237488865), (3, 0.10854044419005658)]",0.8123465419085998
1085,"('dur', 'ADJ')",0,"[(0, 0.34652430417439867), (9, 0.33630131711942346)]",1.0585498779149338
1087,"('durant', 'ADP')",1,"[(0, 0.10294371397727245), (1, 0.439016475404026)]",0.8590620701807161
1091,"('dès', 'ADP')",1,"[(1, 0.5452177957709429), (3, 0.11741535408530049)]",0.839967101009922
1093,"('débit', 'NOUN')",7,"[(7, 0.778106089497336), (8, 0.10516897032980066)]",0.6233612484111436
1096,"('décembre', 'NOUN')",7,"[(2, 0.13452568761310307), (5, 0.10558032215539954), (7, 0.16475415917164257), (8, 0.10996076121101588)]",0.7553137515658468
1111,"('décéder', 'VERB')",5,"[(5, 0.45941328994260044), (7, 0.11292377496565939)]",0.8708475231959641
1125,"('délicieux', 'ADJ')",5,"[(0, 0.12465866330919488), (5, 0.3158052001128948), (7, 0.12130154172991384), (8, 0.10773762758382108)]",0.8075455912563859
1129,"('démocratie', 'NOUN')",8,"[(7, 0.1023374131884446), (8, 0.7875820973073772)]",0.6078665284167085
1132,"('dénommer', 'VERB')",5,"[(5, 0.5230883953715318), (7, 0.1270044883642033)]",0.8671199260923264
1135,"('département', 'NOUN')",7,"[(7, 0.7431653064772779), (8, 0.13806775299343252)]",0.712654456512957
1147,"('désir', 'NOUN')",7,"[(7, 0.7123220842910042), (8, 0.1454468031351699)]",0.7531603192289417
1150,"('détail', 'NOUN')",7,"[(7, 0.6734469199055533), (8, 0.1413206547214014)]",0.783051737711967
1159,"('efficace', 'ADJ')",9,"[(0, 0.11991111931199482), (5, 0.14442464839479166), (7, 0.1339317998904895), (8, 0.1306668991161384), (9, 0.16235124448306973)]",0.8475799368929184
1160,"('efficacité', 'NOUN')",8,"[(7, 0.16850963364465246), (8, 0.6328006132574385)]",0.8506780698901262
1164,"('empereur', 'NOUN')",7,"[(7, 0.6152329870444506), (8, 0.19577780867248198)]",0.8917609210976388
1165,"('empire', 'NOUN')",7,"[(7, 0.7672835282479212), (8, 0.13187663994303575)]",0.6786724566786783
1169,"('employé', 'NOUN')",7,"[(7, 0.573350139579283), (8, 0.1714999269103639)]",0.8963679814116255
1175,"('en', 'PRON')",3,"[(1, 0.10190310601725322), (3, 0.25320380361717454), (5, 0.1269759987406646), (7, 0.10029231717343874)]",0.7741477880174066
1180,"('endémique', 'ADJ')",5,"[(5, 0.4095109410627302), (7, 0.10136433049741095), (8, 0.11618141913739385)]",0.7716341403752914
1181,"('enfance', 'NOUN')",8,"[(7, 0.1692226832065405), (8, 0.6374906755003621)]",0.8477840060970677
1182,"('enfant', 'NOUN')",7,"[(7, 0.4569139320567391), (8, 0.26199861126474455)]",1.0225933062114392
1185,"('engagement', 'NOUN')",7,"[(7, 0.7029894002507537), (8, 0.13933618190809763)]",0.7536001669003061
1190,"('ennemi', 'NOUN')",7,"[(7, 0.6589884630130597), (8, 0.19344107160913396)]",0.8549587165524766
1195,"('enseignant', 'NOUN')",7,"[(7, 0.6746076349017637), (8, 0.1336821851646735)]",0.7711913540042509
1199,"('ensemble', 'NOUN')",7,"[(7, 0.8530699643793233), (8, 0.10040691956797508)]",0.5285345679690573
1207,"('entraînement', 'NOUN')",2,"[(2, 0.5402403114823808), (7, 0.13803836312735152)]",0.874266063061947
1209,"('entraîneur', 'NOUN')",7,"[(5, 0.10330430753936477), (7, 0.6698543943345243), (8, 0.10082469219311778)]",0.6683388265105052
1218,"('environ', 'ADV')",3,"[(1, 0.1867442595808153), (3, 0.1897643978844621)]",0.9070841461770488
1219,"('environnement', 'NOUN')",7,"[(7, 0.8349489445678202), (8, 0.10255730418973343)]",0.5542390096468249
1224,"('esclave', 'NOUN')",7,"[(7, 0.5087164860887389), (8, 0.12951957975531292)]",0.877954156550519
1227,"('espagnol', 'NOUN')",7,"[(7, 0.5651891204098773), (8, 0.14663549653661392)]",0.8713959314940163
1230,"('espèce', 'NOUN')",8,"[(7, 0.13793502098349128), (8, 0.6872905999457452)]",0.7660395386918682
1232,"('essai', 'NOUN')",7,"[(7, 0.7136557806469037), (8, 0.10077818710606974)]",0.6809869099770187
1234,"('essentiel', 'ADJ')",9,"[(0, 0.10857810705419395), (5, 0.18541022858280506), (9, 0.31110884246328785)]",0.8344885619000225
1235,"('essentiel', 'NOUN')",7,"[(7, 0.6021654399807291), (8, 0.21608311851727816)]",0.91826304476282
1237,"('est', 'NOUN')",7,"[(7, 0.6221682369151659), (8, 0.18018721727598294)]",0.871451441921772
1239,"('et', 'CCONJ')",1,"[(1, 0.3168189061436765), (3, 0.20157759124801933)]",0.9911349175289448
1240,"('etc.', 'X')",4,"[(2, 0.11612700800675543), (4, 0.1314873273930657), (5, 0.11731993351262168), (6, 0.1109883632117367)]",0.7301372692359072
1242,"('euro', 'NOUN')",2,"[(2, 0.2790358481860645), (6, 0.2155506835204632), (7, 0.13564603630018474)]",0.8719379947069275
1244,"('eux', 'PRON')",3,"[(1, 0.11016001426457482), (3, 0.21358604915557441), (5, 0.12612616236066934), (7, 0.11963954253802828)]",0.7847376892994264
1245,"('eux-mêmes', 'PRON')",7,"[(3, 0.12745185143162305), (5, 0.12886267978921448), (6, 0.12334288595081629), (7, 0.1315229528901473)]",0.7585171279646065
1248,"('exception', 'NOUN')",8,"[(7, 0.14218433078515175), (8, 0.7604904563132491)]",0.7005224267298644
1251,"('exemplaire', 'NOUN')",7,"[(7, 0.40918683977823656), (8, 0.12389213145921321)]",0.9007783295214655
1259,"('expert', 'NOUN')",7,"[(7, 0.7586509040671948), (8, 0.10910148926292551)]",0.6510326852301941
1263,"('exploration', 'NOUN')",8,"[(7, 0.11261270352556375), (8, 0.8183132783155596)]",0.591510348530314
1265,"('exportation', 'NOUN')",8,"[(7, 0.17865937110876182), (8, 0.6568253550596808)]",0.8422287872714609
1275,"('extraire', 'VERB')",5,"[(5, 0.3847467358481341), (7, 0.12345270776132568)]",0.9027648361095416
1276,"('extrémité', 'NOUN')",8,"[(7, 0.15898697971541909), (8, 0.7666378077476108)]",0.715711415080082
1278,"('extrêmement', 'ADV')",3,"[(1, 0.13526889995338265), (3, 0.4023532004605634)]",0.9188763720382916
1280,"('extérieur', 'NOUN')",7,"[(7, 0.7201962917952707), (8, 0.16337591993143083)]",0.7680612466999099
1282,"('exécution', 'NOUN')",8,"[(7, 0.155651113058264), (8, 0.690128978573252)]",0.786969074110628
1284,"('fabrication', 'NOUN')",8,"[(7, 0.11121822683551105), (8, 0.7368576384843671)]",0.6770156974044658
1286,"('face', 'NOUN')",8,"[(7, 0.14459738153777071), (8, 0.5551239441465868)]",0.8747761360094409
1287,"('facile', 'ADJ')",5,"[(5, 0.42540224323441256), (7, 0.1080137746568918), (8, 0.12270731985989548)]",0.7840967742374576
1292,"('faible', 'ADJ')",0,"[(0, 0.3963317443859131), (5, 0.14904687036325262)]",0.9384967546212634
1293,"('faire', 'AUX')",3,"[(3, 0.17754673379924765), (5, 0.1702832652619508), (7, 0.11380621853679289), (8, 0.10507422177807113)]",0.788011728393021
1295,"('fait', 'NOUN')",7,"[(7, 0.7751587760909708), (8, 0.11318821480021848)]",0.6405951193807934
1296,"('falloir', 'VERB')",5,"[(5, 0.5031230558572716), (7, 0.10234549518226728)]",0.8351645609722265
1301,"('faveur', 'NOUN')",8,"[(2, 0.1593966778358796), (7, 0.1614549121560094), (8, 0.3754489300719818)]",0.8692142417899155
1302,"('favorable', 'ADJ')",9,"[(0, 0.12586462305352814), (5, 0.21482279940811425), (7, 0.10861818431411818), (9, 0.2296964191216508)]",0.8441579882939321
1305,"('façon', 'NOUN')",8,"[(7, 0.12452212000227439), (8, 0.6195179650263174)]",0.8022063196529181
1315,"('fiction', 'NOUN')",8,"[(2, 0.18380247739545139), (7, 0.1249308778953439), (8, 0.44737220816677514)]",0.847476096791974
1316,"('fidèle', 'ADJ')",5,"[(0, 0.1784706981465466), (5, 0.22721682299600315), (7, 0.17387491925707949), (8, 0.1132964810072737)]",0.8621376971588389
1318,"('fil', 'NOUN')",7,"[(7, 0.7329211925526377), (8, 0.13696708275307087)]",0.721381730334502
1319,"('filiale', 'NOUN')",8,"[(7, 0.10607448307393681), (8, 0.770150270063378)]",0.6335307149791403
1322,"('fils', 'NOUN')",7,"[(5, 0.10502658769334453), (7, 0.6699281875663304), (8, 0.11422351485739407)]",0.6852862893012817
1323,"('fin', 'NOUN')",8,"[(7, 0.1063177114945721), (8, 0.8059033081773952)]",0.59467812291473
