row_idx,lexunit,primary_cluster,clusters_above_threshold
626,"('bourg', 'NOUN')",7,"[(7, 0.7039432785774437), (8, 0.13284115180523226)]"
628,"('bout', 'NOUN')",7,"[(7, 0.7277050279734649), (8, 0.14645692453224587)]"
633,"('bref', 'INTJ')",3,"[(1, 0.1308498943784584), (3, 0.18034293738263193), (4, 0.10603422783654025), (5, 0.10170806547812647)]"
635,"('britannique', 'NOUN')",7,"[(7, 0.6541144151702983), (8, 0.14556963177642526)]"
636,"('bronze', 'NOUN')",2,"[(2, 0.5331004899036352), (7, 0.1281871482627383)]"
647,"(""c'est-à-dire"", 'CCONJ')",1,"[(0, 0.11025220757400037), (1, 0.29371762752148023), (3, 0.1248780560903051)]"
648,"('cabaret', 'NOUN')",2,"[(2, 0.33384166157727785), (7, 0.3225114023239584), (8, 0.1015440364357474)]"
662,"('capable', 'ADJ')",5,"[(5, 0.4839786844057674), (7, 0.10672642068995783)]"
668,"('car', 'CCONJ')",3,"[(1, 0.14605605889040954), (3, 0.33300364561619483)]"
669,"('caractère', 'NOUN')",7,"[(7, 0.7077591952389942), (8, 0.13771497131114654)]"
671,"('caractéristique', 'ADJ')",9,"[(0, 0.12214607412252781), (5, 0.15214298262126952), (8, 0.11547485758573213), (9, 0.2800014436889853)]"
672,"('caractéristique', 'NOUN')",8,"[(7, 0.1591843885203226), (8, 0.6564530323677418)]"
674,"('carrière', 'NOUN')",8,"[(7, 0.15926597171908927), (8, 0.5525201512300736)]"
677,"('catalogue', 'NOUN')",7,"[(7, 0.801758196771826), (8, 0.11312650019784327)]"
684,"('cavalier', 'NOUN')",7,"[(7, 0.7737707452383937), (8, 0.10473910024301246)]"
685,"('ce', 'DET')",1,"[(0, 0.22895880408077426), (1, 0.2584425256288576)]"
686,"('ce', 'PRON')",5,"[(0, 0.11687408342595933), (3, 0.13313670192806124), (5, 0.15524674805098684), (7, 0.1432831287310211)]"
687,"('ceci', 'PRON')",3,"[(3, 0.20322854991811506), (5, 0.13913664831741446), (7, 0.15195768955386824), (8, 0.10547906530405024)]"
688,"('cela', 'PRON')",3,"[(3, 0.20861669204133262), (5, 0.13547487753242177), (7, 0.15267068808712492), (8, 0.10475940408691861)]"
690,"('celui', 'PRON')",5,"[(5, 0.3545903227072766), (7, 0.16187869828565216), (8, 0.1412031074149854)]"
691,"('celui-ci', 'PRON')",3,"[(3, 0.18751392477929532), (5, 0.12561655203705802), (7, 0.1313176610982101), (8, 0.11570342459794987)]"
692,"('censé', 'ADJ')",5,"[(5, 0.37821888601809733), (7, 0.12171770621341377), (8, 0.10211905422923098)]"
693,"('cent', 'NUM')",1,"[(0, 0.10189657600431215), (1, 0.4649487988869006)]"
694,"('centaine', 'NOUN')",8,"[(7, 0.21654987240702223), (8, 0.47991963801553195)]"
701,"('certain', 'DET')",1,"[(0, 0.13090905628935992), (1, 0.3772806748099388)]"
702,"('certain', 'PRON')",3,"[(3, 0.17255129156476415), (5, 0.16015529981666818), (7, 0.1430780215681999), (8, 0.11245023147008987)]"
705,"('chacun', 'PRON')",5,"[(3, 0.13899117394600763), (5, 0.19442889247898176), (7, 0.18152424256447572), (8, 0.14093753182525945)]"
706,"('chaleureux', 'ADJ')",9,"[(0, 0.145290828198042), (5, 0.14634866004825797), (7, 0.12377012277848402), (9, 0.2746617195974451)]"
711,"('chance', 'NOUN')",8,"[(7, 0.11645155004719215), (8, 0.7332423939429203)]"
722,"('chaque', 'DET')",1,"[(0, 0.20354711120022512), (1, 0.23258164771204423)]"
723,"('charbon', 'NOUN')",7,"[(7, 0.7357912870068588), (8, 0.10298122679499315)]"
733,"('chef-lieu', 'NOUN')",7,"[(5, 0.11869098529514473), (7, 0.5801267596585103), (8, 0.1548868982613455)]"
735,"('cher', 'ADJ')",5,"[(5, 0.38249963864304987), (7, 0.17320070321675557), (8, 0.10340201336937713)]"
737,"('chercheur', 'NOUN')",7,"[(7, 0.6840737118568941), (8, 0.12255691018175863)]"
740,"('chez', 'ADP')",1,"[(1, 0.5094445288522788), (3, 0.10615404254353634)]"
746,"('chose', 'NOUN')",8,"[(7, 0.11114622307746752), (8, 0.786697600427254)]"
748,"('chrétien', 'NOUN')",7,"[(7, 0.6607976161145611), (8, 0.14636312387979902)]"
751,"('chômage', 'NOUN')",7,"[(7, 0.650870131902488), (8, 0.11831128497374963)]"
756,"('cinq', 'NUM')",1,"[(0, 0.11251207060581778), (1, 0.49659731319412065)]"
764,"('citoyen', 'NOUN')",7,"[(7, 0.7903963259933613), (8, 0.10319809771188057)]"
768,"('clair', 'ADJ')",5,"[(0, 0.10321925585730811), (5, 0.3426014871310519), (7, 0.10838476724814591), (9, 0.13769579757129982)]"
776,"('client', 'NOUN')",7,"[(7, 0.7474090607140453), (8, 0.11831442673884489)]"
777,"('clientèle', 'NOUN')",8,"[(7, 0.10846452739324196), (8, 0.7445220090266038)]"
781,"('clé', 'NOUN')",8,"[(7, 0.136117963982832), (8, 0.6739378029356041)]"
782,"('cm', 'NOUN')",7,"[(2, 0.14013166837873878), (5, 0.12349132444143464), (6, 0.14363528664741698), (7, 0.16326984484204343), (8, 0.10671872667983696)]"
783,"('coalition', 'NOUN')",8,"[(7, 0.11413413851961723), (8, 0.7691939085454097)]"
786,"('col', 'NOUN')",7,"[(7, 0.7720476671690385), (8, 0.11398862159551117)]"
800,"('commande', 'NOUN')",8,"[(7, 0.1817870422466301), (8, 0.6849961718628097)]"
804,"('comme', 'CCONJ')",1,"[(0, 0.12575725343348038), (1, 0.23989425307534215), (3, 0.11560634775554847)]"
805,"('comme', 'SCONJ')",3,"[(1, 0.175479319825703), (3, 0.31286808097067864)]"
818,"('communication', 'NOUN')",8,"[(2, 0.13587287559008193), (7, 0.10769737055393358), (8, 0.607830060493711)]"
819,"('communiqué', 'NOUN')",7,"[(7, 0.7008476348558825), (8, 0.130773979693303)]"
822,"('compagnon', 'NOUN')",7,"[(7, 0.6078521948950653), (8, 0.1313267673242564)]"
824,"('compatriote', 'NOUN')",7,"[(5, 0.13441010258642272), (7, 0.271848576543007), (8, 0.20331614942654508)]"
825,"('complet', 'ADJ')",9,"[(0, 0.1333770173601918), (9, 0.5487609475630247)]"
826,"('complexe', 'ADJ')",5,"[(0, 0.1331284651941472), (5, 0.234700788054528), (7, 0.10429945426946036), (8, 0.10449401798817451), (9, 0.13463329880748234)]"
832,"('compositeur', 'NOUN')",7,"[(5, 0.11509192579929102), (7, 0.5758803342582941), (8, 0.10146400681092627)]"
835,"('compte', 'NOUN')",7,"[(7, 0.6774952105399377), (8, 0.11354244560556595)]"
837,"('compétence', 'NOUN')",8,"[(7, 0.14068513925908016), (8, 0.721619951444979)]"
838,"('compétent', 'ADJ')",5,"[(0, 0.10152233503247071), (5, 0.2832394601303528), (7, 0.11489177602375052), (8, 0.1082977542174696), (9, 0.12302007811817037)]"
840,"('comte', 'NOUN')",7,"[(7, 0.7464221755005327), (8, 0.10048543003655448)]"
856,"('condition', 'NOUN')",8,"[(7, 0.16554570138697955), (8, 0.6850906095517258)]"
859,"('confiance', 'NOUN')",8,"[(2, 0.1207583727698906), (7, 0.13617204087445348), (8, 0.46706300138402057)]"
866,"('connaissance', 'NOUN')",8,"[(7, 0.13182953112980933), (8, 0.7389561590648063)]"
868,"('connu', 'ADJ')",7,"[(5, 0.14962509241135954), (7, 0.1921459331094351), (8, 0.15461982326086895)]"
871,"('conscience', 'NOUN')",8,"[(7, 0.11659906517756212), (8, 0.6211829493445574)]"
873,"('conseiller', 'NOUN')",7,"[(5, 0.21742083898048928), (7, 0.43121946611748246), (8, 0.11416327543473538)]"
875,"('conservateur', 'ADJ')",9,"[(0, 0.10097428643590868), (9, 0.6770360093810562)]"
880,"('consommateur', 'NOUN')",7,"[(7, 0.7167338920244494), (8, 0.1351903327390786)]"
894,"('contenu', 'NOUN')",7,"[(7, 0.7978418212932201), (8, 0.10002397334081065)]"
896,"('contexte', 'NOUN')",7,"[(7, 0.7524878595463372), (8, 0.1181100630890452)]"
897,"('continent', 'NOUN')",7,"[(7, 0.706734917604236), (8, 0.12343874183731286)]"
901,"('contrairement', 'ADV')",5,"[(3, 0.2020558407475339), (4, 0.11014842533110455), (5, 0.20493107149113748), (7, 0.10698522335811401), (8, 0.10548561329165232)]"
903,"('contre', 'ADP')",1,"[(1, 0.49506733938811553), (3, 0.10150920322267405)]"
905,"('contribution', 'NOUN')",8,"[(7, 0.15221180753294739), (8, 0.6832121508130883)]"
913,"('convivial', 'ADJ')",5,"[(0, 0.12352037861642488), (5, 0.19825334594556443), (7, 0.10042571028793833), (8, 0.12189036672039288), (9, 0.19399004234495118)]"
917,"('correct', 'ADJ')",5,"[(5, 0.47101963426641), (7, 0.10808191033832662), (8, 0.10060973698842753)]"
920,"('cou', 'NOUN')",7,"[(7, 0.7371131723105), (8, 0.1259168057455386)]"
928,"('courant', 'ADJ')",9,"[(0, 0.13974498354208473), (5, 0.12557362490629662), (9, 0.3972291492844977)]"
930,"('coureur', 'NOUN')",7,"[(5, 0.16661050718348067), (7, 0.44829244650920336), (8, 0.16049092464117296)]"
940,"('coûteux', 'ADJ')",5,"[(5, 0.5311155856416044), (7, 0.10453859663716654)]"
945,"('critique', 'NOUN')",8,"[(7, 0.20237416783087345), (8, 0.7119062419441938)]"
947,"('critère', 'NOUN')",7,"[(7, 0.7126063128458872), (8, 0.1422206375837666)]"
961,"('cyclisme', 'NOUN')",7,"[(2, 0.149587792521781), (7, 0.4888382560075392), (8, 0.15034348679982662)]"
962,"('cycliste', 'ADJ')",9,"[(0, 0.1657953299125588), (9, 0.46188662257938756)]"
963,"('cyrillique', 'ADJ')",9,"[(0, 0.1188518699120071), (9, 0.4636939114526583)]"
974,"('dangereux', 'ADJ')",0,"[(0, 0.34869941873966936), (9, 0.3057599935631543)]"
975,"('dans', 'ADP')",1,"[(1, 0.457057781251484), (3, 0.10602653265822432)]"
980,"('de', 'ADP')",1,"[(0, 0.10253898198220046), (1, 0.5020449587071346)]"
985,"('demi-finale', 'NOUN')",8,"[(7, 0.1738029245113984), (8, 0.6404538131450237)]"
988,"('dernier', 'ADJ')",0,"[(0, 0.620188031160754), (7, 0.11599836588337156)]"
989,"('derrière', 'ADP')",1,"[(1, 0.39409111311339845), (3, 0.15787881317032218)]"
995,"('destination', 'NOUN')",8,"[(5, 0.11576126563821576), (7, 0.1460966738009721), (8, 0.5417200022500489)]"
998,"('deux', 'NUM')",1,"[(0, 0.10542245047046334), (1, 0.529218142356674)]"
1000,"('devant', 'ADP')",1,"[(1, 0.4862506975020519), (3, 0.10652014750820948)]"
1002,"('devise', 'NOUN')",8,"[(7, 0.12703083845388471), (8, 0.751832575048666)]"
1004,"('di', 'ADP')",1,"[(0, 0.10552861112644375), (1, 0.1666278695602615), (3, 0.11221282167385593), (4, 0.11516622776530117)]"
1008,"('difficile', 'ADJ')",5,"[(5, 0.48195112207798474), (7, 0.12039388374023768)]"
1009,"('difficulté', 'NOUN')",8,"[(7, 0.12161894295534413), (8, 0.7423157569124932)]"
1013,"('différent', 'ADJ')",0,"[(0, 0.3387762856896862), (1, 0.11645648679279186), (9, 0.1716069268724326)]"
1014,"('différent', 'DET')",1,"[(0, 0.12900142620833682), (1, 0.38693447844195566)]"
1016,"('dimanche', 'NOUN')",7,"[(7, 0.6744288458434171), (8, 0.1070861125825301)]"
1018,"('diocèse', 'NOUN')",7,"[(7, 0.7550381022939078), (8, 0.11383199522582862)]"
1024,"('directeur', 'NOUN')",7,"[(5, 0.14588908578144216), (7, 0.575602971301024), (8, 0.1263766402484283)]"
1026,"('dirigeant', 'NOUN')",7,"[(7, 0.7846199025737748), (8, 0.11249011578227375)]"
1045,"('divers', 'ADJ')",0,"[(0, 0.2781768387402163), (1, 0.1579077428465967), (9, 0.13210549287183637)]"
1046,"('divers', 'DET')",1,"[(0, 0.12942126256645578), (1, 0.35337977772968343)]"
1050,"('dizaine', 'NOUN')",8,"[(7, 0.17440364751623547), (8, 0.5587970766916502)]"
1051,"('docteur', 'NOUN')",7,"[(7, 0.7065229998157271), (8, 0.12531356114288478)]"
1052,"('doctorat', 'NOUN')",7,"[(7, 0.7453412235656586), (8, 0.12670181362006375)]"
1053,"('document', 'NOUN')",7,"[(7, 0.6177229028208737), (8, 0.14707296711392398)]"
1055,"('dollar', 'NOUN')",2,"[(2, 0.35770509471090456), (6, 0.21640599426749843), (7, 0.11736334069270841)]"
1058,"('domicile', 'NOUN')",7,"[(2, 0.2206975619426272), (7, 0.37346141811166267), (8, 0.1394912961909851)]"
1060,"('domination', 'NOUN')",8,"[(7, 0.11807828352049429), (8, 0.7003458311343405)]"
1062,"('don', 'NOUN')",7,"[(7, 0.773509548057248), (8, 0.10453110946753663)]"
1064,"('donc', 'CCONJ')",1,"[(1, 0.2903060528204355), (3, 0.18575076071703345)]"
1066,"('donnée', 'NOUN')",8,"[(7, 0.1497017580022545), (8, 0.6548866365479646)]"
1067,"('dont', 'PRON')",1,"[(0, 0.10479061961736698), (1, 0.28234202251330587), (3, 0.15215965308671822)]"
1072,"('doute', 'NOUN')",7,"[(7, 0.7396383709003715), (8, 0.12207122991734644)]"
1078,"('drogue', 'NOUN')",8,"[(2, 0.27994636286401964), (7, 0.11480588762275513), (8, 0.3856283731687457)]"
1082,"('du', 'DET')",0,"[(0, 0.22022528264331648), (1, 0.1940963237488865), (3, 0.10854044419005658)]"
1085,"('dur', 'ADJ')",0,"[(0, 0.34652430417439867), (9, 0.33630131711942346)]"
1087,"('durant', 'ADP')",1,"[(0, 0.10294371397727245), (1, 0.439016475404026)]"
1091,"('dès', 'ADP')",1,"[(1, 0.5452177957709429), (3, 0.11741535408530049)]"
1093,"('débit', 'NOUN')",7,"[(7, 0.778106089497336), (8, 0.10516897032980066)]"
1096,"('décembre', 'NOUN')",7,"[(2, 0.13452568761310307), (5, 0.10558032215539954), (7, 0.16475415917164257), (8, 0.10996076121101588)]"
1111,"('décéder', 'VERB')",5,"[(5, 0.45941328994260044), (7, 0.11292377496565939)]"
1125,"('délicieux', 'ADJ')",5,"[(0, 0.12465866330919488), (5, 0.3158052001128948), (7, 0.12130154172991384), (8, 0.10773762758382108)]"
1129,"('démocratie', 'NOUN')",8,"[(7, 0.1023374131884446), (8, 0.7875820973073772)]"
1132,"('dénommer', 'VERB')",5,"[(5, 0.5230883953715318), (7, 0.1270044883642033)]"
1135,"('département', 'NOUN')",7,"[(7, 0.7431653064772779), (8, 0.13806775299343252)]"
1147,"('désir', 'NOUN')",7,"[(7, 0.7123220842910042), (8, 0.1454468031351699)]"
1150,"('détail', 'NOUN')",7,"[(7, 0.6734469199055533), (8, 0.1413206547214014)]"
1159,"('efficace', 'ADJ')",9,"[(0, 0.11991111931199482), (5, 0.14442464839479166), (7, 0.1339317998904895), (8, 0.1306668991161384), (9, 0.16235124448306973)]"
1160,"('efficacité', 'NOUN')",8,"[(7, 0.16850963364465246), (8, 0.6328006132574385)]"
1164,"('empereur', 'NOUN')",7,"[(7, 0.6152329870444506), (8, 0.19577780867248198)]"
1165,"('empire', 'NOUN')",7,"[(7, 0.7672835282479212), (8, 0.13187663994303575)]"
1169,"('employé', 'NOUN')",7,"[(7, 0.573350139579283), (8, 0.1714999269103639)]"
1175,"('en', 'PRON')",3,"[(1, 0.10190310601725322), (3, 0.25320380361717454), (5, 0.1269759987406646), (7, 0.10029231717343874)]"
1180,"('endémique', 'ADJ')",5,"[(5, 0.4095109410627302), (7, 0.10136433049741095), (8, 0.11618141913739385)]"
1181,"('enfance', 'NOUN')",8,"[(7, 0.1692226832065405), (8, 0.6374906755003621)]"
1182,"('enfant', 'NOUN')",7,"[(7, 0.4569139320567391), (8, 0.26199861126474455)]"
1185,"('engagement', 'NOUN')",7,"[(7, 0.7029894002507537), (8, 0.13933618190809763)]"
1190,"('ennemi', 'NOUN')",7,"[(7, 0.6589884630130597), (8, 0.19344107160913396)]"
1195,"('enseignant', 'NOUN')",7,"[(7, 0.6746076349017637), (8, 0.1336821851646735)]"
1199,"('ensemble', 'NOUN')",7,"[(7, 0.8530699643793233), (8, 0.10040691956797508)]"
1207,"('entraînement', 'NOUN')",2,"[(2, 0.5402403114823808), (7, 0.13803836312735152)]"
1209,"('entraîneur', 'NOUN')",7,"[(5, 0.10330430753936477), (7, 0.6698543943345243), (8, 0.10082469219311778)]"
1218,"('environ', 'ADV')",3,"[(1, 0.1867442595808153), (3, 0.1897643978844621)]"
1219,"('environnement', 'NOUN')",7,"[(7, 0.8349489445678202), (8, 0.10255730418973343)]"
1224,"('esclave', 'NOUN')",7,"[(7, 0.5087164860887389), (8, 0.12951957975531292)]"
1227,"('espagnol', 'NOUN')",7,"[(7, 0.5651891204098773), (8, 0.14663549653661392)]"
1230,"('espèce', 'NOUN')",8,"[(7, 0.13793502098349128), (8, 0.6872905999457452)]"
1232,"('essai', 'NOUN')",7,"[(7, 0.7136557806469037), (8, 0.10077818710606974)]"
1234,"('essentiel', 'ADJ')",9,"[(0, 0.10857810705419395), (5, 0.18541022858280506), (9, 0.31110884246328785)]"
1235,"('essentiel', 'NOUN')",7,"[(7, 0.6021654399807291), (8, 0.21608311851727816)]"
1237,"('est', 'NOUN')",7,"[(7, 0.6221682369151659), (8, 0.18018721727598294)]"
1239,"('et', 'CCONJ')",1,"[(1, 0.3168189061436765), (3, 0.20157759124801933)]"
1240,"('etc.', 'X')",4,"[(2, 0.11612700800675543), (4, 0.1314873273930657), (5, 0.11731993351262168), (6, 0.1109883632117367)]"
1242,"('euro', 'NOUN')",2,"[(2, 0.2790358481860645), (6, 0.2155506835204632), (7, 0.13564603630018474)]"
1244,"('eux', 'PRON')",3,"[(1, 0.11016001426457482), (3, 0.21358604915557441), (5, 0.12612616236066934), (7, 0.11963954253802828)]"
1245,"('eux-mêmes', 'PRON')",7,"[(3, 0.12745185143162305), (5, 0.12886267978921448), (6, 0.12334288595081629), (7, 0.1315229528901473)]"
1248,"('exception', 'NOUN')",8,"[(7, 0.14218433078515175), (8, 0.7604904563132491)]"
1251,"('exemplaire', 'NOUN')",7,"[(7, 0.40918683977823656), (8, 0.12389213145921321)]"
1259,"('expert', 'NOUN')",7,"[(7, 0.7586509040671948), (8, 0.10910148926292551)]"
1263,"('exploration', 'NOUN')",8,"[(7, 0.11261270352556375), (8, 0.8183132783155596)]"
1265,"('exportation', 'NOUN')",8,"[(7, 0.17865937110876182), (8, 0.6568253550596808)]"
1275,"('extraire', 'VERB')",5,"[(5, 0.3847467358481341), (7, 0.12345270776132568)]"
1276,"('extrémité', 'NOUN')",8,"[(7, 0.15898697971541909), (8, 0.7666378077476108)]"
1278,"('extrêmement', 'ADV')",3,"[(1, 0.13526889995338265), (3, 0.4023532004605634)]"
1280,"('extérieur', 'NOUN')",7,"[(7, 0.7201962917952707), (8, 0.16337591993143083)]"
1282,"('exécution', 'NOUN')",8,"[(7, 0.155651113058264), (8, 0.690128978573252)]"
1284,"('fabrication', 'NOUN')",8,"[(7, 0.11121822683551105), (8, 0.7368576384843671)]"
1286,"('face', 'NOUN')",8,"[(7, 0.14459738153777071), (8, 0.5551239441465868)]"
1287,"('facile', 'ADJ')",5,"[(5, 0.42540224323441256), (7, 0.1080137746568918), (8, 0.12270731985989548)]"
1292,"('faible', 'ADJ')",0,"[(0, 0.3963317443859131), (5, 0.14904687036325262)]"
1293,"('faire', 'AUX')",3,"[(3, 0.17754673379924765), (5, 0.1702832652619508), (7, 0.11380621853679289), (8, 0.10507422177807113)]"
1295,"('fait', 'NOUN')",7,"[(7, 0.7751587760909708), (8, 0.11318821480021848)]"
1296,"('falloir', 'VERB')",5,"[(5, 0.5031230558572716), (7, 0.10234549518226728)]"
1301,"('faveur', 'NOUN')",8,"[(2, 0.1593966778358796), (7, 0.1614549121560094), (8, 0.3754489300719818)]"
1302,"('favorable', 'ADJ')",9,"[(0, 0.12586462305352814), (5, 0.21482279940811425), (7, 0.10861818431411818), (9, 0.2296964191216508)]"
1305,"('façon', 'NOUN')",8,"[(7, 0.12452212000227439), (8, 0.6195179650263174)]"
1315,"('fiction', 'NOUN')",8,"[(2, 0.18380247739545139), (7, 0.1249308778953439), (8, 0.44737220816677514)]"
1316,"('fidèle', 'ADJ')",5,"[(0, 0.1784706981465466), (5, 0.22721682299600315), (7, 0.17387491925707949), (8, 0.1132964810072737)]"
1318,"('fil', 'NOUN')",7,"[(7, 0.7329211925526377), (8, 0.13696708275307087)]"
1319,"('filiale', 'NOUN')",8,"[(7, 0.10607448307393681), (8, 0.770150270063378)]"
1322,"('fils', 'NOUN')",7,"[(5, 0.10502658769334453), (7, 0.6699281875663304), (8, 0.11422351485739407)]"
1323,"('fin', 'NOUN')",8,"[(7, 0.1063177114945721), (8, 0.8059033081773952)]"
1327,"('finance', 'NOUN')",8,"[(2, 0.10594766721101662), (7, 0.210995645885089), (8, 0.3320727784181541)]"
1332,"('fleur', 'NOUN')",8,"[(7, 0.11899891502346949), (8, 0.6497929435069726)]"
1335,"('flux', 'NOUN')",7,"[(7, 0.7789077523031489), (8, 0.10482483829771228)]"
1337,"('fois', 'NOUN')",8,"[(7, 0.13652641059671577), (8, 0.6436090040135568)]"
1339,"('fonctionnaire', 'NOUN')",7,"[(5, 0.10443278075955811), (7, 0.5867600076264259), (8, 0.14017378759925303)]"
1340,"('fonctionnement', 'NOUN')",7,"[(7, 0.7377156637240867), (8, 0.10805450472046807)]"
1343,"('fondateur', 'NOUN')",7,"[(5, 0.11498363646882559), (7, 0.5721451765963533), (8, 0.14951174141841062)]"
1348,"('footballeur', 'NOUN')",7,"[(5, 0.21856041309556323), (7, 0.27723555037999037), (8, 0.15421210470049806)]"
1357,"('fort', 'NOUN')",7,"[(7, 0.7382218045212445), (8, 0.11868407999789227)]"
1363,"('frais', 'ADJ')",5,"[(5, 0.3696281314609339), (7, 0.11605904489609928)]"
1364,"('franc', 'NOUN')",2,"[(2, 0.30846183986265785), (6, 0.17642937878372048), (7, 0.14327068880369778)]"
1366,"('franchise', 'NOUN')",8,"[(7, 0.1064190034978694), (8, 0.7896273405784167)]"
1371,"('froid', 'ADJ')",9,"[(0, 0.12098793198397934), (5, 0.11585059695053918), (8, 0.10038303271041848), (9, 0.3255902075798685)]"
1376,"('frère', 'NOUN')",7,"[(7, 0.7063244280881718), (8, 0.1307987107477349)]"
1387,"('février', 'NOUN')",7,"[(2, 0.12304346437140867), (5, 0.10871108428210687), (7, 0.16195570080275545), (8, 0.11078742185456913)]"
1399,"('gauche', 'NOUN')",8,"[(2, 0.28179927549663714), (7, 0.10825959200534634), (8, 0.37258325814057225)]"
1402,"('gens', 'NOUN')",7,"[(7, 0.40449073532340296), (8, 0.2966849239155724)]"
1405,"('glace', 'NOUN')",2,"[(2, 0.4643424969908288), (8, 0.18336934885284262)]"
1414,"('gratuit', 'ADJ')",9,"[(0, 0.11894548454480362), (9, 0.5210408113478894)]"
1415,"('grave', 'ADJ')",0,"[(0, 0.5074592309038508), (9, 0.2016622027681485)]"
1416,"('gravure', 'NOUN')",8,"[(7, 0.1199967706605981), (8, 0.6887022588251032)]"
1424,"('guitare', 'NOUN')",8,"[(7, 0.12904228922929242), (8, 0.7338089413469013)]"
1433,"('h', 'NOUN')",8,"[(2, 0.1254368447361985), (5, 0.12922192864970308), (6, 0.1244993152698272), (7, 0.1356445479738665), (8, 0.15810543628662163)]"
1434,"('h', 'NUM')",6,"[(2, 0.13380990233515117), (4, 0.1006700150617929), (5, 0.11070080451402431), (6, 0.17203131797182908), (7, 0.1328389244502895), (8, 0.11911976126752738)]"
1435,"('ha', 'NOUN')",7,"[(2, 0.12478738919588887), (5, 0.12432415499967232), (6, 0.1457735349193435), (7, 0.1592268884739611), (8, 0.10833611006732732)]"
1436,"('habitant', 'NOUN')",7,"[(5, 0.12076005238253333), (7, 0.3450658662117217), (8, 0.1566310786332772)]"
1437,"('habitat', 'NOUN')",7,"[(7, 0.740710465430875), (8, 0.13575851337307152)]"
1438,"('habitation', 'NOUN')",8,"[(2, 0.10505451368186242), (7, 0.15657885851336398), (8, 0.5109880597057901)]"
1440,"('hasard', 'NOUN')",7,"[(7, 0.714120264410712), (8, 0.10886363966156976)]"
1444,"('hectare', 'NOUN')",6,"[(2, 0.21615251079712297), (6, 0.23275429417357188), (7, 0.12073960392747825)]"
1445,"('heure', 'NOUN')",8,"[(7, 0.1560437465634773), (8, 0.6458765092741814)]"
1446,"('heureux', 'ADJ')",5,"[(5, 0.5349711510416958), (7, 0.11318585682216488)]"
1451,"('hiver', 'NOUN')",7,"[(7, 0.6396392519782866), (8, 0.12792801266160247)]"
1452,"('hockey', 'NOUN')",2,"[(2, 0.45206359029078824), (7, 0.11360310900154076)]"
1453,"('hommage', 'NOUN')",7,"[(5, 0.126334433459901), (7, 0.35554933481084083), (8, 0.13181298292595967)]"
1455,"('honneur', 'NOUN')",7,"[(2, 0.15290166229573973), (7, 0.5289506946718404), (8, 0.15700970108011814)]"
1456,"('hors', 'ADV')",5,"[(3, 0.14776771549306572), (5, 0.31244475349795964), (7, 0.11911327715200994), (8, 0.11550516606176307)]"
1458,"('huit', 'NUM')",1,"[(0, 0.10026216601866755), (1, 0.5151444727672098)]"
1461,"('humanité', 'NOUN')",8,"[(7, 0.18425665725931278), (8, 0.6756513550394738)]"
1463,"('hypothèse', 'NOUN')",8,"[(7, 0.1265099205502707), (8, 0.7510502440111214)]"
1465,"('héritier', 'NOUN')",7,"[(7, 0.7144085993583119), (8, 0.11650567639153718)]"
1466,"('héros', 'NOUN')",7,"[(7, 0.7794412939465336), (8, 0.10801460964965653)]"
1467,"('hésiter', 'VERB')",5,"[(5, 0.41308925464204727), (7, 0.10384220321467393)]"
1469,"('hôte', 'NOUN')",7,"[(7, 0.5173403079544102), (8, 0.1381317953140105)]"
1486,"('important', 'ADJ')",0,"[(0, 0.39277069954279664), (9, 0.19422022813660114)]"
1488,"('impossible', 'ADJ')",5,"[(5, 0.5362852752227786), (7, 0.10030110473388497)]"
1494,"('inconnu', 'ADJ')",5,"[(5, 0.2722115792924968), (7, 0.12934104961498152), (8, 0.10600733754536584), (9, 0.113919221701463)]"
1495,"('indice', 'NOUN')",7,"[(7, 0.6620502832840577), (8, 0.17693902497261485)]"
1498,"('individu', 'NOUN')",7,"[(7, 0.7117917862748423), (8, 0.13096528054963932)]"
1502,"('indépendance', 'NOUN')",8,"[(7, 0.14937959970617545), (8, 0.7251036959696225)]"
1503,"('indépendant', 'ADJ')",9,"[(0, 0.11798665648849758), (9, 0.5477800147944296)]"
1504,"('infanterie', 'NOUN')",2,"[(2, 0.46961668337019524), (8, 0.15329601520937697)]"
1507,"('infrastructure', 'NOUN')",8,"[(7, 0.1573993635297786), (8, 0.7100166904850183)]"
1508,"('inférieur', 'ADJ')",5,"[(0, 0.10189156998155177), (5, 0.3511607831961001), (7, 0.12013833467349828), (9, 0.13172867369421723)]"
1516,"('insecte', 'NOUN')",7,"[(5, 0.11313880006622011), (7, 0.5559171818564782), (8, 0.14186685359715276)]"
1520,"('instance', 'NOUN')",8,"[(7, 0.12896472970927653), (8, 0.615539444436643)]"
1521,"('institut', 'NOUN')",7,"[(7, 0.7967049302162321), (8, 0.13084650717003962)]"
1524,"('intention', 'NOUN')",8,"[(7, 0.1602978594829075), (8, 0.7262667090189774)]"
1528,"('internet', 'NOUN')",9,"[(0, 0.10813603179900869), (2, 0.14108993864730485), (7, 0.1393848277082849), (9, 0.22145217882787135)]"
1529,"('interprétation', 'NOUN')",8,"[(7, 0.1705899976472702), (8, 0.5756230129957154)]"
1535,"('interview', 'NOUN')",8,"[(7, 0.1309811634933636), (8, 0.7271259545359428)]"
1536,"('intituler', 'VERB')",5,"[(5, 0.2978931255492102), (7, 0.11763068049952019)]"
