row_idx,lexunit,primary_cluster,clusters_above_threshold
522,"('près', 'PRON')",5,"[(1, 0.1324203433000212), (5, 0.17544978121143448), (9, 0.10750441003655523)]"
524,"('présence', 'NOUN')",4,"[(4, 0.5264201625559334), (9, 0.16378567562294333)]"
525,"('présent', 'ADJ')",5,"[(1, 0.18914963010465952), (5, 0.4045041169941376)]"
526,"('présenter', 'VERB')",1,"[(1, 0.8297501356873078), (5, 0.11114768983243009)]"
527,"('président', 'NOUN')",9,"[(4, 0.15162912157922123), (9, 0.6813574772777183)]"
528,"('prévenir', 'VERB')",1,"[(1, 0.4066897268932257), (5, 0.1612321744959725)]"
529,"('prévoir', 'VERB')",5,"[(1, 0.33254436751232447), (5, 0.5513226376189755)]"
531,"('publier', 'VERB')",1,"[(1, 0.45333225138688554), (5, 0.35979093945757845)]"
532,"('puis', 'CCONJ')",2,"[(0, 0.12045857419575788), (2, 0.3434858217491235), (12, 0.10630487782543833)]"
535,"('quand', 'SCONJ')",2,"[(0, 0.10670200077280917), (2, 0.4256245622280057)]"
536,"('quant', 'ADV')",5,"[(0, 0.15712106184553454), (1, 0.15447490055731372), (5, 0.1601986794499481)]"
537,"('que', 'ADV')",0,"[(0, 0.525199807301267), (12, 0.11025258926583197)]"
538,"('que', 'PRON')",2,"[(0, 0.10004691761701587), (2, 0.45693542944757365)]"
539,"('que', 'SCONJ')",2,"[(0, 0.17150989567514216), (2, 0.3790062140305845), (12, 0.11719111018536028)]"
540,"('quel', 'ADJ')",1,"[(1, 0.25054667621987897), (5, 0.19377065046277717)]"
542,"('quelque', 'DET')",6,"[(6, 0.2791131951554635), (7, 0.10468772475475961)]"
543,"('question', 'NOUN')",4,"[(4, 0.7543296063763849), (9, 0.10756546075491337)]"
545,"('raison', 'NOUN')",4,"[(4, 0.4565129041633286), (9, 0.13851001277866723)]"
546,"('rapide', 'ADJ')",3,"[(1, 0.10292960171185062), (3, 0.28630702254972795), (5, 0.20071639343849854)]"
550,"('rapporter', 'VERB')",1,"[(1, 0.4461129996431902), (5, 0.29291511742698145)]"
551,"('recevoir', 'VERB')",1,"[(1, 0.784454918505366), (5, 0.13369402398164637)]"
553,"('recommandation', 'NOUN')",4,"[(4, 0.6552300529753329), (9, 0.16138025342941542)]"
554,"('recommander', 'VERB')",1,"[(1, 0.47046332067740787), (5, 0.30277132834202747)]"
555,"('reconnaître', 'VERB')",1,"[(1, 0.6088904885250076), (5, 0.17146172820720784)]"
556,"('refuser', 'VERB')",1,"[(1, 0.6545044887731797), (5, 0.15556687065669716)]"
557,"('rejeter', 'VERB')",1,"[(1, 0.5841485984848824), (5, 0.2883162083862206)]"
558,"('relatif', 'ADJ')",5,"[(3, 0.21070781910884892), (5, 0.22475167265469104)]"
559,"('relation', 'NOUN')",4,"[(4, 0.5340043319890007), (9, 0.1983124562529198)]"
560,"('remercier', 'VERB')",1,"[(1, 0.6685993765591455), (5, 0.1278630363837857)]"
561,"('remodelage', 'NOUN')",9,"[(4, 0.15582256468931066), (9, 0.49229643259025696)]"
562,"('rendre', 'VERB')",1,"[(1, 0.7925691253121134), (5, 0.11035691914222186)]"
564,"('représenter', 'VERB')",1,"[(1, 0.6937102402710732), (5, 0.16428466792894414)]"
565,"('responsable', 'NOUN')",9,"[(4, 0.21610633107662064), (5, 0.10232835481406531), (9, 0.41515378167743916)]"
566,"('rester', 'VERB')",1,"[(1, 0.752538022173052), (5, 0.11761588951321204)]"
567,"('retour', 'NOUN')",9,"[(4, 0.1096697644175075), (9, 0.7328815947371055)]"
569,"('revenir', 'VERB')",1,"[(1, 0.5990056480289478), (5, 0.16265993781833893)]"
572,"('réaction', 'NOUN')",4,"[(4, 0.5421886798350601), (9, 0.1732805485737551)]"
573,"('réaliser', 'VERB')",5,"[(1, 0.2450449665847879), (5, 0.595999631366948)]"
574,"('récemment', 'ADV')",0,"[(0, 0.42966341840937716), (2, 0.10144767203177367)]"
576,"('réduction', 'NOUN')",4,"[(4, 0.6529121143648466), (9, 0.13604945761387463)]"
577,"('réduire', 'VERB')",1,"[(1, 0.7576438266143489), (5, 0.1380147363709676)]"
578,"('référence', 'NOUN')",5,"[(4, 0.10436455110480101), (5, 0.1260552906112487)]"
582,"('répondre', 'VERB')",1,"[(1, 0.5052785781802746), (5, 0.215396960248004)]"
583,"('réponse', 'NOUN')",4,"[(4, 0.7506728986274743), (9, 0.10008933858556354)]"
584,"('républicain', 'ADJ')",3,"[(3, 0.2838643909426268), (5, 0.11237586991902641)]"
585,"('république', 'NOUN')",4,"[(4, 0.6885318890263719), (9, 0.12801637134343627)]"
587,"('résolution', 'NOUN')",4,"[(4, 0.6498595962978515), (9, 0.11183342009949154)]"
588,"('résultat', 'NOUN')",9,"[(4, 0.13537654214879483), (9, 0.5908110920461142)]"
589,"('rôle', 'NOUN')",9,"[(4, 0.1188825290232464), (9, 0.7152357127456422)]"
592,"('sang', 'NOUN')",9,"[(4, 0.12989110928297157), (8, 0.15719177359308428), (9, 0.4494109740560431)]"
594,"('sans', 'ADP')",12,"[(6, 0.12125795274751136), (12, 0.4383015704859401)]"
595,"('savoir', 'VERB')",1,"[(1, 0.7400560441345169), (5, 0.10433388614271631)]"
597,"('secret', 'NOUN')",9,"[(4, 0.17368192706535804), (9, 0.6011169396309028)]"
600,"('sein', 'NOUN')",9,"[(4, 0.15115248895898525), (9, 0.6690736313274771)]"
602,"('semaine', 'NOUN')",4,"[(4, 0.3923077320238716), (5, 0.11054768374691676), (9, 0.14856515241907134)]"
603,"('sembler', 'VERB')",1,"[(1, 0.5118008486297755), (5, 0.15234201637458178)]"
608,"('si', 'SCONJ')",2,"[(0, 0.11230834806890275), (2, 0.40132319206604045)]"
609,"('signe', 'NOUN')",9,"[(4, 0.16379539629526313), (9, 0.5706137764800421)]"
616,"('soit', 'CCONJ')",12,"[(2, 0.11833024818326052), (12, 0.3025134271305264)]"
618,"('somme', 'NOUN')",4,"[(4, 0.7530127695418687), (9, 0.1511775411152506)]"
620,"('souffrir', 'VERB')",5,"[(1, 0.17311977666287437), (5, 0.3356522841712869)]"
621,"('souhaiter', 'VERB')",1,"[(1, 0.6063669474263768), (5, 0.13138696424676774)]"
623,"('source', 'NOUN')",4,"[(4, 0.5580484241199157), (9, 0.14411074318446315)]"
625,"('soutenir', 'VERB')",1,"[(1, 0.793038078963857), (5, 0.10354457723246589)]"
627,"('subir', 'VERB')",1,"[(1, 0.36811098431256467), (5, 0.24651865760619235)]"
628,"('substance', 'NOUN')",4,"[(4, 0.6935584014639504), (9, 0.11792099627899094)]"
630,"('suite', 'NOUN')",4,"[(4, 0.7966085387253378), (9, 0.10995305961773266)]"
631,"('suivant', 'ADJ')",3,"[(3, 0.4297487518831219), (5, 0.15243916557434165)]"
632,"('suivre', 'VERB')",5,"[(1, 0.36905899216792043), (5, 0.3958056477449143)]"
633,"('sujet', 'NOUN')",9,"[(4, 0.10677711716532916), (9, 0.6584638229986428)]"
635,"('supérieur', 'ADJ')",5,"[(1, 0.15895962376912906), (5, 0.4051605607587436)]"
639,"('survenir', 'VERB')",5,"[(1, 0.3624808617461949), (5, 0.4552228911499843)]"
640,"('symptôme', 'NOUN')",9,"[(4, 0.13646691069383265), (9, 0.5006942223048318)]"
643,"('sévère', 'ADJ')",3,"[(3, 0.41054768982023726), (5, 0.10471879491724403)]"
644,"('tableau', 'NOUN')",9,"[(4, 0.12675745477326816), (9, 0.31369450807506083), (10, 0.2047066974853779)]"
647,"('tel', 'ADJ')",5,"[(1, 0.13130108169685084), (5, 0.3477852883634384)]"
650,"('terme', 'NOUN')",9,"[(4, 0.10450138839585862), (9, 0.6709396452582788)]"
651,"('thrombine', 'NOUN')",4,"[(4, 0.7125247818873804), (9, 0.11345828890313049)]"
652,"('titulaire', 'NOUN')",9,"[(4, 0.2233834082463031), (9, 0.557588321083698)]"
655,"('tout', 'ADJ')",6,"[(6, 0.192667904194699), (12, 0.13918065032966037)]"
659,"('trafic', 'NOUN')",9,"[(4, 0.15301193784774386), (5, 0.11943254407926293), (9, 0.4315805031732069)]"
661,"('traiter', 'VERB')",5,"[(1, 0.19424584401205416), (5, 0.5039979147435167)]"
664,"('travailler', 'VERB')",1,"[(1, 0.786664017841324), (5, 0.10856631385709654)]"
665,"('tribunal', 'NOUN')",9,"[(4, 0.10192352305030089), (9, 0.7788351797136013)]"
668,"('trouble', 'NOUN')",9,"[(1, 0.1177965914752585), (4, 0.11515507843444897), (5, 0.1789816937321521), (9, 0.29036850774172424)]"
671,"('type', 'NOUN')",9,"[(4, 0.11994310317868734), (9, 0.5786052952148327)]"
674,"('un', 'PRON')",9,"[(1, 0.11170948580902122), (4, 0.18490218881488363), (5, 0.10729259413147235), (9, 0.40550667469316193)]"
675,"('union', 'NOUN')",4,"[(4, 0.7341994271693938), (9, 0.13071634188492962)]"
677,"('utiliser', 'VERB')",1,"[(1, 0.6813419789471514), (5, 0.17566968274962116)]"
678,"('valeur', 'NOUN')",4,"[(4, 0.6820187345935832), (9, 0.15721525041945422)]"
679,"('venir', 'VERB')",1,"[(1, 0.6399348964034984), (5, 0.19913129304535715)]"
681,"('versement', 'NOUN')",9,"[(4, 0.1385964158188957), (9, 0.7007651816267603)]"
682,"('verser', 'VERB')",5,"[(1, 0.362563184118442), (5, 0.4868996009149655)]"
686,"('vitamine', 'NOUN')",8,"[(4, 0.10385735005021146), (8, 0.27772702624075)]"
687,"('voie', 'NOUN')",4,"[(4, 0.33419403190246566), (8, 0.10685445670128581), (9, 0.10571822886749226)]"
688,"('voir', 'VERB')",1,"[(1, 0.4273866486896404), (5, 0.21014339332309617)]"
689,"('vouloir', 'VERB')",1,"[(1, 0.4177326224823022), (5, 0.16088347998993893)]"
691,"('vue', 'NOUN')",8,"[(4, 0.13220255082801818), (8, 0.5308757374003005)]"
692,"('véhicule', 'NOUN')",9,"[(4, 0.12912009384891288), (9, 0.6563908559710033)]"
696,"('Éric', 'PROPN')",11,"[(3, 0.1316427572592234), (11, 0.20903505872651162)]"
698,"('âge', 'NOUN')",9,"[(4, 0.12150728446808083), (9, 0.748021858197702)]"
699,"('âgé', 'ADJ')",3,"[(3, 0.30902295234173544), (5, 0.15207997993407163)]"
700,"('école', 'NOUN')",4,"[(4, 0.8272538571260294), (9, 0.10208531608072817)]"
702,"('édition', 'NOUN')",9,"[(4, 0.15269013332388773), (5, 0.14541715500798919), (9, 0.18618265727735167), (11, 0.1096405310391943)]"
704,"('électeur', 'NOUN')",9,"[(4, 0.13234659444167532), (9, 0.44266961143733263)]"
705,"('élection', 'NOUN')",4,"[(4, 0.45027957631311044), (9, 0.2366665194215817)]"
706,"('élevé', 'ADJ')",5,"[(1, 0.10243902870813855), (3, 0.15691207777949506), (5, 0.3229908304231463)]"
707,"('élément', 'NOUN')",9,"[(4, 0.10209491413109013), (9, 0.704777409989196)]"
708,"('époque', 'NOUN')",4,"[(4, 0.5493649916557282), (9, 0.21369352382746118)]"
709,"('établir', 'VERB')",1,"[(1, 0.4709378932792), (5, 0.2854763251216491)]"
711,"('étranger', 'ADJ')",3,"[(3, 0.42840757362778503), (5, 0.10223048251986548)]"
713,"('étudier', 'VERB')",1,"[(1, 0.41135339376649227), (5, 0.23275113804367212)]"
715,"('évaluer', 'VERB')",1,"[(1, 0.6653399129538727), (5, 0.2049638755359297)]"
716,"('évoquer', 'VERB')",1,"[(1, 0.7109604640372028), (5, 0.15474237474786065)]"
717,"('événement', 'NOUN')",9,"[(4, 0.14417852046489774), (9, 0.6173073676728372)]"
718,"('être', 'AUX')",2,"[(0, 0.16764006150223418), (1, 0.11423992772995183), (2, 0.210822428659014)]"
719,"('être', 'VERB')",1,"[(1, 0.6781410780964912), (5, 0.1339811624034483)]"
720,"('œil', 'NOUN')",9,"[(4, 0.12305135666498743), (9, 0.7437947442763482)]"
