row_idx,lexunit,primary_cluster,clusters_above_threshold,entropy,one_minus_max,top2_ratio
380,"('actualité', 'NOUN')",4,"[(1, 0.1917663712101747), (4, 0.6307782080834075)]",0.8762367766664367,0.36922179191659255,3.2893056488620656
381,"('actuel', 'ADJ')",3,"[(3, 0.6839205688073979), (7, 0.19183778314365904)]",0.8318218996409212,0.31607943119260207,3.5650983742615465
383,"('adaptation', 'NOUN')",4,"[(1, 0.1149177876863618), (4, 0.7844301410767354)]",0.6334685154847511,0.21556985892326463,6.826011506744573
386,"('administrateur', 'NOUN')",1,"[(1, 0.3095394617186171), (4, 0.10342569876065288), (6, 0.1843680167280555), (8, 0.2910137209318708)]",0.9151062440216088,0.6904605382813829,1.063659337873912
393,"('adulte', 'NOUN')",1,"[(1, 0.5462041591404365), (4, 0.14974173290085072), (8, 0.1582242633183234)]",0.8250267675208388,0.4537958408595635,3.452088495691435
394,"('adversaire', 'NOUN')",1,"[(1, 0.6475984562107652), (4, 0.13629553184520563), (8, 0.1071901387223357)]",0.7212468365521575,0.35240154378923483,4.75142836631108
399,"('affluent', 'NOUN')",1,"[(1, 0.4548405191727453), (4, 0.1549360399092393), (6, 0.13327645848006858), (8, 0.1351064914749861)]",0.8557206102858902,0.5451594808272546,2.9356663526393763
400,"('affrontement', 'NOUN')",1,"[(1, 0.651196798011084), (4, 0.1252578449346149)]",0.7783841976064141,0.348803201988916,5.198850406144313
402,"('afin', 'ADV')",0,"[(0, 0.1825157369161174), (1, 0.10729872113687103), (4, 0.10709670693189417), (6, 0.15473593558405666), (8, 0.1284828725830346)]",0.8335773377921635,0.8174842630838826,1.1795303801098616
405,"('agent', 'NOUN')",1,"[(1, 0.6665001613509368), (8, 0.12375020336708688)]",0.7631624289105432,0.3334998386490632,5.385851038756369
409,"('agriculture', 'NOUN')",4,"[(1, 0.19578983300651517), (4, 0.6185262134716248)]",0.8893159255547702,0.38147378652837516,3.1591334645606572
410,"('agréable', 'ADJ')",8,"[(6, 0.18102119957815987), (7, 0.10297401694441836), (8, 0.33037086804410337)]",0.8277516752492868,0.6696291319558967,1.8250396573107366
411,"('aide', 'NOUN')",4,"[(1, 0.11851196469776837), (4, 0.8147468310665846)]",0.6054687368701162,0.18525316893341537,6.874806549232127
414,"('ailleurs', 'ADV')",0,"[(0, 0.2888352945168275), (6, 0.13204576409232768), (8, 0.13111332688543345)]",0.8123220337447051,0.7111647054831725,2.187387808327354
421,"('alcool', 'NOUN')",8,"[(1, 0.2374070592339453), (4, 0.13172537501309328), (8, 0.33618861106500536)]",0.8873666690530155,0.6638113889349946,1.416085149910049
422,"('alentours', 'NOUN')",1,"[(1, 0.4497999176083054), (4, 0.18844641018203756), (8, 0.146950692983668)]",0.869893770275862,0.5502000823916946,2.386885041608395
426,"('allemand', 'NOUN')",1,"[(1, 0.6391863016819167), (8, 0.16812606167597877)]",0.8452021402770644,0.3608136983180833,3.8018276007308707
430,"('altitude', 'NOUN')",4,"[(1, 0.104219039453348), (4, 0.6343772948085916), (8, 0.11258988951657531)]",0.7011349087957722,0.3656227051914084,5.634407294761575
431,"('ambiance', 'NOUN')",4,"[(1, 0.12159224435928047), (4, 0.774296294133523)]",0.6553735827852344,0.22570370586647703,6.36797435735814
432,"('ambition', 'NOUN')",4,"[(1, 0.17491056964530294), (4, 0.629612902315588)]",0.8601977237582519,0.370387097684412,3.5996275330436878
434,"('ami', 'NOUN')",1,"[(1, 0.48495360736378823), (4, 0.1346306340293739), (8, 0.1929499886956442)]",0.8541605653572885,0.5150463926362118,2.5133642693742018
435,"('amie', 'NOUN')",4,"[(1, 0.1740344960386795), (4, 0.5035963677731295)]",0.9374008438520561,0.49640363222687045,2.893658321975457
437,"('amphibien', 'NOUN')",8,"[(1, 0.14103393387634325), (4, 0.10008958623625078), (5, 0.23536347549801392), (8, 0.23782412005236847)]",0.8574493808275468,0.7621758799476315,1.0104546576275184
438,"('amélioration', 'NOUN')",4,"[(1, 0.14895694420038408), (4, 0.7191094904587281)]",0.7512819527749394,0.2808905095412719,4.827633208501829
442,"('américain', 'NOUN')",1,"[(1, 0.5385892133675373), (4, 0.1723841294591665), (8, 0.10417301251017104)]",0.7936784948518906,0.4614107866324627,3.124354980109208
443,"('an', 'NOUN')",8,"[(1, 0.14705022295874093), (5, 0.10766280898670161), (8, 0.38475872646995135)]",0.8095158832829075,0.6152412735300486,2.6165123637922414
446,"('ancêtre', 'NOUN')",1,"[(1, 0.5457345860043509), (4, 0.13900362853919987), (8, 0.15747335551630184)]",0.8154725269816442,0.4542654139956491,3.4655677731326158
448,"('anglais', 'NOUN')",8,"[(1, 0.2602019544012343), (8, 0.4294316077725822)]",1.029081014410497,0.5705683922274178,1.650378102504157
450,"('animation', 'NOUN')",4,"[(4, 0.6524600638971086), (8, 0.10845360068778802)]",0.7495180539684203,0.34753993610289136,6.016029525616076
456,"('année', 'NOUN')",4,"[(1, 0.10957869907964167), (4, 0.7917969733819913)]",0.6162270196533265,0.2082030266180087,7.225829290111522
457,"('antique', 'ADJ')",3,"[(3, 0.6248858597656535), (7, 0.2112743061790358)]",0.8977304888706629,0.3751141402343465,2.9576992634216457
458,"('antérieur', 'ADJ')",3,"[(3, 0.4020352974213032), (8, 0.1618518193304315)]",0.9537439062637948,0.5979647025786968,2.483971444278428
459,"('août', 'NOUN')",8,"[(1, 0.1213075967605101), (8, 0.30190173825297417)]",0.8908109639073758,0.6980982617470258,2.4887290352392326
463,"('apparence', 'NOUN')",4,"[(1, 0.14644557594663934), (4, 0.6413062875589631)]",0.816905736942884,0.35869371244103687,4.379144152450444
464,"('apparition', 'NOUN')",4,"[(1, 0.16506797841751705), (4, 0.6173678460838897)]",0.8585530141002816,0.3826321539161103,3.7400824315079544
465,"('appartenir', 'VERB')",6,"[(6, 0.5743804560168186), (8, 0.10223814783314498)]",0.7958221811996886,0.42561954398318136,5.618063982870863
466,"('appel', 'NOUN')",1,"[(1, 0.3538770905148454), (4, 0.10303355581487089), (8, 0.3377241179104816)]",0.8814594851870511,0.6461229094851546,1.0478288986415987
473,"('apprentissage', 'NOUN')",1,"[(1, 0.4851187405449879), (4, 0.17289160007957446), (8, 0.21099694657468848)]",0.8944459065392003,0.5148812594550121,2.2991742222831935
476,"('approvisionnement', 'NOUN')",1,"[(1, 0.7607417519760217), (4, 0.10372943033569082)]",0.639231003982482,0.23925824802397833,7.333904654774418
478,"('appui', 'NOUN')",1,"[(1, 0.6834023990478715), (4, 0.1494275321505205)]",0.7851219980118637,0.3165976009521285,4.573470425513489
480,"('après', 'ADP')",0,"[(0, 0.38002515465115805), (7, 0.1277781091036052)]",0.9097338705833993,0.619974845348842,2.974102194163991
481,"('après', 'ADV')",0,"[(0, 0.2867918440780619), (6, 0.10708462899417483), (8, 0.12258131448188996)]",0.7780179050963885,0.7132081559219381,2.3396049005530304
482,"('après-midi', 'NOUN')",8,"[(1, 0.2671998259570881), (4, 0.11010325567345972), (8, 0.43751582032670966)]",0.8713112276479648,0.5624841796732903,1.6374105737515492
484,"('arabe', 'NOUN')",1,"[(1, 0.41530824904909214), (4, 0.14917874953295662), (8, 0.23634845260566698)]",0.9008591599877999,0.5846917509509079,1.7571862412063628
489,"('archive', 'NOUN')",4,"[(1, 0.1996793126404817), (4, 0.5363919891646276)]",0.946126802593501,0.4636080108353724,2.686267205508614
490,"('argent', 'NOUN')",8,"[(1, 0.265033547060837), (4, 0.10970394261268894), (8, 0.4325193567325353)]",0.8709959329926973,0.5674806432674647,1.6319419240661366
491,"('arme', 'NOUN')",4,"[(1, 0.10697959747194971), (4, 0.740871470312518)]",0.665544251616975,0.259128529687482,6.925352944114191
492,"('armer', 'VERB')",6,"[(1, 0.11576460900047224), (6, 0.24709683040436195), (8, 0.22402541103947796)]",0.8466931442727218,0.7529031695956381,1.1029857249578634
496,"('arrivée', 'NOUN')",4,"[(1, 0.15783110583913984), (4, 0.7578602432463846)]",0.7235317640266343,0.24213975675361543,4.801716614840103
497,"('arrière', 'NOUN')",1,"[(1, 0.6549631622924292), (4, 0.14584739652781542), (8, 0.11262459036121078)]",0.7317297101743454,0.34503683770757076,4.490742912695856
498,"('arrondissement', 'NOUN')",1,"[(1, 0.6596874589759882), (4, 0.15534271103646016)]",0.8132324883129651,0.34031254102401176,4.246658594886724
501,"('arrêté', 'NOUN')",1,"[(1, 0.42961256926212277), (4, 0.1486191298974819), (8, 0.18428140176537514)]",0.8719761919383108,0.5703874307378772,2.3312855510460047
502,"('art', 'NOUN')",1,"[(1, 0.6585671180422761), (4, 0.1151478712772487), (8, 0.1411199013393033)]",0.7284698534659515,0.3414328819577239,4.666720368935367
505,"('artillerie', 'NOUN')",4,"[(1, 0.113621275545549), (4, 0.7405667984273218)]",0.6773951968080782,0.25943320157267824,6.517853235421917
510,"('assemblée', 'NOUN')",4,"[(1, 0.1026225042939572), (4, 0.8143143056633786)]",0.5783877363422545,0.1856856943366214,7.935046131117739
526,"('attente', 'NOUN')",4,"[(1, 0.1262864096746788), (4, 0.5868540196209382), (8, 0.12317216144084701)]",0.7573526168641844,0.4131459803790618,4.647008503390892
527,"('attention', 'NOUN')",4,"[(1, 0.16870819514282998), (4, 0.5996890677196046)]",0.8755397637598218,0.4003109322803954,3.55459358220211
532,"('attribut', 'NOUN')",1,"[(1, 0.6056810762878773), (4, 0.13007707802561946), (8, 0.14449496104002835)]",0.7723611306321221,0.39431892371212274,4.19171071384344
533,"('au-delà', 'ADV')",0,"[(0, 0.22335574854342655), (4, 0.10334580700750501), (6, 0.1955257121590017), (8, 0.12340439499981447)]",0.8271527760031142,0.7766442514565735,1.1423344074655175
534,"('au-dessus', 'ADV')",6,"[(0, 0.18178546539162366), (1, 0.10914379003490653), (4, 0.10274023032585818), (6, 0.21967612284524532), (8, 0.14072895165925614)]",0.8663798315190414,0.7803238771547547,1.2084361220628566
535,"('aucun', 'DET')",7,"[(0, 0.1281892920626313), (7, 0.3343760899496328)]",0.9083753286170109,0.6656239100503671,2.608455703041576
536,"('aucun', 'PRON')",8,"[(0, 0.12827029972336573), (1, 0.16647902835092684), (4, 0.1245434473584908), (6, 0.13390122397645915), (8, 0.21108569860996762)]",0.8816140805269154,0.7889143013900324,1.2679416783056472
538,"('augmentation', 'NOUN')",4,"[(1, 0.1442592674455953), (4, 0.727252234674703)]",0.7371064671822725,0.272747765325297,5.041286064681929
542,"('auprès', 'ADV')",6,"[(0, 0.15233628488366088), (1, 0.11723381581375729), (4, 0.11215950217976448), (6, 0.20028538749154295), (8, 0.14166759923577915)]",0.8588408709952855,0.7997146125084571,1.314758251092317
546,"('autant', 'PRON')",6,"[(1, 0.12013040407053326), (4, 0.10839453262002981), (6, 0.2876926981278687), (8, 0.16829909736716228)]",0.8322651477405274,0.7123073018721313,1.7094131972688875
548,"('automne', 'NOUN')",1,"[(1, 0.5089846375019013), (4, 0.14404594888043945), (8, 0.20812883050601858)]",0.8642919146739283,0.49101536249809874,2.4455268223264373
552,"('autorisation', 'NOUN')",4,"[(1, 0.11118248176988728), (4, 0.7391016333667313)]",0.674700248440636,0.2608983666332687,6.647644679279951
554,"('autorité', 'NOUN')",4,"[(1, 0.17963146325396118), (4, 0.6779021196314978)]",0.8251291792168416,0.3220978803685022,3.773849565947623
555,"('autoroute', 'NOUN')",4,"[(1, 0.17322519574760908), (4, 0.7138066527548597)]",0.7853267098278429,0.28619334724514034,4.120686079609825
556,"('autour', 'ADV')",6,"[(0, 0.15712047813999666), (1, 0.11360077906624527), (4, 0.11257896989939073), (6, 0.20438560046995768), (8, 0.141300231899039)]",0.8604127590092601,0.7956143995300423,1.3008208916462634
557,"('autre', 'ADJ')",7,"[(7, 0.6091357670898192), (9, 0.12234966428537238)]",0.8064639338615346,0.3908642329101808,4.978646820550737
558,"('autre', 'PRON')",1,"[(1, 0.3408224414009485), (4, 0.2903115111439986), (8, 0.11162549247766491)]",0.8835394607730813,0.6591775585990516,1.1739887269984817
560,"('aval', 'NOUN')",1,"[(1, 0.4807179946100478), (4, 0.17237486199304874), (8, 0.1839688028886982)]",0.8798556930031185,0.5192820053899522,2.6130408366079543
563,"('avant', 'ADP')",0,"[(0, 0.43286082961203126), (7, 0.11408406831632738)]",0.8801986290290406,0.5671391703879687,3.794226801342791
564,"('avant', 'ADV')",0,"[(0, 0.20067337251012088), (1, 0.10269847386745735), (2, 0.10600323877055448), (4, 0.10106667997320853), (6, 0.1502180599515751), (8, 0.13040361881564938)]",0.8795764714034143,0.7993266274898791,1.3358804698636817
565,"('avant', 'NOUN')",1,"[(1, 0.4734095413126375), (4, 0.17200078117943027), (8, 0.19240090464260634)]",0.8864716468235235,0.5265904586873624,2.460536982359921
566,"('avantage', 'NOUN')",1,"[(1, 0.7092497930310594), (4, 0.13363205958954905)]",0.7395508276711327,0.2907502069689406,5.30748231531805
567,"('avec', 'ADP')",0,"[(0, 0.34623997362048464), (7, 0.1336885197112228)]",0.9179058971535347,0.6537600263795154,2.589900571630151
568,"('avenir', 'NOUN')",1,"[(1, 0.6103493911536431), (4, 0.2039204463828117)]",0.902524976590223,0.38965060884635694,2.9930759861512786
573,"('avoir', 'AUX')",0,"[(0, 0.2301145856956735), (6, 0.13806724587690059), (8, 0.11139508470897552)]",0.7791011365436277,0.7698854143043266,1.6666848406669996
576,"('avril', 'NOUN')",8,"[(1, 0.12362346549397656), (8, 0.3007970450490535)]",0.8941680398401514,0.6992029549509464,2.4331711123541475
581,"('aîné', 'ADJ')",3,"[(3, 0.5546271358657817), (7, 0.10037004264660031)]",0.8045476214943379,0.4453728641342183,5.525823455297374
584,"('bain', 'NOUN')",8,"[(1, 0.13180641957975778), (5, 0.20109027074162097), (8, 0.36257983795971727)]",0.8715408087652498,0.6374201620402827,1.803070017373405
589,"('baptiser', 'VERB')",6,"[(6, 0.6355669988552957), (8, 0.11378835320457678)]",0.772378952336346,0.36443300114470434,5.585518912578234
594,"('bas', 'ADJ')",7,"[(3, 0.16224526228400624), (7, 0.5539519290451567)]",0.897751013844691,0.44604807095484333,3.4142872417160497
596,"('baser', 'VERB')",6,"[(6, 0.5875084993545248), (8, 0.13101919334386875)]",0.8349739829460276,0.41249150064547524,4.4841407152658075
597,"('basse', 'NOUN')",4,"[(1, 0.11963847554357837), (4, 0.763186244651954)]",0.6640430787783125,0.23681375534804605,6.3791037221463345
605,"('beaucoup', 'PRON')",6,"[(0, 0.12883241434413883), (1, 0.1283790371001572), (4, 0.12304868244507781), (6, 0.2047197532053434), (8, 0.16109807242144647)]",0.8724673822438797,0.7952802467946566,1.2707771739799523
607,"('besoin', 'NOUN')",1,"[(1, 0.5090062096728923), (4, 0.11512423385700996), (8, 0.21294208384430943)]",0.8392072738211915,0.49099379032710766,2.390350467524528
614,"('blanc', 'NOUN')",1,"[(1, 0.5460465178284992), (8, 0.2441573615940902)]",0.973290913252183,0.4539534821715008,2.236453221247932
616,"('blessure', 'NOUN')",4,"[(1, 0.12094939443877001), (4, 0.7511181944352119)]",0.6787240502283489,0.24888180556478812,6.2101856559146436
619,"('bois', 'NOUN')",8,"[(1, 0.2988674983844177), (8, 0.4505478630894875)]",1.0389949802920757,0.5494521369105125,1.5075170954520163
620,"('bombe', 'NOUN')",4,"[(1, 0.10300977414559628), (4, 0.8184382402742143)]",0.5743574669162794,0.1815617597257857,7.94524837145469
622,"('bonheur', 'NOUN')",1,"[(1, 0.48706298388260433), (4, 0.16835945394991078), (8, 0.14145485803692126)]",0.8437795985718707,0.5129370161173956,2.8929945569169653
625,"('bouddhisme', 'NOUN')",1,"[(1, 0.7363360835592699), (4, 0.10015873814899169)]",0.6576302145342532,0.26366391644073006,7.35169089754235
626,"('bourg', 'NOUN')",1,"[(1, 0.7073126742870679), (4, 0.11903252795413223)]",0.7188572269149599,0.2926873257129321,5.942179725525299
628,"('bout', 'NOUN')",1,"[(1, 0.7142134252878377), (4, 0.13342076140679954)]",0.7345160258613794,0.2857865747121623,5.353090611664274
633,"('bref', 'INTJ')",0,"[(0, 0.2021637070861825), (2, 0.10484429792157676), (6, 0.10172931608361241), (8, 0.10712646540952964)]",0.7440246327003793,0.7978362929138175,1.8871499802904788
635,"('britannique', 'NOUN')",1,"[(1, 0.6213456267759419), (4, 0.13328522861107525)]",0.81408868127576,0.37865437322405815,4.661774100932228
636,"('bronze', 'NOUN')",8,"[(1, 0.16576855518433234), (4, 0.10437110142127783), (5, 0.14396541705782873), (8, 0.3067482450270429)]",0.8477963539609678,0.6932517549729571,1.8504609917480617
637,"('bruit', 'NOUN')",1,"[(1, 0.4071312512469115), (8, 0.3866391341675091)]",1.0578780680667201,0.5928687487530885,1.0530006284116193
642,"('bus', 'NOUN')",1,"[(1, 0.51589844510075), (8, 0.31710366454511746)]",1.0180333686909624,0.48410155489925,1.6269078625780058
647,"(""c'est-à-dire"", 'CCONJ')",0,"[(0, 0.22184196928103764), (7, 0.13302548222872904), (9, 0.10023610092670088)]",0.7581875256636423,0.7781580307189624,1.6676652139444545
648,"('cabaret', 'NOUN')",8,"[(1, 0.24900843213693272), (8, 0.4191992088331203)]",1.0252428099411228,0.5808007911668798,1.683473950001009
660,"('canon', 'NOUN')",1,"[(1, 0.5508812054359713), (8, 0.3057819347214479)]",0.9965720287785859,0.4491187945640287,1.801549218196283
662,"('capable', 'ADJ')",6,"[(6, 0.40425404077435734), (8, 0.18619478749495627)]",0.9797688185352881,0.5957459592256427,2.171135111853268
663,"('capacité', 'NOUN')",4,"[(1, 0.10540854785110297), (4, 0.8255051072103682)]",0.5705262000821771,0.17449489278963182,7.831481640146039
664,"('capitaine', 'NOUN')",1,"[(1, 0.6817163595767123), (8, 0.1263546880990691)]",0.7539222523366053,0.3182836404232877,5.395259723503165
669,"('caractère', 'NOUN')",1,"[(1, 0.6830364171212363), (4, 0.12564635810587096)]",0.7516506993650259,0.3169635828787637,5.436181576752925
671,"('caractéristique', 'ADJ')",3,"[(3, 0.23656730002762247), (4, 0.10224300899249575), (6, 0.11925111415262211), (8, 0.21664983847249022)]",0.8361303079451262,0.7634326999723775,1.0919338860142345
672,"('caractéristique', 'NOUN')",4,"[(1, 0.16553272747084757), (4, 0.6183908639116213)]",0.8583240899006646,0.38160913608837865,3.7357619448427677
674,"('carrière', 'NOUN')",4,"[(1, 0.15763060627013595), (4, 0.5246630878729203)]",0.9083638416042409,0.47533691212707974,3.3284341175075514
677,"('catalogue', 'NOUN')",1,"[(1, 0.7882862552106608), (4, 0.10024733201713593)]",0.6032036868997108,0.21171374478933924,7.863413812109372
679,"('cathédrale', 'NOUN')",4,"[(1, 0.10474566436950057), (4, 0.7908197360726351)]",0.6087062008125539,0.20918026392736488,7.549904245038164
684,"('cavalier', 'NOUN')",1,"[(1, 0.6877126081814978), (4, 0.10248733885259183), (8, 0.11613398162512376)]",0.6744638528176266,0.3122873918185022,5.921717300638232
685,"('ce', 'DET')",7,"[(0, 0.10944472073912427), (7, 0.3074129579271436), (9, 0.12080571596674887)]",0.7828722217281031,0.6925870420728564,2.544688845780753
686,"('ce', 'PRON')",8,"[(0, 0.1257703093650403), (1, 0.12347196870736579), (6, 0.13159204943461428), (7, 0.1113069813769678), (8, 0.21100276434244147)]",0.8441282638617364,0.7889972356575585,1.6034613432119618
687,"('ceci', 'PRON')",8,"[(0, 0.16424660160036308), (1, 0.1388036128540018), (6, 0.12613973162990044), (8, 0.1842351437517319)]",0.8249218300502957,0.8157648562482681,1.1216983606151192
688,"('cela', 'PRON')",8,"[(0, 0.1597010994320166), (1, 0.136633068198371), (6, 0.12093923390354909), (8, 0.206183066448872)]",0.8266407165392442,0.793816933551128,1.2910560239232565
690,"('celui', 'PRON')",8,"[(1, 0.11960542080953536), (4, 0.11322421981482146), (6, 0.2590451782502779), (8, 0.3004551399513864)]",0.8741471297159388,0.6995448600486136,1.15985613776258
691,"('celui-ci', 'PRON')",8,"[(0, 0.15501585520241473), (1, 0.11787683077448717), (4, 0.10912939725334181), (6, 0.11223986380820679), (8, 0.19888685153276203)]",0.8384620635171764,0.801113148467238,1.2830097364754203
692,"('censé', 'ADJ')",6,"[(1, 0.10553274211289974), (6, 0.31523174705143475), (8, 0.19316430866946468)]",0.8363614433758747,0.6847682529485652,1.6319357816295512
694,"('centaine', 'NOUN')",4,"[(1, 0.2049536588341118), (4, 0.4433571687133786), (8, 0.10846741626965092)]",0.8432480016879377,0.5566428312866214,2.163206898746946
702,"('certain', 'PRON')",8,"[(0, 0.14522212396969825), (1, 0.12871645320829958), (4, 0.1045195096694803), (6, 0.14447700676812847), (8, 0.1783201441969246)]",0.8494283679946167,0.8216798558030753,1.2279130708357668
705,"('chacun', 'PRON')",8,"[(1, 0.13691391263343752), (4, 0.11530133206914119), (6, 0.14903797272408234), (8, 0.301445265518401)]",0.8414516668206805,0.698554734481599,2.022607124940394
706,"('chaleureux', 'ADJ')",8,"[(3, 0.19083454870745237), (8, 0.3620898957885688)]",0.9866911013655808,0.6379101042114312,1.8974022169520748
709,"('champion', 'NOUN')",1,"[(1, 0.4733257340453817), (8, 0.36420490653019233)]",1.0414745881523562,0.5266742659546183,1.2996138315510126
711,"('chance', 'NOUN')",4,"[(1, 0.1174261310275348), (4, 0.7061981813808422)]",0.7172763287002946,0.2938018186191578,6.013978108631107
722,"('chaque', 'DET')",7,"[(0, 0.1219049135551764), (7, 0.2691961693709236), (9, 0.1090120448256835)]",0.7749993352286471,0.7308038306290764,2.208247079795356
723,"('charbon', 'NOUN')",1,"[(1, 0.6570632000822306), (4, 0.10132953727804773), (8, 0.1366368856962696)]",0.7098934234203702,0.3429367999177694,4.808827402161504
733,"('chef-lieu', 'NOUN')",1,"[(1, 0.5453974771844194), (4, 0.13759464521317966), (8, 0.11602158060085875)]",0.7768538919171171,0.45460252281558056,3.9637987098946925
735,"('cher', 'ADJ')",8,"[(1, 0.12365276463304718), (6, 0.25115526026739027), (8, 0.34096189923891074)]",0.8850761843977938,0.6590381007610893,1.357574190864681
737,"('chercheur', 'NOUN')",1,"[(1, 0.6228935759652133), (4, 0.11191464832819323), (8, 0.11854471429544329)]",0.7215946522604043,0.37710642403478667,5.254503160830989
739,"('chevalier', 'NOUN')",1,"[(1, 0.5314035183893616), (8, 0.28754551133566425)]",1.0017503913872614,0.4685964816106384,1.8480675143248242
740,"('chez', 'ADP')",0,"[(0, 0.3341546528754939), (7, 0.10516604422577217)]",0.8701479513075203,0.665845347124506,3.1774006081100215
746,"('chose', 'NOUN')",4,"[(1, 0.11689025651025166), (4, 0.7553612404044189)]",0.6677236652178792,0.24463875959558112,6.462140326795939
748,"('chrétien', 'NOUN')",1,"[(1, 0.6004762573612938), (4, 0.14175053514008334), (8, 0.12058032446244933)]",0.763034126123175,0.39952374263870616,4.236148080625446
751,"('chômage', 'NOUN')",1,"[(1, 0.5255059083677568), (4, 0.1069622879890958), (8, 0.21715334685423907)]",0.8272471452409639,0.4744940916322432,2.4199760951439298
764,"('citoyen', 'NOUN')",1,"[(1, 0.7174576993167668), (4, 0.10206788204322698)]",0.6797350680003564,0.28254230068323316,7.029220994444803
768,"('clair', 'ADJ')",8,"[(3, 0.10197266991821685), (6, 0.2223171680446342), (8, 0.3304944266438886)]",0.8492605096132113,0.6695055733561114,1.4865897652021902
776,"('client', 'NOUN')",1,"[(1, 0.6776988712933542), (4, 0.11102214746035403), (8, 0.10900766310343568)]",0.682030879269024,0.32230112870664585,6.104177290710037
777,"('clientèle', 'NOUN')",4,"[(1, 0.1078334622972217), (4, 0.7313594526191676)]",0.6765794193309307,0.26864054738083243,6.782305205070012
781,"('clé', 'NOUN')",4,"[(1, 0.12732302982305427), (4, 0.6356571964537188)]",0.7941025714399462,0.36434280354628124,4.992476202750721
782,"('cm', 'NOUN')",8,"[(1, 0.12072216497668185), (5, 0.12310753164824398), (8, 0.32500985202015953)]",0.7995449961889091,0.6749901479798405,2.640048481751811
783,"('coalition', 'NOUN')",4,"[(1, 0.12345937800228023), (4, 0.7396475107460934)]",0.6944004089647038,0.26035248925390664,5.9910192543852965
786,"('col', 'NOUN')",1,"[(1, 0.769367655907567), (4, 0.10081466129333348)]",0.6247360704939204,0.23063234409243305,7.631505636556084
800,"('commande', 'NOUN')",4,"[(1, 0.17604825445835168), (4, 0.6625535733102366)]",0.8346539774967252,0.33744642668976343,3.763477095235722
803,"('comme', 'ADP')",0,"[(0, 0.3372577395776441), (7, 0.16636366967727792)]",0.9593265328303208,0.6627422604223558,2.0272319084561947
804,"('comme', 'CCONJ')",0,"[(0, 0.1904906490450926), (7, 0.14243816111944474)]",0.8561712867983791,0.8095093509549074,1.3373568399647646
819,"('communiqué', 'NOUN')",1,"[(1, 0.6864728562045267), (4, 0.11776743191556283)]",0.7359950879434131,0.3135271437954733,5.82905515590011
822,"('compagnon', 'NOUN')",1,"[(1, 0.41106257973518956), (4, 0.10406023034822506), (8, 0.32467263370468874)]",0.8794196045175643,0.5889374202648104,1.2660832391222667
824,"('compatriote', 'NOUN')",1,"[(1, 0.2487772158354412), (4, 0.18754564611976604), (6, 0.12076074241014946), (8, 0.157151803166629)]",0.870015229233852,0.7512227841645588,1.3264888894118763
825,"('complet', 'ADJ')",3,"[(3, 0.43727841806694656), (8, 0.23810375132640407)]",1.0147927306479985,0.5627215819330534,1.836503690643262
826,"('complexe', 'ADJ')",8,"[(3, 0.11155519253480195), (6, 0.17838144558249214), (7, 0.10404953577461423), (8, 0.24552141941587133)]",0.8168697796481741,0.7544785805841286,1.3763842904969086
832,"('compositeur', 'NOUN')",8,"[(1, 0.33191073481218203), (8, 0.4290443253500006)]",1.051891967914319,0.5709556746499994,1.292649740879226
835,"('compte', 'NOUN')",1,"[(1, 0.46904766379110385), (8, 0.3119716338515459)]",1.036563298405167,0.5309523362088961,1.503494590198235
837,"('compétence', 'NOUN')",4,"[(1, 0.14367929943872476), (4, 0.6872351730771546)]",0.7740488566805632,0.31276482692284535,4.783118902735473
838,"('compétent', 'ADJ')",8,"[(6, 0.18523448919986252), (8, 0.34427451203343606)]",0.9802179927419783,0.6557254879665639,1.858587531515117
840,"('comte', 'NOUN')",1,"[(1, 0.6837095687429231), (8, 0.10700396614524861)]",0.7200541257604812,0.3162904312570769,6.389572212817296
846,"('concernant', 'ADP')",0,"[(0, 0.24328673075649618), (7, 0.13433469773268017), (9, 0.10380924710813928)]",0.7725239834004807,0.7567132692435038,1.8110490801164827
856,"('condition', 'NOUN')",4,"[(1, 0.17144755111122245), (4, 0.6522999296730804)]",0.8382630022607885,0.34770007032691963,3.8046616906759816
859,"('confiance', 'NOUN')",4,"[(1, 0.11596371456951385), (4, 0.44763932787887595), (8, 0.18739267536273285)]",0.8405489440618995,0.552360672121124,2.3887770800666996
866,"('connaissance', 'NOUN')",4,"[(1, 0.13691963210641808), (4, 0.7038624698078866)]",0.7493685216218373,0.2961375301921134,5.1406979333746925
868,"('connu', 'ADJ')",8,"[(1, 0.14899171212684437), (4, 0.1272232379469423), (6, 0.11141393678898362), (8, 0.28185514316559845)]",0.8276736320587126,0.7181448568344015,1.8917504815679986
871,"('conscience', 'NOUN')",4,"[(1, 0.10038221206104664), (4, 0.5916577178047694), (8, 0.1297950615913981)]",0.7339158284389432,0.4083422821952306,4.558399299253311
873,"('conseiller', 'NOUN')",8,"[(1, 0.30490257491007683), (6, 0.15269346715754845), (8, 0.3093549603766003)]",0.921223944207806,0.6906450396233996,1.0146026496097535
879,"('consister', 'VERB')",6,"[(6, 0.517582576674442), (8, 0.1049179423164145)]",0.8330385083077303,0.48241742332555804,4.9332131878216
880,"('consommateur', 'NOUN')",1,"[(1, 0.6884009454073098), (4, 0.1272628126831498)]",0.749321661890274,0.3115990545926902,5.4092859563087226
896,"('contexte', 'NOUN')",1,"[(1, 0.7352121729798997), (4, 0.10777683630144873)]",0.6726451459619553,0.2647878270201003,6.821615833327416
